[DMH_INCIDENT].[IncidentNewTypeId].[IncidentNewTypeId].[MEMBER_UNIQUE_NAME],[DMH_INCIDENT].[IncidentNewTypeId].[IncidentNewTypeId].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DMH_INCIDENT].[IncidentNewTypeId].&[21374],21374,228
[DMH_INCIDENT].[IncidentNewTypeId].&[21375],21375,1283
[DMH_INCIDENT].[IncidentNewTypeId].&[21376],21376,18
[DMH_INCIDENT].[IncidentNewTypeId].&[21377],21377,41
[DMH_INCIDENT].[IncidentNewTypeId].&[21378],21378,8
[DMH_INCIDENT].[IncidentNewTypeId].&[21379],21379,918
[DMH_INCIDENT].[IncidentNewTypeId].&[21381],21381,14
[DMH_INCIDENT].[IncidentNewTypeId].&[21382],21382,23
[DMH_INCIDENT].[IncidentNewTypeId].&[21383],21383,150
[DMH_INCIDENT].[IncidentNewTypeId].&[21384],21384,1261
[DMH_INCIDENT].[IncidentNewTypeId].&[21385],21385,26
[DMH_INCIDENT].[IncidentNewTypeId].&[21386],21386,22
[DMH_INCIDENT].[IncidentNewTypeId].&[21387],21387,4
[DMH_INCIDENT].[IncidentNewTypeId].&[21388],21388,3
[DMH_INCIDENT].[IncidentNewTypeId].&[21389],21389,66
[DMH_INCIDENT].[IncidentNewTypeId].&[21390],21390,60
[DMH_INCIDENT].[IncidentNewTypeId].&[21391],21391,1535
[DMH_INCIDENT].[IncidentNewTypeId].&[21392],21392,395
[DMH_INCIDENT].[IncidentNewTypeId].&[21393],21393,36
[DMH_INCIDENT].[IncidentNewTypeId].&[21394],21394,54
[DMH_INCIDENT].[IncidentNewTypeId].&[21395],21395,133
[DMH_INCIDENT].[IncidentNewTypeId].&[21396],21396,8
[DMH_INCIDENT].[IncidentNewTypeId].&[21397],21397,144
