[DMH_INCIDENT].[HoraId].[HoraId].[MEMBER_UNIQUE_NAME],[DMH_INCIDENT].[HoraId].[HoraId].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DMH_INCIDENT].[HoraId].&[093420],093420,236
[DMH_INCIDENT].[HoraId].&[093421],093421,274
[DMH_INCIDENT].[HoraId].&[093422],093422,296
[DMH_INCIDENT].[HoraId].&[093423],093423,256
[DMH_INCIDENT].[HoraId].&[093424],093424,277
[DMH_INCIDENT].[HoraId].&[093425],093425,290
[DMH_INCIDENT].[HoraId].&[093426],093426,254
[DMH_INCIDENT].[HoraId].&[093427],093427,261
[DMH_INCIDENT].[HoraId].&[093428],093428,246
[DMH_INCIDENT].[HoraId].&[093429],093429,249
[DMH_INCIDENT].[HoraId].&[093430],093430,283
[DMH_INCIDENT].[HoraId].&[093431],093431,252
[DMH_INCIDENT].[HoraId].&[093432],093432,211
[DMH_INCIDENT].[HoraId].&[093433],093433,239
[DMH_INCIDENT].[HoraId].&[093434],093434,244
[DMH_INCIDENT].[HoraId].&[093435],093435,236
[DMH_INCIDENT].[HoraId].&[093436],093436,263
[DMH_INCIDENT].[HoraId].&[093437],093437,287
[DMH_INCIDENT].[HoraId].&[093438],093438,233
[DMH_INCIDENT].[HoraId].&[093439],093439,265
[DMH_INCIDENT].[HoraId].&[093440],093440,235
[DMH_INCIDENT].[HoraId].&[093441],093441,239
[DMH_INCIDENT].[HoraId].&[093442],093442,257
[DMH_INCIDENT].[HoraId].&[093443],093443,258
[DMH_INCIDENT].[HoraId].&[093444],093444,232
[DMH_INCIDENT].[HoraId].&[093445],093445,257
[DMH_INCIDENT].[HoraId].&[093446],093446,266
[DMH_INCIDENT].[HoraId].&[093447],093447,273
[DMH_INCIDENT].[HoraId].&[093448],093448,258
[DMH_INCIDENT].[HoraId].&[093449],093449,246
[DMH_INCIDENT].[HoraId].&[093450],093450,258
[DMH_INCIDENT].[HoraId].&[093451],093451,238
[DMH_INCIDENT].[HoraId].&[093452],093452,242
[DMH_INCIDENT].[HoraId].&[093453],093453,254
[DMH_INCIDENT].[HoraId].&[093454],093454,231
[DMH_INCIDENT].[HoraId].&[093455],093455,257
[DMH_INCIDENT].[HoraId].&[093456],093456,249
[DMH_INCIDENT].[HoraId].&[093457],093457,261
[DMH_INCIDENT].[HoraId].&[093458],093458,259
[DMH_INCIDENT].[HoraId].&[093459],093459,275
[DMH_INCIDENT].[HoraId].&[093500],093500,262
[DMH_INCIDENT].[HoraId].&[093501],093501,228
[DMH_INCIDENT].[HoraId].&[093502],093502,264
[DMH_INCIDENT].[HoraId].&[093503],093503,258
[DMH_INCIDENT].[HoraId].&[093504],093504,280
[DMH_INCIDENT].[HoraId].&[093505],093505,268
[DMH_INCIDENT].[HoraId].&[093506],093506,262
[DMH_INCIDENT].[HoraId].&[093507],093507,271
[DMH_INCIDENT].[HoraId].&[093508],093508,215
[DMH_INCIDENT].[HoraId].&[093509],093509,258
[DMH_INCIDENT].[HoraId].&[093510],093510,251
[DMH_INCIDENT].[HoraId].&[093511],093511,249
[DMH_INCIDENT].[HoraId].&[093512],093512,268
[DMH_INCIDENT].[HoraId].&[093513],093513,263
[DMH_INCIDENT].[HoraId].&[093514],093514,263
[DMH_INCIDENT].[HoraId].&[093515],093515,273
[DMH_INCIDENT].[HoraId].&[093516],093516,254
[DMH_INCIDENT].[HoraId].&[093517],093517,257
[DMH_INCIDENT].[HoraId].&[093518],093518,254
[DMH_INCIDENT].[HoraId].&[093519],093519,243
[DMH_INCIDENT].[HoraId].&[093520],093520,242
[DMH_INCIDENT].[HoraId].&[093521],093521,285
[DMH_INCIDENT].[HoraId].&[093522],093522,242
[DMH_INCIDENT].[HoraId].&[093523],093523,238
[DMH_INCIDENT].[HoraId].&[093524],093524,274
[DMH_INCIDENT].[HoraId].&[093525],093525,244
[DMH_INCIDENT].[HoraId].&[093526],093526,253
[DMH_INCIDENT].[HoraId].&[093527],093527,270
[DMH_INCIDENT].[HoraId].&[093528],093528,267
[DMH_INCIDENT].[HoraId].&[093529],093529,247
[DMH_INCIDENT].[HoraId].&[093530],093530,256
[DMH_INCIDENT].[HoraId].&[093531],093531,249
[DMH_INCIDENT].[HoraId].&[093532],093532,253
[DMH_INCIDENT].[HoraId].&[093533],093533,236
[DMH_INCIDENT].[HoraId].&[093534],093534,284
[DMH_INCIDENT].[HoraId].&[093535],093535,260
[DMH_INCIDENT].[HoraId].&[093536],093536,252
[DMH_INCIDENT].[HoraId].&[093537],093537,272
[DMH_INCIDENT].[HoraId].&[093538],093538,256
[DMH_INCIDENT].[HoraId].&[093539],093539,258
[DMH_INCIDENT].[HoraId].&[093540],093540,270
[DMH_INCIDENT].[HoraId].&[093541],093541,267
[DMH_INCIDENT].[HoraId].&[093542],093542,272
[DMH_INCIDENT].[HoraId].&[093543],093543,254
[DMH_INCIDENT].[HoraId].&[093544],093544,233
[DMH_INCIDENT].[HoraId].&[093545],093545,247
[DMH_INCIDENT].[HoraId].&[093546],093546,268
[DMH_INCIDENT].[HoraId].&[093547],093547,260
[DMH_INCIDENT].[HoraId].&[093548],093548,261
[DMH_INCIDENT].[HoraId].&[093549],093549,286
[DMH_INCIDENT].[HoraId].&[093550],093550,248
[DMH_INCIDENT].[HoraId].&[093551],093551,262
[DMH_INCIDENT].[HoraId].&[093552],093552,286
[DMH_INCIDENT].[HoraId].&[093553],093553,262
[DMH_INCIDENT].[HoraId].&[093554],093554,264
[DMH_INCIDENT].[HoraId].&[093555],093555,251
[DMH_INCIDENT].[HoraId].&[093556],093556,260
[DMH_INCIDENT].[HoraId].&[093557],093557,246
[DMH_INCIDENT].[HoraId].&[093558],093558,235
[DMH_INCIDENT].[HoraId].&[093559],093559,228
[DMH_INCIDENT].[HoraId].&[093600],093600,252
[DMH_INCIDENT].[HoraId].&[093601],093601,237
[DMH_INCIDENT].[HoraId].&[093602],093602,270
[DMH_INCIDENT].[HoraId].&[093603],093603,242
[DMH_INCIDENT].[HoraId].&[093604],093604,270
[DMH_INCIDENT].[HoraId].&[093605],093605,254
[DMH_INCIDENT].[HoraId].&[093606],093606,276
[DMH_INCIDENT].[HoraId].&[093607],093607,239
[DMH_INCIDENT].[HoraId].&[093608],093608,277
[DMH_INCIDENT].[HoraId].&[093609],093609,255
[DMH_INCIDENT].[HoraId].&[093610],093610,271
[DMH_INCIDENT].[HoraId].&[093611],093611,259
[DMH_INCIDENT].[HoraId].&[093612],093612,259
[DMH_INCIDENT].[HoraId].&[093613],093613,237
[DMH_INCIDENT].[HoraId].&[093614],093614,245
[DMH_INCIDENT].[HoraId].&[093615],093615,233
[DMH_INCIDENT].[HoraId].&[093616],093616,246
[DMH_INCIDENT].[HoraId].&[093617],093617,242
[DMH_INCIDENT].[HoraId].&[093618],093618,270
[DMH_INCIDENT].[HoraId].&[093619],093619,271
[DMH_INCIDENT].[HoraId].&[093620],093620,258
[DMH_INCIDENT].[HoraId].&[093621],093621,228
[DMH_INCIDENT].[HoraId].&[093622],093622,269
[DMH_INCIDENT].[HoraId].&[093623],093623,280
[DMH_INCIDENT].[HoraId].&[093624],093624,265
[DMH_INCIDENT].[HoraId].&[093625],093625,264
[DMH_INCIDENT].[HoraId].&[093626],093626,265
[DMH_INCIDENT].[HoraId].&[093627],093627,239
[DMH_INCIDENT].[HoraId].&[093628],093628,275
[DMH_INCIDENT].[HoraId].&[093629],093629,231
[DMH_INCIDENT].[HoraId].&[093630],093630,260
[DMH_INCIDENT].[HoraId].&[093631],093631,271
[DMH_INCIDENT].[HoraId].&[093632],093632,276
[DMH_INCIDENT].[HoraId].&[093633],093633,301
[DMH_INCIDENT].[HoraId].&[093634],093634,269
[DMH_INCIDENT].[HoraId].&[093635],093635,284
[DMH_INCIDENT].[HoraId].&[093636],093636,265
[DMH_INCIDENT].[HoraId].&[093637],093637,237
[DMH_INCIDENT].[HoraId].&[093638],093638,262
[DMH_INCIDENT].[HoraId].&[093639],093639,248
[DMH_INCIDENT].[HoraId].&[093640],093640,231
[DMH_INCIDENT].[HoraId].&[093641],093641,233
[DMH_INCIDENT].[HoraId].&[093642],093642,285
[DMH_INCIDENT].[HoraId].&[093643],093643,273
[DMH_INCIDENT].[HoraId].&[093644],093644,277
[DMH_INCIDENT].[HoraId].&[093645],093645,264
[DMH_INCIDENT].[HoraId].&[093646],093646,238
[DMH_INCIDENT].[HoraId].&[093647],093647,264
[DMH_INCIDENT].[HoraId].&[093648],093648,254
[DMH_INCIDENT].[HoraId].&[093649],093649,280
[DMH_INCIDENT].[HoraId].&[093650],093650,279
[DMH_INCIDENT].[HoraId].&[093651],093651,263
[DMH_INCIDENT].[HoraId].&[093652],093652,232
[DMH_INCIDENT].[HoraId].&[093653],093653,258
[DMH_INCIDENT].[HoraId].&[093654],093654,251
[DMH_INCIDENT].[HoraId].&[093655],093655,266
[DMH_INCIDENT].[HoraId].&[093656],093656,270
[DMH_INCIDENT].[HoraId].&[093657],093657,230
[DMH_INCIDENT].[HoraId].&[093658],093658,235
[DMH_INCIDENT].[HoraId].&[093659],093659,254
[DMH_INCIDENT].[HoraId].&[093700],093700,284
[DMH_INCIDENT].[HoraId].&[093701],093701,269
[DMH_INCIDENT].[HoraId].&[093702],093702,231
[DMH_INCIDENT].[HoraId].&[093703],093703,282
[DMH_INCIDENT].[HoraId].&[093704],093704,252
[DMH_INCIDENT].[HoraId].&[093705],093705,260
[DMH_INCIDENT].[HoraId].&[093706],093706,254
[DMH_INCIDENT].[HoraId].&[093707],093707,277
[DMH_INCIDENT].[HoraId].&[093708],093708,268
[DMH_INCIDENT].[HoraId].&[093709],093709,241
[DMH_INCIDENT].[HoraId].&[093710],093710,283
[DMH_INCIDENT].[HoraId].&[093711],093711,254
[DMH_INCIDENT].[HoraId].&[093712],093712,236
[DMH_INCIDENT].[HoraId].&[093713],093713,257
[DMH_INCIDENT].[HoraId].&[093714],093714,275
[DMH_INCIDENT].[HoraId].&[093715],093715,274
[DMH_INCIDENT].[HoraId].&[093716],093716,244
[DMH_INCIDENT].[HoraId].&[093717],093717,267
[DMH_INCIDENT].[HoraId].&[093718],093718,269
[DMH_INCIDENT].[HoraId].&[093719],093719,272
[DMH_INCIDENT].[HoraId].&[093720],093720,252
[DMH_INCIDENT].[HoraId].&[093721],093721,260
[DMH_INCIDENT].[HoraId].&[093722],093722,273
[DMH_INCIDENT].[HoraId].&[093723],093723,254
[DMH_INCIDENT].[HoraId].&[093724],093724,258
[DMH_INCIDENT].[HoraId].&[093725],093725,272
[DMH_INCIDENT].[HoraId].&[093726],093726,279
[DMH_INCIDENT].[HoraId].&[093727],093727,245
[DMH_INCIDENT].[HoraId].&[093728],093728,261
[DMH_INCIDENT].[HoraId].&[093729],093729,269
[DMH_INCIDENT].[HoraId].&[093730],093730,257
[DMH_INCIDENT].[HoraId].&[093731],093731,259
[DMH_INCIDENT].[HoraId].&[093732],093732,277
[DMH_INCIDENT].[HoraId].&[093733],093733,253
[DMH_INCIDENT].[HoraId].&[093734],093734,276
[DMH_INCIDENT].[HoraId].&[093735],093735,268
[DMH_INCIDENT].[HoraId].&[093736],093736,255
[DMH_INCIDENT].[HoraId].&[093737],093737,261
[DMH_INCIDENT].[HoraId].&[093738],093738,259
[DMH_INCIDENT].[HoraId].&[093739],093739,295
[DMH_INCIDENT].[HoraId].&[093740],093740,249
[DMH_INCIDENT].[HoraId].&[093741],093741,245
[DMH_INCIDENT].[HoraId].&[093742],093742,266
[DMH_INCIDENT].[HoraId].&[093743],093743,250
[DMH_INCIDENT].[HoraId].&[093744],093744,260
[DMH_INCIDENT].[HoraId].&[093745],093745,243
[DMH_INCIDENT].[HoraId].&[093746],093746,262
[DMH_INCIDENT].[HoraId].&[093747],093747,260
[DMH_INCIDENT].[HoraId].&[093748],093748,261
[DMH_INCIDENT].[HoraId].&[093749],093749,266
[DMH_INCIDENT].[HoraId].&[093750],093750,241
[DMH_INCIDENT].[HoraId].&[093751],093751,227
[DMH_INCIDENT].[HoraId].&[093752],093752,276
[DMH_INCIDENT].[HoraId].&[093753],093753,256
[DMH_INCIDENT].[HoraId].&[093754],093754,265
[DMH_INCIDENT].[HoraId].&[093755],093755,279
[DMH_INCIDENT].[HoraId].&[093756],093756,264
[DMH_INCIDENT].[HoraId].&[093757],093757,267
[DMH_INCIDENT].[HoraId].&[093758],093758,246
[DMH_INCIDENT].[HoraId].&[093759],093759,258
[DMH_INCIDENT].[HoraId].&[093800],093800,257
[DMH_INCIDENT].[HoraId].&[093801],093801,259
[DMH_INCIDENT].[HoraId].&[093802],093802,259
[DMH_INCIDENT].[HoraId].&[093803],093803,249
[DMH_INCIDENT].[HoraId].&[093804],093804,277
[DMH_INCIDENT].[HoraId].&[093805],093805,253
[DMH_INCIDENT].[HoraId].&[093806],093806,258
[DMH_INCIDENT].[HoraId].&[093807],093807,269
[DMH_INCIDENT].[HoraId].&[093808],093808,257
[DMH_INCIDENT].[HoraId].&[093809],093809,259
[DMH_INCIDENT].[HoraId].&[093810],093810,260
[DMH_INCIDENT].[HoraId].&[093811],093811,268
[DMH_INCIDENT].[HoraId].&[093812],093812,279
[DMH_INCIDENT].[HoraId].&[093813],093813,281
[DMH_INCIDENT].[HoraId].&[093814],093814,271
[DMH_INCIDENT].[HoraId].&[093815],093815,278
[DMH_INCIDENT].[HoraId].&[093816],093816,270
[DMH_INCIDENT].[HoraId].&[093817],093817,274
[DMH_INCIDENT].[HoraId].&[093818],093818,236
[DMH_INCIDENT].[HoraId].&[093819],093819,267
[DMH_INCIDENT].[HoraId].&[093820],093820,247
[DMH_INCIDENT].[HoraId].&[093821],093821,255
[DMH_INCIDENT].[HoraId].&[093822],093822,239
[DMH_INCIDENT].[HoraId].&[093823],093823,270
[DMH_INCIDENT].[HoraId].&[093824],093824,279
[DMH_INCIDENT].[HoraId].&[093825],093825,266
[DMH_INCIDENT].[HoraId].&[093826],093826,254
[DMH_INCIDENT].[HoraId].&[093827],093827,276
[DMH_INCIDENT].[HoraId].&[093828],093828,260
[DMH_INCIDENT].[HoraId].&[093829],093829,273
[DMH_INCIDENT].[HoraId].&[093830],093830,247
[DMH_INCIDENT].[HoraId].&[093831],093831,209
[DMH_INCIDENT].[HoraId].&[093832],093832,296
[DMH_INCIDENT].[HoraId].&[093833],093833,257
[DMH_INCIDENT].[HoraId].&[093834],093834,247
[DMH_INCIDENT].[HoraId].&[093835],093835,274
[DMH_INCIDENT].[HoraId].&[093836],093836,271
[DMH_INCIDENT].[HoraId].&[093837],093837,251
[DMH_INCIDENT].[HoraId].&[093838],093838,283
[DMH_INCIDENT].[HoraId].&[093839],093839,232
[DMH_INCIDENT].[HoraId].&[093840],093840,282
[DMH_INCIDENT].[HoraId].&[093841],093841,273
[DMH_INCIDENT].[HoraId].&[093842],093842,240
[DMH_INCIDENT].[HoraId].&[093843],093843,266
[DMH_INCIDENT].[HoraId].&[093844],093844,230
[DMH_INCIDENT].[HoraId].&[093845],093845,274
[DMH_INCIDENT].[HoraId].&[093846],093846,246
[DMH_INCIDENT].[HoraId].&[093847],093847,256
[DMH_INCIDENT].[HoraId].&[093848],093848,295
[DMH_INCIDENT].[HoraId].&[093849],093849,248
[DMH_INCIDENT].[HoraId].&[093850],093850,252
[DMH_INCIDENT].[HoraId].&[093851],093851,265
[DMH_INCIDENT].[HoraId].&[093852],093852,274
[DMH_INCIDENT].[HoraId].&[093853],093853,279
[DMH_INCIDENT].[HoraId].&[093854],093854,279
[DMH_INCIDENT].[HoraId].&[093855],093855,246
[DMH_INCIDENT].[HoraId].&[093856],093856,283
[DMH_INCIDENT].[HoraId].&[093857],093857,247
[DMH_INCIDENT].[HoraId].&[093858],093858,263
[DMH_INCIDENT].[HoraId].&[093859],093859,264
[DMH_INCIDENT].[HoraId].&[093900],093900,255
[DMH_INCIDENT].[HoraId].&[093901],093901,238
[DMH_INCIDENT].[HoraId].&[093902],093902,239
[DMH_INCIDENT].[HoraId].&[093903],093903,246
[DMH_INCIDENT].[HoraId].&[093904],093904,246
[DMH_INCIDENT].[HoraId].&[093905],093905,266
[DMH_INCIDENT].[HoraId].&[093906],093906,231
[DMH_INCIDENT].[HoraId].&[093907],093907,261
[DMH_INCIDENT].[HoraId].&[093908],093908,264
[DMH_INCIDENT].[HoraId].&[093909],093909,276
[DMH_INCIDENT].[HoraId].&[093910],093910,271
[DMH_INCIDENT].[HoraId].&[093911],093911,265
[DMH_INCIDENT].[HoraId].&[093912],093912,279
[DMH_INCIDENT].[HoraId].&[093913],093913,248
[DMH_INCIDENT].[HoraId].&[093914],093914,268
[DMH_INCIDENT].[HoraId].&[093915],093915,283
[DMH_INCIDENT].[HoraId].&[093916],093916,251
[DMH_INCIDENT].[HoraId].&[093917],093917,269
[DMH_INCIDENT].[HoraId].&[093918],093918,278
[DMH_INCIDENT].[HoraId].&[093919],093919,270
[DMH_INCIDENT].[HoraId].&[093920],093920,259
[DMH_INCIDENT].[HoraId].&[093921],093921,261
[DMH_INCIDENT].[HoraId].&[093922],093922,252
[DMH_INCIDENT].[HoraId].&[093923],093923,242
[DMH_INCIDENT].[HoraId].&[093924],093924,239
[DMH_INCIDENT].[HoraId].&[093925],093925,237
[DMH_INCIDENT].[HoraId].&[093926],093926,256
[DMH_INCIDENT].[HoraId].&[093927],093927,257
[DMH_INCIDENT].[HoraId].&[093928],093928,257
[DMH_INCIDENT].[HoraId].&[093929],093929,292
[DMH_INCIDENT].[HoraId].&[093930],093930,253
[DMH_INCIDENT].[HoraId].&[093931],093931,260
[DMH_INCIDENT].[HoraId].&[093932],093932,228
[DMH_INCIDENT].[HoraId].&[093933],093933,267
[DMH_INCIDENT].[HoraId].&[093934],093934,249
[DMH_INCIDENT].[HoraId].&[093935],093935,290
[DMH_INCIDENT].[HoraId].&[093936],093936,262
[DMH_INCIDENT].[HoraId].&[093937],093937,275
[DMH_INCIDENT].[HoraId].&[093938],093938,261
[DMH_INCIDENT].[HoraId].&[093939],093939,268
[DMH_INCIDENT].[HoraId].&[093940],093940,288
[DMH_INCIDENT].[HoraId].&[093941],093941,267
[DMH_INCIDENT].[HoraId].&[093942],093942,234
[DMH_INCIDENT].[HoraId].&[093943],093943,218
[DMH_INCIDENT].[HoraId].&[093944],093944,254
[DMH_INCIDENT].[HoraId].&[093945],093945,262
[DMH_INCIDENT].[HoraId].&[093946],093946,278
[DMH_INCIDENT].[HoraId].&[093947],093947,257
[DMH_INCIDENT].[HoraId].&[093948],093948,250
[DMH_INCIDENT].[HoraId].&[093949],093949,281
[DMH_INCIDENT].[HoraId].&[093950],093950,247
[DMH_INCIDENT].[HoraId].&[093951],093951,237
[DMH_INCIDENT].[HoraId].&[093952],093952,256
[DMH_INCIDENT].[HoraId].&[093953],093953,271
[DMH_INCIDENT].[HoraId].&[093954],093954,251
[DMH_INCIDENT].[HoraId].&[093955],093955,269
[DMH_INCIDENT].[HoraId].&[093956],093956,265
[DMH_INCIDENT].[HoraId].&[093957],093957,273
[DMH_INCIDENT].[HoraId].&[093958],093958,250
[DMH_INCIDENT].[HoraId].&[093959],093959,264
[DMH_INCIDENT].[HoraId].&[094000],094000,271
[DMH_INCIDENT].[HoraId].&[094001],094001,262
[DMH_INCIDENT].[HoraId].&[094002],094002,257
[DMH_INCIDENT].[HoraId].&[094003],094003,251
[DMH_INCIDENT].[HoraId].&[094004],094004,256
[DMH_INCIDENT].[HoraId].&[094005],094005,257
[DMH_INCIDENT].[HoraId].&[094006],094006,273
[DMH_INCIDENT].[HoraId].&[094007],094007,245
[DMH_INCIDENT].[HoraId].&[094008],094008,266
[DMH_INCIDENT].[HoraId].&[094009],094009,251
[DMH_INCIDENT].[HoraId].&[094010],094010,261
[DMH_INCIDENT].[HoraId].&[094011],094011,285
[DMH_INCIDENT].[HoraId].&[094012],094012,263
[DMH_INCIDENT].[HoraId].&[094013],094013,275
[DMH_INCIDENT].[HoraId].&[094014],094014,269
[DMH_INCIDENT].[HoraId].&[094015],094015,260
[DMH_INCIDENT].[HoraId].&[094016],094016,266
[DMH_INCIDENT].[HoraId].&[094017],094017,241
[DMH_INCIDENT].[HoraId].&[094018],094018,269
[DMH_INCIDENT].[HoraId].&[094019],094019,249
[DMH_INCIDENT].[HoraId].&[094020],094020,265
[DMH_INCIDENT].[HoraId].&[094021],094021,276
[DMH_INCIDENT].[HoraId].&[094022],094022,292
[DMH_INCIDENT].[HoraId].&[094023],094023,288
[DMH_INCIDENT].[HoraId].&[094024],094024,261
[DMH_INCIDENT].[HoraId].&[094025],094025,248
[DMH_INCIDENT].[HoraId].&[094026],094026,272
[DMH_INCIDENT].[HoraId].&[094027],094027,233
[DMH_INCIDENT].[HoraId].&[094028],094028,257
[DMH_INCIDENT].[HoraId].&[094029],094029,241
[DMH_INCIDENT].[HoraId].&[094030],094030,293
[DMH_INCIDENT].[HoraId].&[094031],094031,289
[DMH_INCIDENT].[HoraId].&[094032],094032,257
[DMH_INCIDENT].[HoraId].&[094033],094033,246
[DMH_INCIDENT].[HoraId].&[094034],094034,260
[DMH_INCIDENT].[HoraId].&[094035],094035,271
[DMH_INCIDENT].[HoraId].&[094036],094036,256
[DMH_INCIDENT].[HoraId].&[094037],094037,259
[DMH_INCIDENT].[HoraId].&[094038],094038,239
[DMH_INCIDENT].[HoraId].&[094039],094039,257
[DMH_INCIDENT].[HoraId].&[094040],094040,271
[DMH_INCIDENT].[HoraId].&[094041],094041,263
[DMH_INCIDENT].[HoraId].&[094042],094042,283
[DMH_INCIDENT].[HoraId].&[094043],094043,240
[DMH_INCIDENT].[HoraId].&[094044],094044,270
[DMH_INCIDENT].[HoraId].&[094045],094045,249
[DMH_INCIDENT].[HoraId].&[094046],094046,255
[DMH_INCIDENT].[HoraId].&[094047],094047,274
[DMH_INCIDENT].[HoraId].&[094048],094048,268
[DMH_INCIDENT].[HoraId].&[094049],094049,246
[DMH_INCIDENT].[HoraId].&[094050],094050,262
[DMH_INCIDENT].[HoraId].&[094051],094051,269
[DMH_INCIDENT].[HoraId].&[094052],094052,270
[DMH_INCIDENT].[HoraId].&[094053],094053,265
[DMH_INCIDENT].[HoraId].&[094054],094054,273
[DMH_INCIDENT].[HoraId].&[094055],094055,267
[DMH_INCIDENT].[HoraId].&[094056],094056,280
[DMH_INCIDENT].[HoraId].&[094057],094057,251
[DMH_INCIDENT].[HoraId].&[094058],094058,244
[DMH_INCIDENT].[HoraId].&[094059],094059,260
[DMH_INCIDENT].[HoraId].&[094100],094100,266
[DMH_INCIDENT].[HoraId].&[094101],094101,277
[DMH_INCIDENT].[HoraId].&[094102],094102,279
[DMH_INCIDENT].[HoraId].&[094103],094103,261
[DMH_INCIDENT].[HoraId].&[094104],094104,263
[DMH_INCIDENT].[HoraId].&[094105],094105,237
[DMH_INCIDENT].[HoraId].&[094106],094106,270
[DMH_INCIDENT].[HoraId].&[094107],094107,259
[DMH_INCIDENT].[HoraId].&[094108],094108,283
[DMH_INCIDENT].[HoraId].&[094109],094109,274
[DMH_INCIDENT].[HoraId].&[094110],094110,278
[DMH_INCIDENT].[HoraId].&[094111],094111,272
[DMH_INCIDENT].[HoraId].&[094112],094112,263
[DMH_INCIDENT].[HoraId].&[094113],094113,243
[DMH_INCIDENT].[HoraId].&[094114],094114,217
[DMH_INCIDENT].[HoraId].&[094115],094115,285
[DMH_INCIDENT].[HoraId].&[094116],094116,251
[DMH_INCIDENT].[HoraId].&[094117],094117,265
[DMH_INCIDENT].[HoraId].&[094118],094118,266
[DMH_INCIDENT].[HoraId].&[094119],094119,247
[DMH_INCIDENT].[HoraId].&[094120],094120,255
[DMH_INCIDENT].[HoraId].&[094121],094121,234
[DMH_INCIDENT].[HoraId].&[094122],094122,275
[DMH_INCIDENT].[HoraId].&[094123],094123,249
[DMH_INCIDENT].[HoraId].&[094124],094124,270
[DMH_INCIDENT].[HoraId].&[094125],094125,265
[DMH_INCIDENT].[HoraId].&[094126],094126,258
[DMH_INCIDENT].[HoraId].&[094127],094127,290
[DMH_INCIDENT].[HoraId].&[094128],094128,239
[DMH_INCIDENT].[HoraId].&[094129],094129,249
[DMH_INCIDENT].[HoraId].&[094130],094130,269
[DMH_INCIDENT].[HoraId].&[094131],094131,251
[DMH_INCIDENT].[HoraId].&[094132],094132,246
[DMH_INCIDENT].[HoraId].&[094133],094133,279
[DMH_INCIDENT].[HoraId].&[094134],094134,241
[DMH_INCIDENT].[HoraId].&[094135],094135,276
[DMH_INCIDENT].[HoraId].&[094136],094136,247
[DMH_INCIDENT].[HoraId].&[094137],094137,263
[DMH_INCIDENT].[HoraId].&[094138],094138,255
[DMH_INCIDENT].[HoraId].&[094139],094139,265
[DMH_INCIDENT].[HoraId].&[094140],094140,276
[DMH_INCIDENT].[HoraId].&[094141],094141,244
[DMH_INCIDENT].[HoraId].&[094142],094142,272
[DMH_INCIDENT].[HoraId].&[094143],094143,264
[DMH_INCIDENT].[HoraId].&[094144],094144,258
[DMH_INCIDENT].[HoraId].&[094145],094145,269
[DMH_INCIDENT].[HoraId].&[094146],094146,263
[DMH_INCIDENT].[HoraId].&[094147],094147,258
[DMH_INCIDENT].[HoraId].&[094148],094148,248
[DMH_INCIDENT].[HoraId].&[094149],094149,270
[DMH_INCIDENT].[HoraId].&[094150],094150,268
[DMH_INCIDENT].[HoraId].&[094151],094151,279
[DMH_INCIDENT].[HoraId].&[094152],094152,252
[DMH_INCIDENT].[HoraId].&[094153],094153,264
[DMH_INCIDENT].[HoraId].&[094154],094154,298
[DMH_INCIDENT].[HoraId].&[094155],094155,256
[DMH_INCIDENT].[HoraId].&[094156],094156,259
[DMH_INCIDENT].[HoraId].&[094157],094157,267
[DMH_INCIDENT].[HoraId].&[094158],094158,253
[DMH_INCIDENT].[HoraId].&[094159],094159,258
[DMH_INCIDENT].[HoraId].&[094200],094200,268
[DMH_INCIDENT].[HoraId].&[094201],094201,248
[DMH_INCIDENT].[HoraId].&[094202],094202,260
[DMH_INCIDENT].[HoraId].&[094203],094203,277
[DMH_INCIDENT].[HoraId].&[094204],094204,278
[DMH_INCIDENT].[HoraId].&[094205],094205,269
[DMH_INCIDENT].[HoraId].&[094206],094206,264
[DMH_INCIDENT].[HoraId].&[094207],094207,280
[DMH_INCIDENT].[HoraId].&[094208],094208,246
[DMH_INCIDENT].[HoraId].&[094209],094209,263
[DMH_INCIDENT].[HoraId].&[094210],094210,267
[DMH_INCIDENT].[HoraId].&[094211],094211,245
[DMH_INCIDENT].[HoraId].&[094212],094212,239
[DMH_INCIDENT].[HoraId].&[094213],094213,251
[DMH_INCIDENT].[HoraId].&[094214],094214,243
[DMH_INCIDENT].[HoraId].&[094215],094215,269
[DMH_INCIDENT].[HoraId].&[094216],094216,265
[DMH_INCIDENT].[HoraId].&[094217],094217,250
[DMH_INCIDENT].[HoraId].&[094218],094218,249
[DMH_INCIDENT].[HoraId].&[094219],094219,270
[DMH_INCIDENT].[HoraId].&[094220],094220,271
[DMH_INCIDENT].[HoraId].&[094221],094221,264
[DMH_INCIDENT].[HoraId].&[094222],094222,281
[DMH_INCIDENT].[HoraId].&[094223],094223,262
[DMH_INCIDENT].[HoraId].&[094224],094224,270
[DMH_INCIDENT].[HoraId].&[094225],094225,247
[DMH_INCIDENT].[HoraId].&[094226],094226,273
[DMH_INCIDENT].[HoraId].&[094227],094227,267
[DMH_INCIDENT].[HoraId].&[094228],094228,256
[DMH_INCIDENT].[HoraId].&[094229],094229,252
[DMH_INCIDENT].[HoraId].&[094230],094230,255
[DMH_INCIDENT].[HoraId].&[094231],094231,276
[DMH_INCIDENT].[HoraId].&[094232],094232,255
[DMH_INCIDENT].[HoraId].&[094233],094233,255
[DMH_INCIDENT].[HoraId].&[094234],094234,262
[DMH_INCIDENT].[HoraId].&[094235],094235,266
