[DIVADM].[COD_SUBCIR].[COD_SUBCIR].[MEMBER_UNIQUE_NAME],[DIVADM].[COD_SUBCIR].[COD_SUBCIR].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[COD_SUBCIR].&[09D10C03S01],09D10C03S01,59391
[DIVADM].[COD_SUBCIR].&[09D11C01S01],09D11C01S01,5075
[DIVADM].[COD_SUBCIR].&[09D11C02S01],09D11C02S01,7529
[DIVADM].[COD_SUBCIR].&[09D11C02S02],09D11C02S02,14427
[DIVADM].[COD_SUBCIR].&[09D11C03S01],09D11C03S01,13089
[DIVADM].[COD_SUBCIR].&[09D11C04S01],09D11C04S01,4804
[DIVADM].[COD_SUBCIR].&[09D12C01S01],09D12C01S01,3573
[DIVADM].[COD_SUBCIR].&[09D12C02S01],09D12C02S01,14033
[DIVADM].[COD_SUBCIR].&[09D12C02S02],09D12C02S02,473
[DIVADM].[COD_SUBCIR].&[09D12C03S01],09D12C03S01,21228
[DIVADM].[COD_SUBCIR].&[09D12C04S01],09D12C04S01,35035
[DIVADM].[COD_SUBCIR].&[09D12C04S02],09D12C04S02,998
[DIVADM].[COD_SUBCIR].&[09D12C05S01],09D12C05S01,8738
[DIVADM].[COD_SUBCIR].&[09D12C06S01],09D12C06S01,2455
[DIVADM].[COD_SUBCIR].&[09D12C06S02],09D12C06S02,6549
[DIVADM].[COD_SUBCIR].&[09D12C07S01],09D12C07S01,7579
[DIVADM].[COD_SUBCIR].&[09D12C08S01],09D12C08S01,14010
[DIVADM].[COD_SUBCIR].&[09D13C01S01],09D13C01S01,6251
[DIVADM].[COD_SUBCIR].&[09D13C02S01],09D13C02S01,5202
[DIVADM].[COD_SUBCIR].&[09D13C03S01],09D13C03S01,10094
[DIVADM].[COD_SUBCIR].&[09D13C04S01],09D13C04S01,21622
[DIVADM].[COD_SUBCIR].&[09D13C05S01],09D13C05S01,15773
[DIVADM].[COD_SUBCIR].&[09D13C06S01],09D13C06S01,508
[DIVADM].[COD_SUBCIR].&[09D13C06S02],09D13C06S02,8676
[DIVADM].[COD_SUBCIR].&[09D13C07S01],09D13C07S01,814
[DIVADM].[COD_SUBCIR].&[09D13C08S01],09D13C08S01,796
[DIVADM].[COD_SUBCIR].&[09D13C09S01],09D13C09S01,356
[DIVADM].[COD_SUBCIR].&[09D13C09S02],09D13C09S02,11148
[DIVADM].[COD_SUBCIR].&[09D13C10S01],09D13C10S01,233
[DIVADM].[COD_SUBCIR].&[09D14C01S01],09D14C01S01,12545
[DIVADM].[COD_SUBCIR].&[09D14C01S02],09D14C01S02,4646
[DIVADM].[COD_SUBCIR].&[09D14C02S01],09D14C02S01,1107
[DIVADM].[COD_SUBCIR].&[09D14C02S02],09D14C02S02,23186
[DIVADM].[COD_SUBCIR].&[09D14C03S01],09D14C03S01,4903
[DIVADM].[COD_SUBCIR].&[09D14C04S01],09D14C04S01,2189
[DIVADM].[COD_SUBCIR].&[09D14C05S01],09D14C05S01,17302
[DIVADM].[COD_SUBCIR].&[09D14C05S02],09D14C05S02,973
[DIVADM].[COD_SUBCIR].&[09D14C06S01],09D14C06S01,10928
[DIVADM].[COD_SUBCIR].&[09D15C01S01],09D15C01S01,1488
[DIVADM].[COD_SUBCIR].&[09D15C02S01],09D15C02S01,2654
[DIVADM].[COD_SUBCIR].&[09D15C03S01],09D15C03S01,5465
[DIVADM].[COD_SUBCIR].&[09D15C04S01],09D15C04S01,25387
[DIVADM].[COD_SUBCIR].&[09D15C05S01],09D15C05S01,19393
[DIVADM].[COD_SUBCIR].&[09D15C06S01],09D15C06S01,16463
[DIVADM].[COD_SUBCIR].&[09D16C01S01],09D16C01S01,14756
[DIVADM].[COD_SUBCIR].&[09D16C02S01],09D16C02S01,9543
[DIVADM].[COD_SUBCIR].&[09D16C02S02],09D16C02S02,10672
[DIVADM].[COD_SUBCIR].&[09D16C03S01],09D16C03S01,20018
[DIVADM].[COD_SUBCIR].&[09D16C04S01],09D16C04S01,12667
[DIVADM].[COD_SUBCIR].&[09D17C01S01],09D17C01S01,6677
[DIVADM].[COD_SUBCIR].&[09D17C01S02],09D17C01S02,5032
[DIVADM].[COD_SUBCIR].&[09D17C02S01],09D17C02S01,14975
[DIVADM].[COD_SUBCIR].&[09D17C03S01],09D17C03S01,4984
[DIVADM].[COD_SUBCIR].&[09D17C04S01],09D17C04S01,6485
[DIVADM].[COD_SUBCIR].&[09D17C05S01],09D17C05S01,11830
[DIVADM].[COD_SUBCIR].&[09D17C05S02],09D17C05S02,22097
[DIVADM].[COD_SUBCIR].&[09D17C06S01],09D17C06S01,32900
[DIVADM].[COD_SUBCIR].&[09D17C07S01],09D17C07S01,6686
[DIVADM].[COD_SUBCIR].&[09D17C07S02],09D17C07S02,4677
[DIVADM].[COD_SUBCIR].&[09D17C08S01],09D17C08S01,14359
[DIVADM].[COD_SUBCIR].&[09D17C09S01],09D17C09S01,16104
[DIVADM].[COD_SUBCIR].&[09D17C09S02],09D17C09S02,4291
[DIVADM].[COD_SUBCIR].&[09D17C10S01],09D17C10S01,9093
[DIVADM].[COD_SUBCIR].&[09D17C10S02],09D17C10S02,5906
[DIVADM].[COD_SUBCIR].&[09D17C11S01],09D17C11S01,20473
[DIVADM].[COD_SUBCIR].&[09D17C12S01],09D17C12S01,11872
[DIVADM].[COD_SUBCIR].&[09D17C12S02],09D17C12S02,18694
[DIVADM].[COD_SUBCIR].&[09D17C13S01],09D17C13S01,7682
[DIVADM].[COD_SUBCIR].&[09D17C14S01],09D17C14S01,5862
[DIVADM].[COD_SUBCIR].&[09D17C15S01],09D17C15S01,6355
[DIVADM].[COD_SUBCIR].&[09D18C01S01],09D18C01S01,3468
[DIVADM].[COD_SUBCIR].&[09D18C01S02],09D18C01S02,15092
[DIVADM].[COD_SUBCIR].&[09D18C02S01],09D18C02S01,19030
[DIVADM].[COD_SUBCIR].&[09D18C03S01],09D18C03S01,9159
[DIVADM].[COD_SUBCIR].&[09D18C04S01],09D18C04S01,2010
[DIVADM].[COD_SUBCIR].&[09D18C04S02],09D18C04S02,9259
[DIVADM].[COD_SUBCIR].&[09D19C01S01],09D19C01S01,39816
[DIVADM].[COD_SUBCIR].&[09D19C02S01],09D19C02S01,19469
[DIVADM].[COD_SUBCIR].&[09D19C02S02],09D19C02S02,72792
[DIVADM].[COD_SUBCIR].&[09D19C03S01],09D19C03S01,1649
[DIVADM].[COD_SUBCIR].&[09D19C03S02],09D19C03S02,23002
[DIVADM].[COD_SUBCIR].&[09D19C04S01],09D19C04S01,6811
[DIVADM].[COD_SUBCIR].&[09D19C04S02],09D19C04S02,7648
[DIVADM].[COD_SUBCIR].&[09D19C05S01],09D19C05S01,4573
[DIVADM].[COD_SUBCIR].&[09D19C06S01],09D19C06S01,11412
[DIVADM].[COD_SUBCIR].&[09D19C07S01],09D19C07S01,12209
[DIVADM].[COD_SUBCIR].&[09D19C08S01],09D19C08S01,7239
[DIVADM].[COD_SUBCIR].&[09D19C09S01],09D19C09S01,1861
[DIVADM].[COD_SUBCIR].&[09D19C10S01],09D19C10S01,11591
[DIVADM].[COD_SUBCIR].&[09D19C10S02],09D19C10S02,18188
[DIVADM].[COD_SUBCIR].&[09D20C01S01],09D20C01S01,7384
[DIVADM].[COD_SUBCIR].&[09D20C02S01],09D20C02S01,7934
[DIVADM].[COD_SUBCIR].&[09D20C02S02],09D20C02S02,3431
[DIVADM].[COD_SUBCIR].&[09D20C03S01],09D20C03S01,2684
[DIVADM].[COD_SUBCIR].&[09D20C04S01],09D20C04S01,1284
[DIVADM].[COD_SUBCIR].&[09D20C05S01],09D20C05S01,2838
[DIVADM].[COD_SUBCIR].&[09D21C01S01],09D21C01S01,17448
[DIVADM].[COD_SUBCIR].&[09D21C02S01],09D21C02S01,16602
[DIVADM].[COD_SUBCIR].&[09D21C03S01],09D21C03S01,6339
[DIVADM].[COD_SUBCIR].&[09D21C04S01],09D21C04S01,30306
[DIVADM].[COD_SUBCIR].&[09D21C05S01],09D21C05S01,7128
[DIVADM].[COD_SUBCIR].&[09D22C01S01],09D22C01S01,33153
[DIVADM].[COD_SUBCIR].&[09D22C01S02],09D22C01S02,9403
[DIVADM].[COD_SUBCIR].&[09D22C02S01],09D22C02S01,2853
[DIVADM].[COD_SUBCIR].&[09D22C02S02],09D22C02S02,22639
[DIVADM].[COD_SUBCIR].&[09D22C03S01],09D22C03S01,2785
[DIVADM].[COD_SUBCIR].&[09D23C01S01],09D23C01S01,39046
[DIVADM].[COD_SUBCIR].&[09D23C01S02],09D23C01S02,14932
[DIVADM].[COD_SUBCIR].&[09D23C01S03],09D23C01S03,17405
[DIVADM].[COD_SUBCIR].&[09D23C01S04],09D23C01S04,8293
[DIVADM].[COD_SUBCIR].&[09D23C01S05],09D23C01S05,17352
[DIVADM].[COD_SUBCIR].&[09D23C02S01],09D23C02S01,19785
[DIVADM].[COD_SUBCIR].&[09D24C01S01],09D24C01S01,8833
[DIVADM].[COD_SUBCIR].&[09D24C01S02],09D24C01S02,7155
[DIVADM].[COD_SUBCIR].&[09D24C01S03],09D24C01S03,12962
[DIVADM].[COD_SUBCIR].&[09D24C01S04],09D24C01S04,208
[DIVADM].[COD_SUBCIR].&[09D24C02S01],09D24C02S01,5872
[DIVADM].[COD_SUBCIR].&[09D24C02S02],09D24C02S02,16372
[DIVADM].[COD_SUBCIR].&[09D24C02S03],09D24C02S03,32216
[DIVADM].[COD_SUBCIR].&[09D24C02S04],09D24C02S04,15887
[DIVADM].[COD_SUBCIR].&[09D24C03S01],09D24C03S01,30569
[DIVADM].[COD_SUBCIR].&[09D24C03S02],09D24C03S02,23162
[DIVADM].[COD_SUBCIR].&[09D24C04S01],09D24C04S01,14236
[DIVADM].[COD_SUBCIR].&[09D24C05S01],09D24C05S01,11299
[DIVADM].[COD_SUBCIR].&[09D24C05S02],09D24C05S02,14332
[DIVADM].[COD_SUBCIR].&[09D24C05S03],09D24C05S03,11758
[DIVADM].[COD_SUBCIR].&[09D24C05S04],09D24C05S04,11962
[DIVADM].[COD_SUBCIR].&[09D24C05S05],09D24C05S05,17031
[DIVADM].[COD_SUBCIR].&[09D24C05S06],09D24C05S06,12486
[DIVADM].[COD_SUBCIR].&[09D24C05S07],09D24C05S07,3982
[DIVADM].[COD_SUBCIR].&[09D24C05S08],09D24C05S08,13726
[DIVADM].[COD_SUBCIR].&[09D24C06S01],09D24C06S01,11271
[DIVADM].[COD_SUBCIR].&[09D24C06S02],09D24C06S02,3508
[DIVADM].[COD_SUBCIR].&[09D24C06S03],09D24C06S03,11463
[DIVADM].[COD_SUBCIR].&[09D24C06S04],09D24C06S04,20831
[DIVADM].[COD_SUBCIR].&[09D24C07S01],09D24C07S01,7191
[DIVADM].[COD_SUBCIR].&[09D24C07S02],09D24C07S02,9369
[DIVADM].[COD_SUBCIR].&[09D24C07S03],09D24C07S03,10517
[DIVADM].[COD_SUBCIR].&[09D24C08S01],09D24C08S01,23943
[DIVADM].[COD_SUBCIR].&[09D24C08S02],09D24C08S02,15107
[DIVADM].[COD_SUBCIR].&[10D01C01S01],10D01C01S01,16322
[DIVADM].[COD_SUBCIR].&[10D01C01S02],10D01C01S02,15018
[DIVADM].[COD_SUBCIR].&[10D01C02S01],10D01C02S01,9118
[DIVADM].[COD_SUBCIR].&[10D01C02S02],10D01C02S02,24098
[DIVADM].[COD_SUBCIR].&[10D01C03S01],10D01C03S01,24411
[DIVADM].[COD_SUBCIR].&[10D01C04S01],10D01C04S01,14291
[DIVADM].[COD_SUBCIR].&[10D01C04S02],10D01C04S02,12163
[DIVADM].[COD_SUBCIR].&[10D01C05S01],10D01C05S01,35972
[DIVADM].[COD_SUBCIR].&[10D01C06S01],10D01C06S01,14811
[DIVADM].[COD_SUBCIR].&[10D01C06S02],10D01C06S02,39031
[DIVADM].[COD_SUBCIR].&[10D01C07S01],10D01C07S01,45054
[DIVADM].[COD_SUBCIR].&[10D01C07S02],10D01C07S02,31562
[DIVADM].[COD_SUBCIR].&[10D01C08S01],10D01C08S01,16683
[DIVADM].[COD_SUBCIR].&[10D01C08S02],10D01C08S02,27826
[DIVADM].[COD_SUBCIR].&[10D01C09S01],10D01C09S01,32553
[DIVADM].[COD_SUBCIR].&[10D01C10S01],10D01C10S01,21236
[DIVADM].[COD_SUBCIR].&[10D01C10S02],10D01C10S02,39901
[DIVADM].[COD_SUBCIR].&[10D01C11S01],10D01C11S01,33038
[DIVADM].[COD_SUBCIR].&[10D01C12S01],10D01C12S01,15567
[DIVADM].[COD_SUBCIR].&[10D01C12S02],10D01C12S02,6806
[DIVADM].[COD_SUBCIR].&[10D01C13S01],10D01C13S01,25896
[DIVADM].[COD_SUBCIR].&[10D01C13S02],10D01C13S02,5912
[DIVADM].[COD_SUBCIR].&[10D01C14S01],10D01C14S01,7138
[DIVADM].[COD_SUBCIR].&[10D01C14S02],10D01C14S02,5295
[DIVADM].[COD_SUBCIR].&[10D01C15S01],10D01C15S01,2953
[DIVADM].[COD_SUBCIR].&[10D01C16S01],10D01C16S01,4800
[DIVADM].[COD_SUBCIR].&[10D01C17S01],10D01C17S01,4252
[DIVADM].[COD_SUBCIR].&[10D01C18S01],10D01C18S01,9791
[DIVADM].[COD_SUBCIR].&[10D01C18S02],10D01C18S02,450
[DIVADM].[COD_SUBCIR].&[10D01C19S01],10D01C19S01,16934
[DIVADM].[COD_SUBCIR].&[10D01C20S01],10D01C20S01,3246
[DIVADM].[COD_SUBCIR].&[10D01C20S02],10D01C20S02,11465
[DIVADM].[COD_SUBCIR].&[10D01C21S01],10D01C21S01,1975
[DIVADM].[COD_SUBCIR].&[10D01C22S01],10D01C22S01,478
[DIVADM].[COD_SUBCIR].&[10D02C01S01],10D02C01S01,18987
[DIVADM].[COD_SUBCIR].&[10D02C02S01],10D02C02S01,22270
[DIVADM].[COD_SUBCIR].&[10D02C03S01],10D02C03S01,8830
[DIVADM].[COD_SUBCIR].&[10D02C04S01],10D02C04S01,2457
[DIVADM].[COD_SUBCIR].&[10D02C04S02],10D02C04S02,11713
[DIVADM].[COD_SUBCIR].&[10D02C05S01],10D02C05S01,1829
[DIVADM].[COD_SUBCIR].&[10D02C06S01],10D02C06S01,21017
[DIVADM].[COD_SUBCIR].&[10D02C06S02],10D02C06S02,37450
[DIVADM].[COD_SUBCIR].&[10D02C07S01],10D02C07S01,4957
[DIVADM].[COD_SUBCIR].&[10D02C08S01],10D02C08S01,30081
[DIVADM].[COD_SUBCIR].&[10D02C09S01],10D02C09S01,2497
[DIVADM].[COD_SUBCIR].&[10D02C10S01],10D02C10S01,7879
[DIVADM].[COD_SUBCIR].&[10D02C10S02],10D02C10S02,2708
[DIVADM].[COD_SUBCIR].&[10D02C11S01],10D02C11S01,6440
[DIVADM].[COD_SUBCIR].&[10D02C12S01],10D02C12S01,10031
[DIVADM].[COD_SUBCIR].&[10D02C13S01],10D02C13S01,4084
[DIVADM].[COD_SUBCIR].&[10D02C14S01],10D02C14S01,78
[DIVADM].[COD_SUBCIR].&[10D02C15S01],10D02C15S01,4589
[DIVADM].[COD_SUBCIR].&[10D02C16S01],10D02C16S01,238
[DIVADM].[COD_SUBCIR].&[10D03C01S01],10D03C01S01,14463
[DIVADM].[COD_SUBCIR].&[10D03C01S02],10D03C01S02,7629
[DIVADM].[COD_SUBCIR].&[10D03C02S01],10D03C02S01,5203
[DIVADM].[COD_SUBCIR].&[10D03C03S01],10D03C03S01,705
[DIVADM].[COD_SUBCIR].&[10D03C04S01],10D03C04S01,1451
[DIVADM].[COD_SUBCIR].&[10D03C05S01],10D03C05S01,2597
[DIVADM].[COD_SUBCIR].&[10D03C06S01],10D03C06S01,1074
[DIVADM].[COD_SUBCIR].&[11D01C01S01],11D01C01S01,9866
[DIVADM].[COD_SUBCIR].&[11D01C02S01],11D01C02S01,1276
[DIVADM].[COD_SUBCIR].&[11D01C03S01],11D01C03S01,11057
[DIVADM].[COD_SUBCIR].&[11D01C04S01],11D01C04S01,2523
[DIVADM].[COD_SUBCIR].&[11D01C04S02],11D01C04S02,2036
[DIVADM].[COD_SUBCIR].&[11D01C05S01],11D01C05S01,21760
[DIVADM].[COD_SUBCIR].&[11D01C06S01],11D01C06S01,17692
[DIVADM].[COD_SUBCIR].&[11D01C06S02],11D01C06S02,14360
[DIVADM].[COD_SUBCIR].&[11D01C07S01],11D01C07S01,2466
[DIVADM].[COD_SUBCIR].&[11D01C08S01],11D01C08S01,38907
[DIVADM].[COD_SUBCIR].&[11D01C09S01],11D01C09S01,31913
[DIVADM].[COD_SUBCIR].&[11D01C10S01],11D01C10S01,20880
[DIVADM].[COD_SUBCIR].&[11D01C11S01],11D01C11S01,29052
[DIVADM].[COD_SUBCIR].&[11D01C12S01],11D01C12S01,9052
[DIVADM].[COD_SUBCIR].&[11D01C12S02],11D01C12S02,18900
[DIVADM].[COD_SUBCIR].&[11D01C13S01],11D01C13S01,47694
[DIVADM].[COD_SUBCIR].&[11D01C14S01],11D01C14S01,35739
[DIVADM].[COD_SUBCIR].&[11D01C15S01],11D01C15S01,27063
[DIVADM].[COD_SUBCIR].&[11D01C16S01],11D01C16S01,8669
[DIVADM].[COD_SUBCIR].&[11D01C16S02],11D01C16S02,17083
[DIVADM].[COD_SUBCIR].&[11D01C17S01],11D01C17S01,14565
[DIVADM].[COD_SUBCIR].&[11D01C17S02],11D01C17S02,15219
[DIVADM].[COD_SUBCIR].&[11D01C18S01],11D01C18S01,19134
[DIVADM].[COD_SUBCIR].&[11D01C19S01],11D01C19S01,28155
[DIVADM].[COD_SUBCIR].&[11D01C20S01],11D01C20S01,2869
[DIVADM].[COD_SUBCIR].&[11D01C21S01],11D01C21S01,2439
[DIVADM].[COD_SUBCIR].&[11D01C21S02],11D01C21S02,1211
[DIVADM].[COD_SUBCIR].&[11D01C22S01],11D01C22S01,326
[DIVADM].[COD_SUBCIR].&[11D02C01S01],11D02C01S01,3599
[DIVADM].[COD_SUBCIR].&[11D02C02S01],11D02C02S01,19067
[DIVADM].[COD_SUBCIR].&[11D02C02S02],11D02C02S02,4715
[DIVADM].[COD_SUBCIR].&[11D02C03S01],11D02C03S01,22073
[DIVADM].[COD_SUBCIR].&[11D02C04S01],11D02C04S01,710
[DIVADM].[COD_SUBCIR].&[11D02C05S01],11D02C05S01,3069
[DIVADM].[COD_SUBCIR].&[11D02C06S01],11D02C06S01,2944
[DIVADM].[COD_SUBCIR].&[11D02C07S01],11D02C07S01,956
[DIVADM].[COD_SUBCIR].&[11D02C08S01],11D02C08S01,2092
[DIVADM].[COD_SUBCIR].&[11D02C09S01],11D02C09S01,220
[DIVADM].[COD_SUBCIR].&[11D03C01S01],11D03C01S01,9223
[DIVADM].[COD_SUBCIR].&[11D03C02S01],11D03C02S01,1186
[DIVADM].[COD_SUBCIR].&[11D03C03S01],11D03C03S01,1156
[DIVADM].[COD_SUBCIR].&[11D03C04S01],11D03C04S01,661
[DIVADM].[COD_SUBCIR].&[11D03C05S01],11D03C05S01,354
[DIVADM].[COD_SUBCIR].&[11D04C01S01],11D04C01S01,1673
[DIVADM].[COD_SUBCIR].&[11D04C01S02],11D04C01S02,1069
[DIVADM].[COD_SUBCIR].&[11D04C02S01],11D04C02S01,9647
[DIVADM].[COD_SUBCIR].&[11D04C03S01],11D04C03S01,627
[DIVADM].[COD_SUBCIR].&[11D04C03S02],11D04C03S02,929
[DIVADM].[COD_SUBCIR].&[11D04C04S01],11D04C04S01,9489
[DIVADM].[COD_SUBCIR].&[11D04C05S01],11D04C05S01,412
[DIVADM].[COD_SUBCIR].&[11D04C06S01],11D04C06S01,809
[DIVADM].[COD_SUBCIR].&[11D04C07S01],11D04C07S01,4489
[DIVADM].[COD_SUBCIR].&[11D05C01S01],11D05C01S01,1406
[DIVADM].[COD_SUBCIR].&[11D05C02S01],11D05C02S01,1597
[DIVADM].[COD_SUBCIR].&[11D05C03S01],11D05C03S01,4838
[DIVADM].[COD_SUBCIR].&[11D06C01S01],11D06C01S01,1170
[DIVADM].[COD_SUBCIR].&[11D06C02S01],11D06C02S01,9143
[DIVADM].[COD_SUBCIR].&[11D06C03S01],11D06C03S01,11038
[DIVADM].[COD_SUBCIR].&[11D06C04S01],11D06C04S01,374
[DIVADM].[COD_SUBCIR].&[11D06C05S01],11D06C05S01,889
[DIVADM].[COD_SUBCIR].&[11D06C06S01],11D06C06S01,1884
[DIVADM].[COD_SUBCIR].&[11D06C07S01],11D06C07S01,3256
[DIVADM].[COD_SUBCIR].&[11D06C08S01],11D06C08S01,1981
[DIVADM].[COD_SUBCIR].&[11D06C08S02],11D06C08S02,606
[DIVADM].[COD_SUBCIR].&[11D06C09S01],11D06C09S01,4761
[DIVADM].[COD_SUBCIR].&[11D07C01S01],11D07C01S01,4315
[DIVADM].[COD_SUBCIR].&[11D07C01S02],11D07C01S02,13127
[DIVADM].[COD_SUBCIR].&[11D07C02S01],11D07C02S01,1134
[DIVADM].[COD_SUBCIR].&[11D07C03S01],11D07C03S01,462
[DIVADM].[COD_SUBCIR].&[11D07C04S01],11D07C04S01,1538
[DIVADM].[COD_SUBCIR].&[11D07C05S01],11D07C05S01,266
[DIVADM].[COD_SUBCIR].&[11D08C01S01],11D08C01S01,2200
[DIVADM].[COD_SUBCIR].&[11D08C02S01],11D08C02S01,9601
[DIVADM].[COD_SUBCIR].&[11D08C03S01],11D08C03S01,1084
[DIVADM].[COD_SUBCIR].&[11D08C04S01],11D08C04S01,901
[DIVADM].[COD_SUBCIR].&[11D08C05S01],11D08C05S01,266
[DIVADM].[COD_SUBCIR].&[11D08C06S01],11D08C06S01,1154
[DIVADM].[COD_SUBCIR].&[11D09C01S01],11D09C01S01,6744
[DIVADM].[COD_SUBCIR].&[11D09C02S01],11D09C02S01,596
[DIVADM].[COD_SUBCIR].&[11D09C03S01],11D09C03S01,155
[DIVADM].[COD_SUBCIR].&[11D09C04S01],11D09C04S01,665
[DIVADM].[COD_SUBCIR].&[11D09C05S01],11D09C05S01,136
[DIVADM].[COD_SUBCIR].&[11D09C06S01],11D09C06S01,99
[DIVADM].[COD_SUBCIR].&[12D01C01S01],12D01C01S01,6149
[DIVADM].[COD_SUBCIR].&[12D01C02S01],12D01C02S01,4333
[DIVADM].[COD_SUBCIR].&[12D01C03S01],12D01C03S01,13392
[DIVADM].[COD_SUBCIR].&[12D01C04S01],12D01C04S01,12346
[DIVADM].[COD_SUBCIR].&[12D01C05S01],12D01C05S01,50499
[DIVADM].[COD_SUBCIR].&[12D01C05S02],12D01C05S02,44109
[DIVADM].[COD_SUBCIR].&[12D01C06S01],12D01C06S01,32784
[DIVADM].[COD_SUBCIR].&[12D01C07S01],12D01C07S01,16547
[DIVADM].[COD_SUBCIR].&[12D01C07S02],12D01C07S02,14308
[DIVADM].[COD_SUBCIR].&[12D01C08S01],12D01C08S01,12249
[DIVADM].[COD_SUBCIR].&[12D01C08S02],12D01C08S02,34123
[DIVADM].[COD_SUBCIR].&[12D01C09S01],12D01C09S01,12489
[DIVADM].[COD_SUBCIR].&[12D01C10S01],12D01C10S01,5301
[DIVADM].[COD_SUBCIR].&[12D01C11S01],12D01C11S01,7841
[DIVADM].[COD_SUBCIR].&[12D01C11S02],12D01C11S02,5913
[DIVADM].[COD_SUBCIR].&[12D01C12S01],12D01C12S01,489
[DIVADM].[COD_SUBCIR].&[12D01C12S02],12D01C12S02,2062
[DIVADM].[COD_SUBCIR].&[12D01C12S03],12D01C12S03,4979
[DIVADM].[COD_SUBCIR].&[12D01C12S04],12D01C12S04,7820
[DIVADM].[COD_SUBCIR].&[12D01C13S01],12D01C13S01,5820
[DIVADM].[COD_SUBCIR].&[12D01C14S01],12D01C14S01,2451
[DIVADM].[COD_SUBCIR].&[12D01C15S01],12D01C15S01,12877
[DIVADM].[COD_SUBCIR].&[12D01C16S01],12D01C16S01,6228
[DIVADM].[COD_SUBCIR].&[12D01C17S01],12D01C17S01,316
[DIVADM].[COD_SUBCIR].&[12D01C17S02],12D01C17S02,2658
[DIVADM].[COD_SUBCIR].&[12D01C18S01],12D01C18S01,27013
[DIVADM].[COD_SUBCIR].&[12D01C19S01],12D01C19S01,6471
[DIVADM].[COD_SUBCIR].&[12D01C19S02],12D01C19S02,2749
[DIVADM].[COD_SUBCIR].&[12D02C01S01],12D02C01S01,25046
[DIVADM].[COD_SUBCIR].&[12D02C02S01],12D02C02S01,14023
[DIVADM].[COD_SUBCIR].&[12D02C02S02],12D02C02S02,6242
[DIVADM].[COD_SUBCIR].&[12D02C03S01],12D02C03S01,2045
[DIVADM].[COD_SUBCIR].&[12D02C04S01],12D02C04S01,2633
[DIVADM].[COD_SUBCIR].&[12D02C05S01],12D02C05S01,16004
[DIVADM].[COD_SUBCIR].&[12D02C06S01],12D02C06S01,9387
[DIVADM].[COD_SUBCIR].&[12D03C01S01],12D03C01S01,11378
[DIVADM].[COD_SUBCIR].&[12D03C02S01],12D03C02S01,6840
[DIVADM].[COD_SUBCIR].&[12D03C02S02],12D03C02S02,16363
[DIVADM].[COD_SUBCIR].&[12D03C03S01],12D03C03S01,15440
[DIVADM].[COD_SUBCIR].&[12D03C04S01],12D03C04S01,16604
[DIVADM].[COD_SUBCIR].&[12D03C04S02],12D03C04S02,3016
[DIVADM].[COD_SUBCIR].&[12D03C05S01],12D03C05S01,26434
[DIVADM].[COD_SUBCIR].&[12D03C05S02],12D03C05S02,10998
[DIVADM].[COD_SUBCIR].&[12D03C05S03],12D03C05S03,26315
[DIVADM].[COD_SUBCIR].&[12D03C06S01],12D03C06S01,9728
[DIVADM].[COD_SUBCIR].&[12D03C06S02],12D03C06S02,42966
[DIVADM].[COD_SUBCIR].&[12D03C06S03],12D03C06S03,1543
[DIVADM].[COD_SUBCIR].&[12D03C07S01],12D03C07S01,41349
[DIVADM].[COD_SUBCIR].&[12D03C07S02],12D03C07S02,46194
[DIVADM].[COD_SUBCIR].&[12D03C07S03],12D03C07S03,6258
[DIVADM].[COD_SUBCIR].&[12D03C08S01],12D03C08S01,6374
[DIVADM].[COD_SUBCIR].&[12D03C09S01],12D03C09S01,17438
[DIVADM].[COD_SUBCIR].&[12D03C10S01],12D03C10S01,1306
[DIVADM].[COD_SUBCIR].&[12D03C11S01],12D03C11S01,5083
[DIVADM].[COD_SUBCIR].&[12D03C11S02],12D03C11S02,22082
[DIVADM].[COD_SUBCIR].&[12D03C12S01],12D03C12S01,1983
[DIVADM].[COD_SUBCIR].&[12D04C01S01],12D04C01S01,3301
[DIVADM].[COD_SUBCIR].&[12D04C02S01],12D04C02S01,11748
[DIVADM].[COD_SUBCIR].&[12D04C03S01],12D04C03S01,5322
[DIVADM].[COD_SUBCIR].&[12D04C04S01],12D04C04S01,22764
[DIVADM].[COD_SUBCIR].&[12D04C05S01],12D04C05S01,34747
[DIVADM].[COD_SUBCIR].&[12D04C06S01],12D04C06S01,21594
[DIVADM].[COD_SUBCIR].&[12D04C07S01],12D04C07S01,14313
[DIVADM].[COD_SUBCIR].&[12D05C01S01],12D05C01S01,3688
[DIVADM].[COD_SUBCIR].&[12D05C02S01],12D05C02S01,764
[DIVADM].[COD_SUBCIR].&[12D05C03S01],12D05C03S01,1216
[DIVADM].[COD_SUBCIR].&[12D05C04S01],12D05C04S01,658
[DIVADM].[COD_SUBCIR].&[12D05C05S01],12D05C05S01,1120
[DIVADM].[COD_SUBCIR].&[12D05C06S01],12D05C06S01,14101
[DIVADM].[COD_SUBCIR].&[12D05C07S01],12D05C07S01,7295
[DIVADM].[COD_SUBCIR].&[12D05C08S01],12D05C08S01,11736
[DIVADM].[COD_SUBCIR].&[12D05C09S01],12D05C09S01,22057
[DIVADM].[COD_SUBCIR].&[12D05C10S01],12D05C10S01,1276
[DIVADM].[COD_SUBCIR].&[12D05C11S01],12D05C11S01,7731
