[DIVADM].[OBJECTID].[OBJECTID].[MEMBER_UNIQUE_NAME],[DIVADM].[OBJECTID].[OBJECTID].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[OBJECTID].&[2.5557E4],25557,55017
[DIVADM].[OBJECTID].&[2.5558E4],25558,9976
[DIVADM].[OBJECTID].&[2.5559E4],25559,28512
[DIVADM].[OBJECTID].&[2.556E4],25560,19148
[DIVADM].[OBJECTID].&[2.5561E4],25561,68262
[DIVADM].[OBJECTID].&[2.5562E4],25562,43060
[DIVADM].[OBJECTID].&[2.5563E4],25563,22702
[DIVADM].[OBJECTID].&[2.5564E4],25564,3018
[DIVADM].[OBJECTID].&[2.5565E4],25565,18918
[DIVADM].[OBJECTID].&[2.5566E4],25566,16853
[DIVADM].[OBJECTID].&[2.5567E4],25567,78908
[DIVADM].[OBJECTID].&[2.5568E4],25568,16691
[DIVADM].[OBJECTID].&[2.5569E4],25569,5387
[DIVADM].[OBJECTID].&[2.557E4],25570,16215
[DIVADM].[OBJECTID].&[2.5571E4],25571,763
[DIVADM].[OBJECTID].&[2.5572E4],25572,7471
[DIVADM].[OBJECTID].&[2.5573E4],25573,11340
[DIVADM].[OBJECTID].&[2.5574E4],25574,33703
[DIVADM].[OBJECTID].&[2.5575E4],25575,6664
[DIVADM].[OBJECTID].&[2.5576E4],25576,75183
[DIVADM].[OBJECTID].&[2.5577E4],25577,15123
[DIVADM].[OBJECTID].&[2.5578E4],25578,27296
[DIVADM].[OBJECTID].&[2.5579E4],25579,6010
[DIVADM].[OBJECTID].&[2.558E4],25580,13666
[DIVADM].[OBJECTID].&[2.5581E4],25581,12656
[DIVADM].[OBJECTID].&[2.5582E4],25582,14426
[DIVADM].[OBJECTID].&[2.5583E4],25583,25857
[DIVADM].[OBJECTID].&[2.5584E4],25584,32726
[DIVADM].[OBJECTID].&[2.5585E4],25585,27407
[DIVADM].[OBJECTID].&[2.5586E4],25586,5440
[DIVADM].[OBJECTID].&[2.5587E4],25587,17739
[DIVADM].[OBJECTID].&[2.5588E4],25588,11935
[DIVADM].[OBJECTID].&[2.5589E4],25589,23397
[DIVADM].[OBJECTID].&[2.559E4],25590,9970
[DIVADM].[OBJECTID].&[2.5591E4],25591,10036
[DIVADM].[OBJECTID].&[2.5592E4],25592,17704
[DIVADM].[OBJECTID].&[2.5593E4],25593,22769
[DIVADM].[OBJECTID].&[2.5594E4],25594,18299
[DIVADM].[OBJECTID].&[2.5595E4],25595,12488
[DIVADM].[OBJECTID].&[2.5596E4],25596,23949
[DIVADM].[OBJECTID].&[2.5597E4],25597,42492
[DIVADM].[OBJECTID].&[2.5598E4],25598,26560
[DIVADM].[OBJECTID].&[2.5599E4],25599,12932
[DIVADM].[OBJECTID].&[2.56E4],25600,14379
[DIVADM].[OBJECTID].&[2.5601E4],25601,21997
[DIVADM].[OBJECTID].&[2.5602E4],25602,8380
[DIVADM].[OBJECTID].&[2.5603E4],25603,11369
[DIVADM].[OBJECTID].&[2.5604E4],25604,12488
[DIVADM].[OBJECTID].&[2.5605E4],25605,17359
[DIVADM].[OBJECTID].&[2.5606E4],25606,9580
[DIVADM].[OBJECTID].&[2.5607E4],25607,16226
[DIVADM].[OBJECTID].&[2.5608E4],25608,8529
[DIVADM].[OBJECTID].&[2.5609E4],25609,9387
[DIVADM].[OBJECTID].&[2.561E4],25610,18071
[DIVADM].[OBJECTID].&[2.5611E4],25611,27570
[DIVADM].[OBJECTID].&[2.5612E4],25612,31576
[DIVADM].[OBJECTID].&[2.5613E4],25613,24517
[DIVADM].[OBJECTID].&[2.5614E4],25614,16090
[DIVADM].[OBJECTID].&[2.5615E4],25615,12415
[DIVADM].[OBJECTID].&[2.5616E4],25616,8498
[DIVADM].[OBJECTID].&[2.5617E4],25617,22324
[DIVADM].[OBJECTID].&[2.5618E4],25618,11930
[DIVADM].[OBJECTID].&[2.5619E4],25619,17531
[DIVADM].[OBJECTID].&[2.562E4],25620,20357
[DIVADM].[OBJECTID].&[2.5621E4],25621,6671
[DIVADM].[OBJECTID].&[2.5622E4],25622,47150
[DIVADM].[OBJECTID].&[2.5623E4],25623,35330
[DIVADM].[OBJECTID].&[2.5624E4],25624,38594
[DIVADM].[OBJECTID].&[2.5625E4],25625,31438
[DIVADM].[OBJECTID].&[2.5626E4],25626,23344
[DIVADM].[OBJECTID].&[2.5627E4],25627,28869
[DIVADM].[OBJECTID].&[2.5628E4],25628,22120
[DIVADM].[OBJECTID].&[2.5629E4],25629,26232
[DIVADM].[OBJECTID].&[2.563E4],25630,23920
[DIVADM].[OBJECTID].&[2.5631E4],25631,33388
[DIVADM].[OBJECTID].&[2.5632E4],25632,29895
[DIVADM].[OBJECTID].&[2.5633E4],25633,17762
[DIVADM].[OBJECTID].&[2.5634E4],25634,13457
[DIVADM].[OBJECTID].&[2.5635E4],25635,25941
[DIVADM].[OBJECTID].&[2.5636E4],25636,17958
[DIVADM].[OBJECTID].&[2.5637E4],25637,40136
[DIVADM].[OBJECTID].&[2.5638E4],25638,29022
[DIVADM].[OBJECTID].&[2.5639E4],25639,26338
[DIVADM].[OBJECTID].&[2.564E4],25640,59195
[DIVADM].[OBJECTID].&[2.5641E4],25641,21760
[DIVADM].[OBJECTID].&[2.5642E4],25642,33121
[DIVADM].[OBJECTID].&[2.5643E4],25643,17552
[DIVADM].[OBJECTID].&[2.5644E4],25644,18825
[DIVADM].[OBJECTID].&[2.5645E4],25645,19174
[DIVADM].[OBJECTID].&[2.5646E4],25646,23913
[DIVADM].[OBJECTID].&[2.5647E4],25647,17510
[DIVADM].[OBJECTID].&[2.5648E4],25648,25570
[DIVADM].[OBJECTID].&[2.5649E4],25649,5750
[DIVADM].[OBJECTID].&[2.565E4],25650,21033
[DIVADM].[OBJECTID].&[2.5651E4],25651,14942
[DIVADM].[OBJECTID].&[2.5652E4],25652,14912
[DIVADM].[OBJECTID].&[2.5653E4],25653,32340
[DIVADM].[OBJECTID].&[2.5654E4],25654,13436
[DIVADM].[OBJECTID].&[2.5655E4],25655,24271
[DIVADM].[OBJECTID].&[2.5656E4],25656,26698
[DIVADM].[OBJECTID].&[2.5657E4],25657,22720
[DIVADM].[OBJECTID].&[2.5658E4],25658,10729
[DIVADM].[OBJECTID].&[2.5659E4],25659,7098
[DIVADM].[OBJECTID].&[2.566E4],25660,11330
[DIVADM].[OBJECTID].&[2.5661E4],25661,7618
[DIVADM].[OBJECTID].&[2.5662E4],25662,9499
[DIVADM].[OBJECTID].&[2.5663E4],25663,13226
[DIVADM].[OBJECTID].&[2.5664E4],25664,15416
[DIVADM].[OBJECTID].&[2.5665E4],25665,9797
[DIVADM].[OBJECTID].&[2.5666E4],25666,17607
[DIVADM].[OBJECTID].&[2.5667E4],25667,15561
[DIVADM].[OBJECTID].&[2.5668E4],25668,9878
[DIVADM].[OBJECTID].&[2.5669E4],25669,10857
[DIVADM].[OBJECTID].&[2.567E4],25670,4269
[DIVADM].[OBJECTID].&[2.5671E4],25671,7060
[DIVADM].[OBJECTID].&[2.5672E4],25672,10976
[DIVADM].[OBJECTID].&[2.5673E4],25673,34530
[DIVADM].[OBJECTID].&[2.5674E4],25674,21106
[DIVADM].[OBJECTID].&[2.5675E4],25675,11888
[DIVADM].[OBJECTID].&[2.5676E4],25676,19745
[DIVADM].[OBJECTID].&[2.5677E4],25677,7025
[DIVADM].[OBJECTID].&[2.5678E4],25678,7423
[DIVADM].[OBJECTID].&[2.5679E4],25679,7152
[DIVADM].[OBJECTID].&[2.568E4],25680,4850
[DIVADM].[OBJECTID].&[2.5681E4],25681,21257
[DIVADM].[OBJECTID].&[2.5682E4],25682,7538
[DIVADM].[OBJECTID].&[2.5683E4],25683,5828
[DIVADM].[OBJECTID].&[2.5684E4],25684,14681
[DIVADM].[OBJECTID].&[2.5686E4],25686,18274
[DIVADM].[OBJECTID].&[2.5687E4],25687,6831
[DIVADM].[OBJECTID].&[2.5688E4],25688,13356
[DIVADM].[OBJECTID].&[2.5689E4],25689,4087
[DIVADM].[OBJECTID].&[2.569E4],25690,14905
[DIVADM].[OBJECTID].&[2.5691E4],25691,17415
[DIVADM].[OBJECTID].&[2.5692E4],25692,18084
[DIVADM].[OBJECTID].&[2.5693E4],25693,16428
[DIVADM].[OBJECTID].&[2.5694E4],25694,2606
[DIVADM].[OBJECTID].&[2.5695E4],25695,16204
[DIVADM].[OBJECTID].&[2.5696E4],25696,6226
[DIVADM].[OBJECTID].&[2.5697E4],25697,9352
[DIVADM].[OBJECTID].&[2.5698E4],25698,12977
[DIVADM].[OBJECTID].&[2.5699E4],25699,14090
[DIVADM].[OBJECTID].&[2.57E4],25700,11960
[DIVADM].[OBJECTID].&[2.5701E4],25701,4834
[DIVADM].[OBJECTID].&[2.5702E4],25702,6719
[DIVADM].[OBJECTID].&[2.5703E4],25703,16346
[DIVADM].[OBJECTID].&[2.5704E4],25704,6300
[DIVADM].[OBJECTID].&[2.5705E4],25705,21436
[DIVADM].[OBJECTID].&[2.5706E4],25706,14608
[DIVADM].[OBJECTID].&[2.5707E4],25707,7642
[DIVADM].[OBJECTID].&[2.5708E4],25708,11714
[DIVADM].[OBJECTID].&[2.5709E4],25709,6454
[DIVADM].[OBJECTID].&[2.571E4],25710,4345
[DIVADM].[OBJECTID].&[2.5711E4],25711,14106
[DIVADM].[OBJECTID].&[2.5712E4],25712,12736
[DIVADM].[OBJECTID].&[2.5713E4],25713,19897
[DIVADM].[OBJECTID].&[2.5714E4],25714,18061
[DIVADM].[OBJECTID].&[2.5715E4],25715,12438
[DIVADM].[OBJECTID].&[2.5716E4],25716,11823
[DIVADM].[OBJECTID].&[2.5717E4],25717,33992
[DIVADM].[OBJECTID].&[2.5718E4],25718,5869
[DIVADM].[OBJECTID].&[2.5719E4],25719,8722
[DIVADM].[OBJECTID].&[2.572E4],25720,20501
[DIVADM].[OBJECTID].&[2.5721E4],25721,15382
[DIVADM].[OBJECTID].&[2.5722E4],25722,12937
[DIVADM].[OBJECTID].&[2.5723E4],25723,14326
[DIVADM].[OBJECTID].&[2.5724E4],25724,16944
[DIVADM].[OBJECTID].&[2.5725E4],25725,12933
[DIVADM].[OBJECTID].&[2.5726E4],25726,10124
[DIVADM].[OBJECTID].&[2.5727E4],25727,31545
[DIVADM].[OBJECTID].&[2.5728E4],25728,12543
[DIVADM].[OBJECTID].&[2.5729E4],25729,4694
[DIVADM].[OBJECTID].&[2.573E4],25730,8033
[DIVADM].[OBJECTID].&[2.5731E4],25731,4211
[DIVADM].[OBJECTID].&[2.5732E4],25732,29182
[DIVADM].[OBJECTID].&[2.5733E4],25733,18918
[DIVADM].[OBJECTID].&[2.5734E4],25734,11098
[DIVADM].[OBJECTID].&[2.5735E4],25735,8723
[DIVADM].[OBJECTID].&[2.5736E4],25736,15256
[DIVADM].[OBJECTID].&[2.5737E4],25737,12596
[DIVADM].[OBJECTID].&[2.5738E4],25738,6049
[DIVADM].[OBJECTID].&[2.5739E4],25739,7542
[DIVADM].[OBJECTID].&[2.574E4],25740,6629
[DIVADM].[OBJECTID].&[2.5741E4],25741,1413
[DIVADM].[OBJECTID].&[2.5742E4],25742,8389
[DIVADM].[OBJECTID].&[2.5743E4],25743,13104
[DIVADM].[OBJECTID].&[2.5744E4],25744,3018
[DIVADM].[OBJECTID].&[2.5745E4],25745,3911
[DIVADM].[OBJECTID].&[2.5746E4],25746,566
[DIVADM].[OBJECTID].&[2.5747E4],25747,6502
[DIVADM].[OBJECTID].&[2.5748E4],25748,6805
[DIVADM].[OBJECTID].&[2.5749E4],25749,5852
[DIVADM].[OBJECTID].&[2.575E4],25750,28381
[DIVADM].[OBJECTID].&[2.5751E4],25751,11327
[DIVADM].[OBJECTID].&[2.5752E4],25752,4589
[DIVADM].[OBJECTID].&[2.5753E4],25753,8303
[DIVADM].[OBJECTID].&[2.5754E4],25754,7048
[DIVADM].[OBJECTID].&[2.5755E4],25755,5467
[DIVADM].[OBJECTID].&[2.5756E4],25756,5322
[DIVADM].[OBJECTID].&[2.5757E4],25757,2331
[DIVADM].[OBJECTID].&[2.5758E4],25758,30837
[DIVADM].[OBJECTID].&[2.5759E4],25759,10809
[DIVADM].[OBJECTID].&[2.576E4],25760,7145
[DIVADM].[OBJECTID].&[2.5761E4],25761,6318
[DIVADM].[OBJECTID].&[2.5763E4],25763,39046
[DIVADM].[OBJECTID].&[2.5765E4],25765,14932
[DIVADM].[OBJECTID].&[2.5766E4],25766,17405
[DIVADM].[OBJECTID].&[2.5767E4],25767,8293
[DIVADM].[OBJECTID].&[2.5769E4],25769,8833
[DIVADM].[OBJECTID].&[2.577E4],25770,7155
[DIVADM].[OBJECTID].&[2.5771E4],25771,208
[DIVADM].[OBJECTID].&[2.5772E4],25772,12962
[DIVADM].[OBJECTID].&[2.5773E4],25773,15887
[DIVADM].[OBJECTID].&[2.5774E4],25774,5872
[DIVADM].[OBJECTID].&[2.5775E4],25775,32216
[DIVADM].[OBJECTID].&[2.5776E4],25776,30569
[DIVADM].[OBJECTID].&[2.5777E4],25777,11962
[DIVADM].[OBJECTID].&[2.5778E4],25778,14332
[DIVADM].[OBJECTID].&[2.5779E4],25779,11758
[DIVADM].[OBJECTID].&[2.578E4],25780,12486
[DIVADM].[OBJECTID].&[2.5781E4],25781,17031
[DIVADM].[OBJECTID].&[2.5782E4],25782,13726
[DIVADM].[OBJECTID].&[2.5783E4],25783,11299
[DIVADM].[OBJECTID].&[2.5784E4],25784,11463
[DIVADM].[OBJECTID].&[2.5785E4],25785,11271
[DIVADM].[OBJECTID].&[2.5786E4],25786,3508
[DIVADM].[OBJECTID].&[2.5787E4],25787,10517
[DIVADM].[OBJECTID].&[2.5788E4],25788,9369
[DIVADM].[OBJECTID].&[2.5789E4],25789,23943
[DIVADM].[OBJECTID].&[2.579E4],25790,3513
[DIVADM].[OBJECTID].&[2.5791E4],25791,145
[DIVADM].[OBJECTID].&[2.5792E4],25792,126
[DIVADM].[OBJECTID].&[2.5793E4],25793,626
[DIVADM].[OBJECTID].&[2.5794E4],25794,14427
[DIVADM].[OBJECTID].&[2.5795E4],25795,13089
[DIVADM].[OBJECTID].&[2.5796E4],25796,473
[DIVADM].[OBJECTID].&[2.5797E4],25797,35035
[DIVADM].[OBJECTID].&[2.5798E4],25798,2455
[DIVADM].[OBJECTID].&[2.5799E4],25799,508
[DIVADM].[OBJECTID].&[2.58E4],25800,356
[DIVADM].[OBJECTID].&[2.5801E4],25801,12545
[DIVADM].[OBJECTID].&[2.5802E4],25802,23186
[DIVADM].[OBJECTID].&[2.5803E4],25803,17302
[DIVADM].[OBJECTID].&[2.5804E4],25804,25387
[DIVADM].[OBJECTID].&[2.5805E4],25805,9543
[DIVADM].[OBJECTID].&[2.5806E4],25806,6677
[DIVADM].[OBJECTID].&[2.5807E4],25807,14975
[DIVADM].[OBJECTID].&[2.5808E4],25808,11830
[DIVADM].[OBJECTID].&[2.5809E4],25809,6686
[DIVADM].[OBJECTID].&[2.581E4],25810,4291
[DIVADM].[OBJECTID].&[2.5811E4],25811,9093
[DIVADM].[OBJECTID].&[2.5812E4],25812,18694
[DIVADM].[OBJECTID].&[2.5813E4],25813,15092
[DIVADM].[OBJECTID].&[2.5814E4],25814,9259
[DIVADM].[OBJECTID].&[2.5815E4],25815,19469
[DIVADM].[OBJECTID].&[2.5816E4],25816,1649
[DIVADM].[OBJECTID].&[2.5817E4],25817,6811
[DIVADM].[OBJECTID].&[2.5818E4],25818,18188
[DIVADM].[OBJECTID].&[2.5819E4],25819,7934
[DIVADM].[OBJECTID].&[2.582E4],25820,30306
[DIVADM].[OBJECTID].&[2.5821E4],25821,33153
[DIVADM].[OBJECTID].&[2.5822E4],25822,2853
[DIVADM].[OBJECTID].&[2.5823E4],25823,8582
[DIVADM].[OBJECTID].&[2.5824E4],25824,23020
[DIVADM].[OBJECTID].&[2.5825E4],25825,15221
[DIVADM].[OBJECTID].&[2.5826E4],25826,2895
[DIVADM].[OBJECTID].&[2.5827E4],25827,798
[DIVADM].[OBJECTID].&[2.583E4],25830,12470
[DIVADM].[OBJECTID].&[2.5831E4],25831,24903
[DIVADM].[OBJECTID].&[2.5832E4],25832,21657
[DIVADM].[OBJECTID].&[2.5833E4],25833,9730
[DIVADM].[OBJECTID].&[2.5834E4],25834,827
[DIVADM].[OBJECTID].&[2.5835E4],25835,283
[DIVADM].[OBJECTID].&[2.5836E4],25836,8430
[DIVADM].[OBJECTID].&[2.5837E4],25837,1006
[DIVADM].[OBJECTID].&[2.5838E4],25838,10650
[DIVADM].[OBJECTID].&[2.584E4],25840,880
[DIVADM].[OBJECTID].&[2.5841E4],25841,4668
[DIVADM].[OBJECTID].&[2.5842E4],25842,6945
[DIVADM].[OBJECTID].&[2.5844E4],25844,39832
[DIVADM].[OBJECTID].&[2.5845E4],25845,74
[DIVADM].[OBJECTID].&[2.5846E4],25846,18832
[DIVADM].[OBJECTID].&[2.5847E4],25847,30777
[DIVADM].[OBJECTID].&[2.5848E4],25848,33661
[DIVADM].[OBJECTID].&[2.5849E4],25849,2058
[DIVADM].[OBJECTID].&[2.585E4],25850,16709
[DIVADM].[OBJECTID].&[2.5851E4],25851,2189
[DIVADM].[OBJECTID].&[2.5854E4],25854,2754
[DIVADM].[OBJECTID].&[2.5855E4],25855,1183
[DIVADM].[OBJECTID].&[2.5856E4],25856,1200
[DIVADM].[OBJECTID].&[2.5857E4],25857,2681
[DIVADM].[OBJECTID].&[2.5858E4],25858,1098
[DIVADM].[OBJECTID].&[2.5859E4],25859,111
[DIVADM].[OBJECTID].&[2.586E4],25860,2204
[DIVADM].[OBJECTID].&[2.5861E4],25861,16168
[DIVADM].[OBJECTID].&[2.5862E4],25862,22027
[DIVADM].[OBJECTID].&[2.5863E4],25863,7246
[DIVADM].[OBJECTID].&[2.5864E4],25864,2555
[DIVADM].[OBJECTID].&[2.5865E4],25865,16
[DIVADM].[OBJECTID].&[2.5866E4],25866,14833
[DIVADM].[OBJECTID].&[2.5867E4],25867,11568
[DIVADM].[OBJECTID].&[2.5868E4],25868,228
[DIVADM].[OBJECTID].&[2.5869E4],25869,8254
[DIVADM].[OBJECTID].&[2.587E4],25870,12073
[DIVADM].[OBJECTID].&[2.5871E4],25871,16678
[DIVADM].[OBJECTID].&[2.5872E4],25872,15399
[DIVADM].[OBJECTID].&[2.5873E4],25873,2797
[DIVADM].[OBJECTID].&[2.5874E4],25874,3313
[DIVADM].[OBJECTID].&[2.5875E4],25875,18106
[DIVADM].[OBJECTID].&[2.5876E4],25876,933
[DIVADM].[OBJECTID].&[2.5877E4],25877,9309
[DIVADM].[OBJECTID].&[2.5878E4],25878,1165
[DIVADM].[OBJECTID].&[2.5879E4],25879,3381
[DIVADM].[OBJECTID].&[2.588E4],25880,2116
[DIVADM].[OBJECTID].&[2.5881E4],25881,45
[DIVADM].[OBJECTID].&[2.5882E4],25882,2249
[DIVADM].[OBJECTID].&[2.5883E4],25883,261
[DIVADM].[OBJECTID].&[2.5884E4],25884,28
[DIVADM].[OBJECTID].&[2.5885E4],25885,9971
[DIVADM].[OBJECTID].&[2.5886E4],25886,62
[DIVADM].[OBJECTID].&[2.5887E4],25887,2454
[DIVADM].[OBJECTID].&[2.5888E4],25888,1683
[DIVADM].[OBJECTID].&[2.5889E4],25889,1642
[DIVADM].[OBJECTID].&[2.589E4],25890,10611
[DIVADM].[OBJECTID].&[2.5891E4],25891,3461
[DIVADM].[OBJECTID].&[2.5892E4],25892,349
[DIVADM].[OBJECTID].&[2.5893E4],25893,491
[DIVADM].[OBJECTID].&[2.5894E4],25894,17142
[DIVADM].[OBJECTID].&[2.5895E4],25895,4251
[DIVADM].[OBJECTID].&[2.5896E4],25896,44129
[DIVADM].[OBJECTID].&[2.5897E4],25897,1355
[DIVADM].[OBJECTID].&[2.5898E4],25898,357
[DIVADM].[OBJECTID].&[2.5899E4],25899,1991
[DIVADM].[OBJECTID].&[2.59E4],25900,31960
[DIVADM].[OBJECTID].&[2.5901E4],25901,60
[DIVADM].[OBJECTID].&[2.5902E4],25902,1724
[DIVADM].[OBJECTID].&[2.5903E4],25903,1833
[DIVADM].[OBJECTID].&[2.5904E4],25904,8518
[DIVADM].[OBJECTID].&[2.5905E4],25905,887
[DIVADM].[OBJECTID].&[2.5906E4],25906,2636
[DIVADM].[OBJECTID].&[2.5907E4],25907,3128
[DIVADM].[OBJECTID].&[2.5908E4],25908,7672
[DIVADM].[OBJECTID].&[2.5909E4],25909,9699
[DIVADM].[OBJECTID].&[2.591E4],25910,13662
[DIVADM].[OBJECTID].&[2.5911E4],25911,29578
[DIVADM].[OBJECTID].&[2.5912E4],25912,10430
[DIVADM].[OBJECTID].&[2.5913E4],25913,6705
[DIVADM].[OBJECTID].&[2.5914E4],25914,12308
[DIVADM].[OBJECTID].&[2.5915E4],25915,9058
[DIVADM].[OBJECTID].&[2.5916E4],25916,11723
[DIVADM].[OBJECTID].&[2.5917E4],25917,10131
[DIVADM].[OBJECTID].&[2.5918E4],25918,25419
[DIVADM].[OBJECTID].&[2.5919E4],25919,6621
[DIVADM].[OBJECTID].&[2.592E4],25920,3611
[DIVADM].[OBJECTID].&[2.5921E4],25921,11168
[DIVADM].[OBJECTID].&[2.5922E4],25922,599
[DIVADM].[OBJECTID].&[2.5923E4],25923,22915
[DIVADM].[OBJECTID].&[2.5924E4],25924,10290
[DIVADM].[OBJECTID].&[2.5925E4],25925,19983
[DIVADM].[OBJECTID].&[2.5926E4],25926,1503
[DIVADM].[OBJECTID].&[2.5927E4],25927,21948
[DIVADM].[OBJECTID].&[2.5928E4],25928,50499
[DIVADM].[OBJECTID].&[2.5929E4],25929,16547
[DIVADM].[OBJECTID].&[2.593E4],25930,34123
[DIVADM].[OBJECTID].&[2.5931E4],25931,7841
[DIVADM].[OBJECTID].&[2.5932E4],25932,7820
[DIVADM].[OBJECTID].&[2.5933E4],25933,489
[DIVADM].[OBJECTID].&[2.5934E4],25934,4979
[DIVADM].[OBJECTID].&[2.5935E4],25935,2658
[DIVADM].[OBJECTID].&[2.5936E4],25936,6471
[DIVADM].[OBJECTID].&[2.5937E4],25937,6242
[DIVADM].[OBJECTID].&[2.5938E4],25938,6840
[DIVADM].[OBJECTID].&[2.5939E4],25939,16604
[DIVADM].[OBJECTID].&[2.594E4],25940,26434
[DIVADM].[OBJECTID].&[2.5941E4],25941,10998
[DIVADM].[OBJECTID].&[2.5942E4],25942,42966
[DIVADM].[OBJECTID].&[2.5943E4],25943,9728
[DIVADM].[OBJECTID].&[2.5944E4],25944,41349
[DIVADM].[OBJECTID].&[2.5945E4],25945,46194
[DIVADM].[OBJECTID].&[2.5946E4],25946,5083
[DIVADM].[OBJECTID].&[2.5947E4],25947,16357
[DIVADM].[OBJECTID].&[2.5948E4],25948,19151
[DIVADM].[OBJECTID].&[2.5949E4],25949,12283
[DIVADM].[OBJECTID].&[2.595E4],25950,11676
[DIVADM].[OBJECTID].&[2.5951E4],25951,31253
[DIVADM].[OBJECTID].&[2.5952E4],25952,54606
[DIVADM].[OBJECTID].&[2.5953E4],25953,10071
[DIVADM].[OBJECTID].&[2.5954E4],25954,4454
[DIVADM].[OBJECTID].&[2.5955E4],25955,6374
[DIVADM].[OBJECTID].&[2.5956E4],25956,38801
[DIVADM].[OBJECTID].&[2.5957E4],25957,11324
[DIVADM].[OBJECTID].&[2.5958E4],25958,35231
[DIVADM].[OBJECTID].&[2.5959E4],25959,19683
[DIVADM].[OBJECTID].&[2.596E4],25960,1280
[DIVADM].[OBJECTID].&[2.5961E4],25961,8565
[DIVADM].[OBJECTID].&[2.5962E4],25962,15069
[DIVADM].[OBJECTID].&[2.5963E4],25963,14045
[DIVADM].[OBJECTID].&[2.5964E4],25964,5822
[DIVADM].[OBJECTID].&[2.5965E4],25965,16005
[DIVADM].[OBJECTID].&[2.5966E4],25966,19992
[DIVADM].[OBJECTID].&[2.5967E4],25967,12946
[DIVADM].[OBJECTID].&[2.5968E4],25968,23413
[DIVADM].[OBJECTID].&[2.5969E4],25969,547
[DIVADM].[OBJECTID].&[2.597E4],25970,675
[DIVADM].[OBJECTID].&[2.5971E4],25971,33983
[DIVADM].[OBJECTID].&[2.5972E4],25972,14001
[DIVADM].[OBJECTID].&[2.5973E4],25973,3227
[DIVADM].[OBJECTID].&[2.5974E4],25974,1221
[DIVADM].[OBJECTID].&[2.5975E4],25975,4158
[DIVADM].[OBJECTID].&[2.5976E4],25976,7066
[DIVADM].[OBJECTID].&[2.5977E4],25977,12392
[DIVADM].[OBJECTID].&[2.5978E4],25978,26299
[DIVADM].[OBJECTID].&[2.5979E4],25979,9012
[DIVADM].[OBJECTID].&[2.598E4],25980,14994
[DIVADM].[OBJECTID].&[2.5981E4],25981,11471
[DIVADM].[OBJECTID].&[2.5982E4],25982,6811
[DIVADM].[OBJECTID].&[2.5983E4],25983,27201
[DIVADM].[OBJECTID].&[2.5984E4],25984,23169
[DIVADM].[OBJECTID].&[2.5985E4],25985,12264
[DIVADM].[OBJECTID].&[2.5986E4],25986,6992
[DIVADM].[OBJECTID].&[2.5987E4],25987,5173
[DIVADM].[OBJECTID].&[2.5988E4],25988,19198
[DIVADM].[OBJECTID].&[2.5989E4],25989,12119
[DIVADM].[OBJECTID].&[2.599E4],25990,10784
[DIVADM].[OBJECTID].&[2.5991E4],25991,26509
[DIVADM].[OBJECTID].&[2.5992E4],25992,3682
[DIVADM].[OBJECTID].&[2.5993E4],25993,18290
[DIVADM].[OBJECTID].&[2.5994E4],25994,3780
[DIVADM].[OBJECTID].&[2.5995E4],25995,14707
[DIVADM].[OBJECTID].&[2.5996E4],25996,22231
[DIVADM].[OBJECTID].&[2.5997E4],25997,22899
[DIVADM].[OBJECTID].&[2.5998E4],25998,9842
[DIVADM].[OBJECTID].&[2.5999E4],25999,18275
[DIVADM].[OBJECTID].&[2.6E4],26000,6376
[DIVADM].[OBJECTID].&[2.6001E4],26001,26622
[DIVADM].[OBJECTID].&[2.6002E4],26002,53396
[DIVADM].[OBJECTID].&[2.6003E4],26003,30694
[DIVADM].[OBJECTID].&[2.6004E4],26004,15350
[DIVADM].[OBJECTID].&[2.6005E4],26005,2049
[DIVADM].[OBJECTID].&[2.6006E4],26006,1150
[DIVADM].[OBJECTID].&[2.6007E4],26007,15123
[DIVADM].[OBJECTID].&[2.6008E4],26008,1863
[DIVADM].[OBJECTID].&[2.6009E4],26009,11530
[DIVADM].[OBJECTID].&[2.601E4],26010,6765
[DIVADM].[OBJECTID].&[2.6011E4],26011,20668
[DIVADM].[OBJECTID].&[2.6012E4],26012,7726
[DIVADM].[OBJECTID].&[2.6013E4],26013,7256
[DIVADM].[OBJECTID].&[2.6014E4],26014,11288
[DIVADM].[OBJECTID].&[2.6015E4],26015,11881
[DIVADM].[OBJECTID].&[2.6016E4],26016,17938
[DIVADM].[OBJECTID].&[2.6017E4],26017,5897
[DIVADM].[OBJECTID].&[2.6018E4],26018,7093
[DIVADM].[OBJECTID].&[2.6019E4],26019,14070
[DIVADM].[OBJECTID].&[2.602E4],26020,5634
[DIVADM].[OBJECTID].&[2.6021E4],26021,8511
[DIVADM].[OBJECTID].&[2.6022E4],26022,12893
[DIVADM].[OBJECTID].&[2.6023E4],26023,3529
[DIVADM].[OBJECTID].&[2.6024E4],26024,17753
[DIVADM].[OBJECTID].&[2.6025E4],26025,13832
[DIVADM].[OBJECTID].&[2.6026E4],26026,3762
[DIVADM].[OBJECTID].&[2.6027E4],26027,2766
[DIVADM].[OBJECTID].&[2.6028E4],26028,24956
[DIVADM].[OBJECTID].&[2.6029E4],26029,951
[DIVADM].[OBJECTID].&[2.603E4],26030,606
[DIVADM].[OBJECTID].&[2.6031E4],26031,664
[DIVADM].[OBJECTID].&[2.6032E4],26032,457
