[DIVADM].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_UNIQUE_NAME],[DIVADM].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[SHAPE_LENG].&[1.26419275009E5],"126419,275009",7760
[DIVADM].[SHAPE_LENG].&[1.26831952438E5],"126831,952438",4903
[DIVADM].[SHAPE_LENG].&[1.27814050814E5],"127814,050814",7229
[DIVADM].[SHAPE_LENG].&[1.28332544019E5],"128332,544019",3846
[DIVADM].[SHAPE_LENG].&[1.28595829492E5],"128595,829492",24
[DIVADM].[SHAPE_LENG].&[1.2863215951E5],"128632,15951",3548
[DIVADM].[SHAPE_LENG].&[1.28778298935E5],"128778,298935",2759
[DIVADM].[SHAPE_LENG].&[1.29512038991E5],"129512,038991",1642
[DIVADM].[SHAPE_LENG].&[1.29787761325E5],"129787,761325",5992
[DIVADM].[SHAPE_LENG].&[1.3198804537E5],"131988,04537",18727
[DIVADM].[SHAPE_LENG].&[1.32485258304E5],"132485,258304",1152
[DIVADM].[SHAPE_LENG].&[1.33920363527E5],"133920,363527",688
[DIVADM].[SHAPE_LENG].&[1.34348403986E5],"134348,403986",332
[DIVADM].[SHAPE_LENG].&[1.34479589982E5],"134479,589982",1818
[DIVADM].[SHAPE_LENG].&[1.34544872116E5],"134544,872116",175
[DIVADM].[SHAPE_LENG].&[1.34674281544E5],"134674,281544",11728
[DIVADM].[SHAPE_LENG].&[1.34862566481E5],"134862,566481",14186
[DIVADM].[SHAPE_LENG].&[1.34987222296E5],"134987,222296",798
[DIVADM].[SHAPE_LENG].&[1.35301619335E5],"135301,619335",219
[DIVADM].[SHAPE_LENG].&[1.35514043572E5],"135514,043572",5780
[DIVADM].[SHAPE_LENG].&[1.36200398812E5],"136200,398812",14010
[DIVADM].[SHAPE_LENG].&[1.36300928245E5],"136300,928245",236
[DIVADM].[SHAPE_LENG].&[1.36587741228E5],"136587,741228",1436
[DIVADM].[SHAPE_LENG].&[1.36677147894E5],"136677,147894",21657
[DIVADM].[SHAPE_LENG].&[1.36964529263E5],"136964,529263",390
[DIVADM].[SHAPE_LENG].&[1.38507409412E5],"138507,409412",1991
[DIVADM].[SHAPE_LENG].&[1.38531502212E5],"138531,502212",1680
[DIVADM].[SHAPE_LENG].&[1.39284335443E5],"139284,335443",2344
[DIVADM].[SHAPE_LENG].&[1.41406782012E5],"141406,782012",3642
[DIVADM].[SHAPE_LENG].&[1.41676925245E5],"141676,925245",2317
[DIVADM].[SHAPE_LENG].&[1.43433521794E5],"143433,521794",2755
[DIVADM].[SHAPE_LENG].&[1.43780068085E5],"143780,068085",576
[DIVADM].[SHAPE_LENG].&[1.44523551441E5],"144523,551441",1074
[DIVADM].[SHAPE_LENG].&[1.44767830326E5],"144767,830326",13505
[DIVADM].[SHAPE_LENG].&[1.45299094891E5],"145299,094891",2416
[DIVADM].[SHAPE_LENG].&[1.4552091287E5],"145520,91287",14313
[DIVADM].[SHAPE_LENG].&[1.47441490974E5],"147441,490974",253
[DIVADM].[SHAPE_LENG].&[1.48810118938E5],"148810,118938",10928
[DIVADM].[SHAPE_LENG].&[1.49220113763E5],"149220,113763",2205
[DIVADM].[SHAPE_LENG].&[1.49644461839E5],"149644,461839",15850
[DIVADM].[SHAPE_LENG].&[1.49821345699E5],"149821,345699",111
[DIVADM].[SHAPE_LENG].&[1.49849387009E5],"149849,387009",2408
[DIVADM].[SHAPE_LENG].&[1.50170769383E5],"150170,769383",3774
[DIVADM].[SHAPE_LENG].&[1.50945732918E5],"150945,732918",3747
[DIVADM].[SHAPE_LENG].&[1.51660048395E5],"151660,048395",1747
[DIVADM].[SHAPE_LENG].&[1.51971700302E5],"151971,700302",2118
[DIVADM].[SHAPE_LENG].&[1.52405159776E5],"152405,159776",5563
[DIVADM].[SHAPE_LENG].&[1.5297445745E5],"152974,45745",352
[DIVADM].[SHAPE_LENG].&[1.53692888264E5],"153692,888264",1237
[DIVADM].[SHAPE_LENG].&[1.54768212616E5],"154768,212616",3381
[DIVADM].[SHAPE_LENG].&[1.56300584701E5],"156300,584701",5701
[DIVADM].[SHAPE_LENG].&[1.56808444889E5],"156808,444889",491
[DIVADM].[SHAPE_LENG].&[1.5684168104E5],"156841,68104",16
[DIVADM].[SHAPE_LENG].&[1.57111074212E5],"157111,074212",20025
[DIVADM].[SHAPE_LENG].&[1.58471199495E5],"158471,199495",2864
[DIVADM].[SHAPE_LENG].&[1.58501195766E5],"158501,195766",954
[DIVADM].[SHAPE_LENG].&[1.59372464402E5],"159372,464402",544
[DIVADM].[SHAPE_LENG].&[1.59806611254E5],"159806,611254",2058
[DIVADM].[SHAPE_LENG].&[1.59826776251E5],"159826,776251",304
[DIVADM].[SHAPE_LENG].&[1.60526573777E5],"160526,573777",5157
[DIVADM].[SHAPE_LENG].&[1.62071931851E5],"162071,931851",289
[DIVADM].[SHAPE_LENG].&[1.64171992017E5],"164171,992017",4341
[DIVADM].[SHAPE_LENG].&[1.64410062619E5],"164410,062619",1854
[DIVADM].[SHAPE_LENG].&[1.65357483647E5],"165357,483647",6251
[DIVADM].[SHAPE_LENG].&[1.6655773937E5],"166557,73937",1040
[DIVADM].[SHAPE_LENG].&[1.67542395379E5],"167542,395379",76
[DIVADM].[SHAPE_LENG].&[1.6997610447E5],"169976,10447",2220
[DIVADM].[SHAPE_LENG].&[1.7000683991E5],"170006,83991",32332
[DIVADM].[SHAPE_LENG].&[1.70662923038E5],"170662,923038",4539
[DIVADM].[SHAPE_LENG].&[1.71178801967E5],"171178,801967",1724
[DIVADM].[SHAPE_LENG].&[1.71286106665E5],"171286,106665",1730
[DIVADM].[SHAPE_LENG].&[1.7253957707E5],"172539,57707",6694
[DIVADM].[SHAPE_LENG].&[1.74507411994E5],"174507,411994",1807
[DIVADM].[SHAPE_LENG].&[1.74964699178E5],"174964,699178",126
[DIVADM].[SHAPE_LENG].&[1.77724876028E5],"177724,876028",5202
[DIVADM].[SHAPE_LENG].&[1.81645546207E5],"181645,546207",196
[DIVADM].[SHAPE_LENG].&[1.82717013314E5],"182717,013314",62
[DIVADM].[SHAPE_LENG].&[1.84787504679E5],"184787,504679",29444
[DIVADM].[SHAPE_LENG].&[1.87454912441E5],"187454,912441",127
[DIVADM].[SHAPE_LENG].&[1.87761729698E5],"187761,729698",4475
[DIVADM].[SHAPE_LENG].&[1.98211952745E5],"198211,952745",9011
[DIVADM].[SHAPE_LENG].&[1.99395213383E5],"199395,213383",45
[DIVADM].[SHAPE_LENG].&[2.01094097024E5],"201094,097024",3682
[DIVADM].[SHAPE_LENG].&[2.032500534E5],"203250,0534",6146
[DIVADM].[SHAPE_LENG].&[2.05895622008E5],"205895,622008",881
[DIVADM].[SHAPE_LENG].&[2.06105008505E5],"206105,008505",6088
[DIVADM].[SHAPE_LENG].&[2.07217004103E5],"207217,004103",360
[DIVADM].[SHAPE_LENG].&[2.0941359848E5],"209413,59848",403
[DIVADM].[SHAPE_LENG].&[2.17495576105E5],"217495,576105",12751
[DIVADM].[SHAPE_LENG].&[2.17607568585E5],"217607,568585",540
[DIVADM].[SHAPE_LENG].&[2.18563977199E5],"218563,977199",5228
[DIVADM].[SHAPE_LENG].&[2.22559165955E5],"222559,165955",1143
[DIVADM].[SHAPE_LENG].&[2.22599231367E5],"222599,231367",15
[DIVADM].[SHAPE_LENG].&[2.31132086065E5],"231132,086065",1216
[DIVADM].[SHAPE_LENG].&[2.32869791378E5],"232869,791378",31960
[DIVADM].[SHAPE_LENG].&[2.35387100855E5],"235387,100855",4527
[DIVADM].[SHAPE_LENG].&[2.36981462868E5],"236981,462868",10538
[DIVADM].[SHAPE_LENG].&[2.39734265919E5],"239734,265919",244
[DIVADM].[SHAPE_LENG].&[2.43839001934E5],"243839,001934",3104
[DIVADM].[SHAPE_LENG].&[2.48023039395E5],"248023,039395",6244
[DIVADM].[SHAPE_LENG].&[2.5069926272E5],"250699,26272",969
[DIVADM].[SHAPE_LENG].&[2.51335596266E5],"251335,596266",1098
[DIVADM].[SHAPE_LENG].&[2.51391157327E5],"251391,157327",38
[DIVADM].[SHAPE_LENG].&[2.53517557689E5],"253517,557689",8095
[DIVADM].[SHAPE_LENG].&[2.55286411063E5],"255286,411063",4315
[DIVADM].[SHAPE_LENG].&[2.56627561988E5],"256627,561988",13985
[DIVADM].[SHAPE_LENG].&[2.59234489971E5],"259234,489971",1996
[DIVADM].[SHAPE_LENG].&[2.61702901048E5],"261702,901048",6961
[DIVADM].[SHAPE_LENG].&[2.73172248006E5],"273172,248006",1262
[DIVADM].[SHAPE_LENG].&[2.74558797585E5],"274558,797585",145
[DIVADM].[SHAPE_LENG].&[2.7699794998E5],"276997,94998",7246
[DIVADM].[SHAPE_LENG].&[2.83149777445E5],"283149,777445",363
[DIVADM].[SHAPE_LENG].&[2.83286139439E5],"283286,139439",8151
[DIVADM].[SHAPE_LENG].&[2.83441799994E5],"283441,799994",8582
[DIVADM].[SHAPE_LENG].&[2.87431982993E5],"287431,982993",720
[DIVADM].[SHAPE_LENG].&[2.93334621636E5],"293334,621636",3138
[DIVADM].[SHAPE_LENG].&[3.08605935725E5],"308605,935725",5967
[DIVADM].[SHAPE_LENG].&[3.30821714585E5],"330821,714585",3803
[DIVADM].[SHAPE_LENG].&[3.38221544804E5],"338221,544804",1518
[DIVADM].[SHAPE_LENG].&[3.38916100051E5],"338916,100051",4792
[DIVADM].[SHAPE_LENG].&[3.51389831162E5],"351389,831162",3513
[DIVADM].[SHAPE_LENG].&[3.57476808327E5],"357476,808327",626
[DIVADM].[SHAPE_LENG].&[3.63181851575E5],"363181,851575",12470
[DIVADM].[SHAPE_LENG].&[3.7671985559E5],"376719,85559",500
[DIVADM].[SHAPE_LENG].&[3.792872083E5],"379287,2083",173
[DIVADM].[SHAPE_LENG].&[3.8756455254E5],"387564,55254",561
[DIVADM].[SHAPE_LENG].&[4.05860293601E5],"405860,293601",302
[DIVADM].[SHAPE_LENG].&[4.0805108732E5],"408051,08732",4131
[DIVADM].[SHAPE_LENG].&[4.17194623092E5],"417194,623092",396
[DIVADM].[SHAPE_LENG].&[4.45384811974E5],"445384,811974",6549
[DIVADM].[SHAPE_LENG].&[5.61038342439E5],"561038,342439",75
[DIVADM].[SHAPE_LENG].&[6.55229398796E5],"655229,398796",1214
[DIVADM].[SHAPE_LENG].&[6.87257605936E5],"687257,605936",297
[DIVADM].[SHAPE_LENG].&[7.43593046842E5],"743593,046842",59391
[DIVADM].[SHAPE_LENG].&[8.67545716288E5],"867545,716288",300
[DIVADM].[SHAPE_LENG].&[1.07030535775E6],"1070305,35775",570
[DIVADM].[SHAPE_LENG].&,,4347
