[DIVADM].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_UNIQUE_NAME],[DIVADM].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[SHAPE_LENG].&[1.25056386613E4],"12505,6386613",34037
[DIVADM].[SHAPE_LENG].&[1.25130479094E4],"12513,0479094",3132
[DIVADM].[SHAPE_LENG].&[1.25642211057E4],"12564,2211057",16602
[DIVADM].[SHAPE_LENG].&[1.26578336909E4],"12657,8336909",18275
[DIVADM].[SHAPE_LENG].&[1.26695628526E4],"12669,5628526",7354
[DIVADM].[SHAPE_LENG].&[1.26826179621E4],"12682,6179621",6230
[DIVADM].[SHAPE_LENG].&[1.26929379012E4],"12692,9379012",17935
[DIVADM].[SHAPE_LENG].&[1.27445169046E4],"12744,5169046",12543
[DIVADM].[SHAPE_LENG].&[1.28311916598E4],"12831,1916598",7066
[DIVADM].[SHAPE_LENG].&[1.29372721505E4],"12937,2721505",8231
[DIVADM].[SHAPE_LENG].&[1.29636499318E4],"12963,6499318",8317
[DIVADM].[SHAPE_LENG].&[1.29911970587E4],"12991,1970587",24956
[DIVADM].[SHAPE_LENG].&[1.31368552198E4],"13136,8552198",3291
[DIVADM].[SHAPE_LENG].&[1.3178856464E4],"13178,856464",18249
[DIVADM].[SHAPE_LENG].&[1.32338487779E4],"13233,8487779",17871
[DIVADM].[SHAPE_LENG].&[1.32550359473E4],"13255,0359473",22063
[DIVADM].[SHAPE_LENG].&[1.33259973844E4],"13325,9973844",31853
[DIVADM].[SHAPE_LENG].&[1.33267082078E4],"13326,7082078",39832
[DIVADM].[SHAPE_LENG].&[1.34013160893E4],"13401,3160893",28155
[DIVADM].[SHAPE_LENG].&[1.34022308707E4],"13402,2308707",22666
[DIVADM].[SHAPE_LENG].&[1.35814528981E4],"13581,4528981",10163
[DIVADM].[SHAPE_LENG].&[1.36327933271E4],"13632,7933271",20650
[DIVADM].[SHAPE_LENG].&[1.36849130536E4],"13684,9130536",32784
[DIVADM].[SHAPE_LENG].&[1.36927917846E4],"13692,7917846",25205
[DIVADM].[SHAPE_LENG].&[1.37166376982E4],"13716,6376982",26633
[DIVADM].[SHAPE_LENG].&[1.37953860805E4],"13795,3860805",24903
[DIVADM].[SHAPE_LENG].&[1.38581109941E4],"13858,1109941",17692
[DIVADM].[SHAPE_LENG].&[1.38836207901E4],"13883,6207901",6945
[DIVADM].[SHAPE_LENG].&[1.39177787917E4],"13917,7787917",16350
[DIVADM].[SHAPE_LENG].&[1.39465090333E4],"13946,5090333",8280
[DIVADM].[SHAPE_LENG].&[1.41920284239E4],"14192,0284239",48587
[DIVADM].[SHAPE_LENG].&[1.42249902215E4],"14224,9902215",14715
[DIVADM].[SHAPE_LENG].&[1.42528906186E4],"14252,8906186",31545
[DIVADM].[SHAPE_LENG].&[1.44146359161E4],"14414,6359161",10226
[DIVADM].[SHAPE_LENG].&[1.44479743659E4],"14447,9743659",4211
[DIVADM].[SHAPE_LENG].&[1.44668796124E4],"14466,8796124",7926
[DIVADM].[SHAPE_LENG].&[1.4485356447E4],"14485,356447",22790
[DIVADM].[SHAPE_LENG].&[1.45722940209E4],"14572,2940209",30837
[DIVADM].[SHAPE_LENG].&[1.46864565956E4],"14686,4565956",9052
[DIVADM].[SHAPE_LENG].&[1.47225249421E4],"14722,5249421",34924
[DIVADM].[SHAPE_LENG].&[1.47306565138E4],"14730,6565138",42966
[DIVADM].[SHAPE_LENG].&[1.47606782888E4],"14760,6782888",29170
[DIVADM].[SHAPE_LENG].&[1.48092405822E4],"14809,2405822",9697
[DIVADM].[SHAPE_LENG].&[1.48426044168E4],"14842,6044168",8248
[DIVADM].[SHAPE_LENG].&[1.50431765771E4],"15043,1765771",23413
[DIVADM].[SHAPE_LENG].&[1.50898145519E4],"15089,8145519",68813
[DIVADM].[SHAPE_LENG].&[1.51107055645E4],"15110,7055645",13345
[DIVADM].[SHAPE_LENG].&[1.51326559856E4],"15132,6559856",18099
[DIVADM].[SHAPE_LENG].&[1.51334187474E4],"15133,4187474",75183
[DIVADM].[SHAPE_LENG].&[1.51578469107E4],"15157,8469107",6742
[DIVADM].[SHAPE_LENG].&[1.51584045669E4],"15158,4045669",16897
[DIVADM].[SHAPE_LENG].&[1.52192525147E4],"15219,2525147",10146
[DIVADM].[SHAPE_LENG].&[1.52240074505E4],"15224,0074505",6877
[DIVADM].[SHAPE_LENG].&[1.5314900714E4],"15314,900714",9093
[DIVADM].[SHAPE_LENG].&[1.53609437149E4],"15360,9437149",12392
[DIVADM].[SHAPE_LENG].&[1.54411289292E4],"15441,1289292",6258
[DIVADM].[SHAPE_LENG].&[1.54473595422E4],"15447,3595422",137
[DIVADM].[SHAPE_LENG].&[1.59569713919E4],"15956,9713919",27296
[DIVADM].[SHAPE_LENG].&[1.59811260178E4],"15981,1260178",17033
[DIVADM].[SHAPE_LENG].&[1.60058559939E4],"16005,8559939",2441
[DIVADM].[SHAPE_LENG].&[1.60309363246E4],"16030,9363246",6060
[DIVADM].[SHAPE_LENG].&[1.60913925467E4],"16091,3925467",22258
[DIVADM].[SHAPE_LENG].&[1.61944329864E4],"16194,4329864",19992
[DIVADM].[SHAPE_LENG].&[1.62179982647E4],"16217,9982647",17753
[DIVADM].[SHAPE_LENG].&[1.62707003259E4],"16270,7003259",14292
[DIVADM].[SHAPE_LENG].&[1.62936471659E4],"16293,6471659",1614
[DIVADM].[SHAPE_LENG].&[1.65116716612E4],"16511,6716612",5491
[DIVADM].[SHAPE_LENG].&[1.65159548139E4],"16515,9548139",6318
[DIVADM].[SHAPE_LENG].&[1.66726970625E4],"16672,6970625",5355
[DIVADM].[SHAPE_LENG].&[1.67285472043E4],"16728,5472043",7939
[DIVADM].[SHAPE_LENG].&[1.68011703691E4],"16801,1703691",15173
[DIVADM].[SHAPE_LENG].&[1.69328153557E4],"16932,8153557",22218
[DIVADM].[SHAPE_LENG].&[1.70105248666E4],"17010,5248666",11872
[DIVADM].[SHAPE_LENG].&[1.70767650614E4],"17076,7650614",13915
[DIVADM].[SHAPE_LENG].&[1.71841233236E4],"17184,1233236",32553
[DIVADM].[SHAPE_LENG].&[1.7213585005E4],"17213,585005",7710
[DIVADM].[SHAPE_LENG].&[1.7370455273E4],"17370,455273",52588
[DIVADM].[SHAPE_LENG].&[1.74080087456E4],"17408,0087456",78
[DIVADM].[SHAPE_LENG].&[1.74108698993E4],"17410,8698993",16357
[DIVADM].[SHAPE_LENG].&[1.75253550714E4],"17525,3550714",32711
[DIVADM].[SHAPE_LENG].&[1.76106242633E4],"17610,6242633",5906
[DIVADM].[SHAPE_LENG].&[1.76122349089E4],"17612,2349089",35499
[DIVADM].[SHAPE_LENG].&[1.7808443784E4],"17808,443784",30218
[DIVADM].[SHAPE_LENG].&[1.79301276428E4],"17930,1276428",17142
[DIVADM].[SHAPE_LENG].&[1.79951572438E4],"17995,1572438",6376
[DIVADM].[SHAPE_LENG].&[1.8120341723E4],"18120,341723",6677
[DIVADM].[SHAPE_LENG].&[1.81270473929E4],"18127,0473929",4668
[DIVADM].[SHAPE_LENG].&[1.81469015048E4],"18146,9015048",133
[DIVADM].[SHAPE_LENG].&[1.81849083011E4],"18184,9083011",11122
[DIVADM].[SHAPE_LENG].&[1.82105160108E4],"18210,5160108",11974
[DIVADM].[SHAPE_LENG].&[1.82794653559E4],"18279,4653559",4751
[DIVADM].[SHAPE_LENG].&[1.83748241054E4],"18374,8241054",1543
[DIVADM].[SHAPE_LENG].&[1.84105464841E4],"18410,5464841",19746
[DIVADM].[SHAPE_LENG].&[1.8526072808E4],"18526,072808",878
[DIVADM].[SHAPE_LENG].&[1.85390983648E4],"18539,0983648",16666
[DIVADM].[SHAPE_LENG].&[1.87382550804E4],"18738,2550804",1009
[DIVADM].[SHAPE_LENG].&[1.88932161888E4],"18893,2161888",10430
[DIVADM].[SHAPE_LENG].&[1.89039800845E4],"18903,9800845",12330
[DIVADM].[SHAPE_LENG].&[1.89200996048E4],"18920,0996048",15808
[DIVADM].[SHAPE_LENG].&[1.89604768755E4],"18960,4768755",15477
[DIVADM].[SHAPE_LENG].&[1.93569725109E4],"19356,9725109",11694
[DIVADM].[SHAPE_LENG].&[1.93756797467E4],"19375,6797467",11301
[DIVADM].[SHAPE_LENG].&[1.9412462804E4],"19412,462804",6840
[DIVADM].[SHAPE_LENG].&[1.94644538815E4],"19464,4538815",14291
[DIVADM].[SHAPE_LENG].&[1.94829165642E4],"19482,9165642",13666
[DIVADM].[SHAPE_LENG].&[1.95139656349E4],"19513,9656349",2149
[DIVADM].[SHAPE_LENG].&[1.95228664019E4],"19522,8664019",29427
[DIVADM].[SHAPE_LENG].&[1.95346538742E4],"19534,6538742",25896
[DIVADM].[SHAPE_LENG].&[1.95425561626E4],"19542,5561626",14463
[DIVADM].[SHAPE_LENG].&[1.95451178762E4],"19545,1178762",53159
[DIVADM].[SHAPE_LENG].&[1.95489980475E4],"19548,9980475",12040
[DIVADM].[SHAPE_LENG].&[1.96393062884E4],"19639,3062884",18513
[DIVADM].[SHAPE_LENG].&[1.97300331616E4],"19730,0331616",723
[DIVADM].[SHAPE_LENG].&[1.97883843933E4],"19788,3843933",1048
[DIVADM].[SHAPE_LENG].&[1.97902777119E4],"19790,2777119",2305
[DIVADM].[SHAPE_LENG].&[1.9808224449E4],"19808,224449",9362
[DIVADM].[SHAPE_LENG].&[1.98158973019E4],"19815,8973019",5601
[DIVADM].[SHAPE_LENG].&[1.99690884185E4],"19969,0884185",22416
[DIVADM].[SHAPE_LENG].&[1.997138456E4],"19971,38456",2708
[DIVADM].[SHAPE_LENG].&[2.0124474326E4],"20124,474326",10611
[DIVADM].[SHAPE_LENG].&[2.01456639259E4],"20145,6639259",8972
[DIVADM].[SHAPE_LENG].&[2.01578531772E4],"20157,8531772",14234
[DIVADM].[SHAPE_LENG].&[2.02596716545E4],"20259,6716545",3016
[DIVADM].[SHAPE_LENG].&[2.02870254084E4],"20287,0254084",11624
[DIVADM].[SHAPE_LENG].&[2.04213424413E4],"20421,3424413",15770
[DIVADM].[SHAPE_LENG].&[2.06228111777E4],"20622,8111777",6197
[DIVADM].[SHAPE_LENG].&[2.0700564519E4],"20700,564519",17825
[DIVADM].[SHAPE_LENG].&[2.07284978365E4],"20728,4978365",20189
[DIVADM].[SHAPE_LENG].&[2.07297099061E4],"20729,7099061",20497
[DIVADM].[SHAPE_LENG].&[2.07547755489E4],"20754,7755489",2943
[DIVADM].[SHAPE_LENG].&[2.08204556737E4],"20820,4556737",8038
[DIVADM].[SHAPE_LENG].&[2.09164537112E4],"20916,4537112",24098
[DIVADM].[SHAPE_LENG].&[2.09697251104E4],"20969,7251104",22452
[DIVADM].[SHAPE_LENG].&[2.10727418874E4],"21072,7418874",218
[DIVADM].[SHAPE_LENG].&[2.1114367165E4],"21114,367165",19043
[DIVADM].[SHAPE_LENG].&[2.11274177713E4],"21127,4177713",35591
[DIVADM].[SHAPE_LENG].&[2.1235316109E4],"21235,316109",1649
[DIVADM].[SHAPE_LENG].&[2.13418557451E4],"21341,8557451",1355
[DIVADM].[SHAPE_LENG].&[2.1534751024E4],"21534,751024",168
[DIVADM].[SHAPE_LENG].&[2.17836863523E4],"21783,6863523",15350
[DIVADM].[SHAPE_LENG].&[2.17938998094E4],"21793,8998094",49894
[DIVADM].[SHAPE_LENG].&[2.19448995713E4],"21944,8995713",47694
[DIVADM].[SHAPE_LENG].&[2.20330981546E4],"22033,0981546",20266
[DIVADM].[SHAPE_LENG].&[2.21432113301E4],"22143,2113301",2472
[DIVADM].[SHAPE_LENG].&[2.21974609118E4],"22197,4609118",3140
[DIVADM].[SHAPE_LENG].&[2.22745195908E4],"22274,5195908",25908
[DIVADM].[SHAPE_LENG].&[2.23229287752E4],"22322,9287752",1255
[DIVADM].[SHAPE_LENG].&[2.23440512944E4],"22344,0512944",25691
[DIVADM].[SHAPE_LENG].&[2.24762816853E4],"22476,2816853",33854
[DIVADM].[SHAPE_LENG].&[2.25643702058E4],"22564,3702058",28447
[DIVADM].[SHAPE_LENG].&[2.26044324333E4],"22604,4324333",20980
[DIVADM].[SHAPE_LENG].&[2.2796213105E4],"22796,213105",5912
[DIVADM].[SHAPE_LENG].&[2.28638355702E4],"22863,8355702",13413
[DIVADM].[SHAPE_LENG].&[2.28871389164E4],"22887,1389164",41927
[DIVADM].[SHAPE_LENG].&[2.31415106029E4],"23141,5106029",8669
[DIVADM].[SHAPE_LENG].&[2.31416765163E4],"23141,6765163",17872
[DIVADM].[SHAPE_LENG].&[2.32165759216E4],"23216,5759216",208
[DIVADM].[SHAPE_LENG].&[2.32262254849E4],"23226,2254849",18987
[DIVADM].[SHAPE_LENG].&[2.33134161783E4],"23313,4161783",27063
[DIVADM].[SHAPE_LENG].&[2.33957876166E4],"23395,7876166",35231
[DIVADM].[SHAPE_LENG].&[2.34184699676E4],"23418,4699676",23020
[DIVADM].[SHAPE_LENG].&[2.34591368561E4],"23459,1368561",26360
[DIVADM].[SHAPE_LENG].&[2.34807356024E4],"23480,7356024",22915
[DIVADM].[SHAPE_LENG].&[2.35246635929E4],"23524,6635929",4501
[DIVADM].[SHAPE_LENG].&[2.36242981792E4],"23624,2981792",10371
[DIVADM].[SHAPE_LENG].&[2.3671409228E4],"23671,409228",17766
[DIVADM].[SHAPE_LENG].&[2.37817555746E4],"23781,7555746",10280
[DIVADM].[SHAPE_LENG].&[2.38335008178E4],"23833,5008178",26509
[DIVADM].[SHAPE_LENG].&[2.39288132311E4],"23928,8132311",17302
[DIVADM].[SHAPE_LENG].&[2.41929088328E4],"24192,9088328",22270
[DIVADM].[SHAPE_LENG].&[2.42325967692E4],"24232,5967692",14360
[DIVADM].[SHAPE_LENG].&[2.4309539643E4],"24309,539643",1918
[DIVADM].[SHAPE_LENG].&[2.43097639617E4],"24309,7639617",8303
[DIVADM].[SHAPE_LENG].&[2.43228907617E4],"24322,8907617",14163
[DIVADM].[SHAPE_LENG].&[2.45473433893E4],"24547,3433893",3240
[DIVADM].[SHAPE_LENG].&[2.46068364784E4],"24606,8364784",2853
[DIVADM].[SHAPE_LENG].&[2.46681301261E4],"24668,1301261",16168
[DIVADM].[SHAPE_LENG].&[2.46809631922E4],"24680,9631922",1397
[DIVADM].[SHAPE_LENG].&[2.47460933606E4],"24746,0933606",4657
[DIVADM].[SHAPE_LENG].&[2.48871249545E4],"24887,1249545",23906
[DIVADM].[SHAPE_LENG].&[2.50156053417E4],"25015,6053417",9118
[DIVADM].[SHAPE_LENG].&[2.5079176723E4],"25079,176723",2466
[DIVADM].[SHAPE_LENG].&[2.50936787604E4],"25093,6787604",4957
[DIVADM].[SHAPE_LENG].&[2.51088041952E4],"25108,8041952",14932
[DIVADM].[SHAPE_LENG].&[2.51267549013E4],"25126,7549013",20591
[DIVADM].[SHAPE_LENG].&[2.53210646266E4],"25321,0646266",2457
[DIVADM].[SHAPE_LENG].&[2.53540751653E4],"25354,0751653",589
[DIVADM].[SHAPE_LENG].&[2.54563811906E4],"25456,3811906",4559
[DIVADM].[SHAPE_LENG].&[2.5468376424E4],"25468,376424",16678
[DIVADM].[SHAPE_LENG].&[2.56510047205E4],"25651,0047205",21446
[DIVADM].[SHAPE_LENG].&[2.57123239929E4],"25712,3239929",14707
[DIVADM].[SHAPE_LENG].&[2.58461915128E4],"25846,1915128",356
[DIVADM].[SHAPE_LENG].&[2.58572230447E4],"25857,2230447",2049
[DIVADM].[SHAPE_LENG].&[2.59104219063E4],"25910,4219063",3784
[DIVADM].[SHAPE_LENG].&[2.60108350449E4],"26010,8350449",23186
[DIVADM].[SHAPE_LENG].&[2.6077511832E4],"26077,511832",7879
[DIVADM].[SHAPE_LENG].&[2.61896191709E4],"26189,6191709",5992
[DIVADM].[SHAPE_LENG].&[2.62558091138E4],"26255,8091138",8360
[DIVADM].[SHAPE_LENG].&[2.64313541552E4],"26431,3541552",3503
[DIVADM].[SHAPE_LENG].&[2.6538593784E4],"26538,593784",18069
[DIVADM].[SHAPE_LENG].&[2.65497120751E4],"26549,7120751",4084
[DIVADM].[SHAPE_LENG].&[2.66360892173E4],"26636,0892173",15221
[DIVADM].[SHAPE_LENG].&[2.66973830537E4],"26697,3830537",1829
[DIVADM].[SHAPE_LENG].&[2.6710920483E4],"26710,920483",8997
[DIVADM].[SHAPE_LENG].&[2.6719263121E4],"26719,263121",14427
[DIVADM].[SHAPE_LENG].&[2.67242158563E4],"26724,2158563",12071
[DIVADM].[SHAPE_LENG].&[2.67243268346E4],"26724,3268346",19683
[DIVADM].[SHAPE_LENG].&[2.67386313711E4],"26738,6313711",8830
[DIVADM].[SHAPE_LENG].&[2.67858742265E4],"26785,8742265",15417
[DIVADM].[SHAPE_LENG].&[2.68049468897E4],"26804,9468897",11752
[DIVADM].[SHAPE_LENG].&[2.68514754836E4],"26851,4754836",7529
[DIVADM].[SHAPE_LENG].&[2.69300719157E4],"26930,0719157",5403
[DIVADM].[SHAPE_LENG].&[2.69374577733E4],"26937,4577733",370
[DIVADM].[SHAPE_LENG].&[2.72230869339E4],"27223,0869339",12070
[DIVADM].[SHAPE_LENG].&[2.72430204952E4],"27243,0204952",21760
[DIVADM].[SHAPE_LENG].&[2.72969760697E4],"27296,9760697",11472
[DIVADM].[SHAPE_LENG].&[2.73964400024E4],"27396,4400024",1150
[DIVADM].[SHAPE_LENG].&[2.74022329769E4],"27402,2329769",2474
[DIVADM].[SHAPE_LENG].&[2.76993716897E4],"27699,3716897",12627
[DIVADM].[SHAPE_LENG].&[2.79101894621E4],"27910,1894621",3016
[DIVADM].[SHAPE_LENG].&[2.79900472274E4],"27990,0472274",2197
[DIVADM].[SHAPE_LENG].&[2.81829374773E4],"28182,9374773",11378
[DIVADM].[SHAPE_LENG].&[2.82729879733E4],"28272,9879733",763
[DIVADM].[SHAPE_LENG].&[2.83521095116E4],"28352,1095116",10784
[DIVADM].[SHAPE_LENG].&[2.83850783905E4],"28385,0783905",13832
[DIVADM].[SHAPE_LENG].&[2.845525406E4],"28455,25406",464
[DIVADM].[SHAPE_LENG].&[2.85374042312E4],"28537,4042312",9031
[DIVADM].[SHAPE_LENG].&[2.85929305118E4],"28592,9305118",22170
[DIVADM].[SHAPE_LENG].&[2.87976553468E4],"28797,6553468",25767
[DIVADM].[SHAPE_LENG].&[2.88460683755E4],"28846,0683755",13496
[DIVADM].[SHAPE_LENG].&[2.89060360525E4],"28906,0360525",8145
[DIVADM].[SHAPE_LENG].&[2.90175550943E4],"29017,5550943",29439
[DIVADM].[SHAPE_LENG].&[2.90367741393E4],"29036,7741393",2154
[DIVADM].[SHAPE_LENG].&[2.92604180522E4],"29260,4180522",4940
[DIVADM].[SHAPE_LENG].&[2.93349972084E4],"29334,9972084",5551
[DIVADM].[SHAPE_LENG].&[2.94452744221E4],"29445,2744221",6001
[DIVADM].[SHAPE_LENG].&[2.94614182997E4],"29461,4182997",4333
[DIVADM].[SHAPE_LENG].&[2.94729773086E4],"29472,9773086",20675
[DIVADM].[SHAPE_LENG].&[2.9554039812E4],"29554,039812",10933
[DIVADM].[SHAPE_LENG].&[2.95796755097E4],"29579,6755097",11467
[DIVADM].[SHAPE_LENG].&[2.96354299511E4],"29635,4299511",11599
[DIVADM].[SHAPE_LENG].&[2.9672984843E4],"29672,984843",17083
[DIVADM].[SHAPE_LENG].&[2.97485492876E4],"29748,5492876",6336
[DIVADM].[SHAPE_LENG].&[2.98703245731E4],"29870,3245731",24918
[DIVADM].[SHAPE_LENG].&[2.98758326494E4],"29875,8326494",1817
[DIVADM].[SHAPE_LENG].&[3.00308149298E4],"30030,8149298",8043
[DIVADM].[SHAPE_LENG].&[3.00770230374E4],"30077,0230374",28007
[DIVADM].[SHAPE_LENG].&[3.01747919764E4],"30174,7919764",26315
[DIVADM].[SHAPE_LENG].&[3.01950537573E4],"30195,0537573",9640
[DIVADM].[SHAPE_LENG].&[3.02149342971E4],"30214,9342971",15543
[DIVADM].[SHAPE_LENG].&[3.02431549689E4],"30243,1549689",5173
[DIVADM].[SHAPE_LENG].&[3.04602285675E4],"30460,2285675",13711
[DIVADM].[SHAPE_LENG].&[3.05257149389E4],"30525,7149389",6931
[DIVADM].[SHAPE_LENG].&[3.06794430424E4],"30679,4430424",10461
[DIVADM].[SHAPE_LENG].&[3.07308712637E4],"30730,8712637",640
[DIVADM].[SHAPE_LENG].&[3.08701224798E4],"30870,1224798",16592
[DIVADM].[SHAPE_LENG].&[3.08726693923E4],"30872,6693923",6954
[DIVADM].[SHAPE_LENG].&[3.09046701875E4],"30904,6701875",22639
[DIVADM].[SHAPE_LENG].&[3.09304978139E4],"30930,4978139",1544
[DIVADM].[SHAPE_LENG].&[3.11109290375E4],"31110,9290375",16183
[DIVADM].[SHAPE_LENG].&[3.12576136897E4],"31257,6136897",3796
[DIVADM].[SHAPE_LENG].&[3.15874519407E4],"31587,4519407",8666
[DIVADM].[SHAPE_LENG].&[3.16432577386E4],"31643,2577386",13956
[DIVADM].[SHAPE_LENG].&[3.16620021363E4],"31662,0021363",29484
[DIVADM].[SHAPE_LENG].&[3.16972423113E4],"31697,2423113",7934
[DIVADM].[SHAPE_LENG].&[3.17477887938E4],"31747,7887938",19393
[DIVADM].[SHAPE_LENG].&[3.17679760629E4],"31767,9760629",19151
[DIVADM].[SHAPE_LENG].&[3.19081482824E4],"31908,1482824",317
[DIVADM].[SHAPE_LENG].&[3.19896114451E4],"31989,6114451",12209
[DIVADM].[SHAPE_LENG].&[3.20735016857E4],"32073,5016857",5862
[DIVADM].[SHAPE_LENG].&[3.20804924895E4],"32080,4924895",44129
[DIVADM].[SHAPE_LENG].&[3.22941848404E4],"32294,1848404",2264
[DIVADM].[SHAPE_LENG].&[3.23980036157E4],"32398,0036157",23002
[DIVADM].[SHAPE_LENG].&[3.24523777328E4],"32452,3777328",3749
[DIVADM].[SHAPE_LENG].&[3.248448172E4],"32484,48172",3612
[DIVADM].[SHAPE_LENG].&[3.25813484381E4],"32581,3484381",7169
[DIVADM].[SHAPE_LENG].&[3.27078167777E4],"32707,8167777",6494
[DIVADM].[SHAPE_LENG].&[3.28019457007E4],"32801,9457007",12021
[DIVADM].[SHAPE_LENG].&[3.28089995587E4],"32808,9995587",9473
[DIVADM].[SHAPE_LENG].&[3.28537106616E4],"32853,7106616",24450
[DIVADM].[SHAPE_LENG].&[3.29517083941E4],"32951,7083941",24518
[DIVADM].[SHAPE_LENG].&[3.30052718929E4],"33005,2718929",87
[DIVADM].[SHAPE_LENG].&[3.30186907204E4],"33018,6907204",1763
[DIVADM].[SHAPE_LENG].&[3.31105100048E4],"33110,5100048",8528
[DIVADM].[SHAPE_LENG].&[3.31626963624E4],"33162,6963624",4984
[DIVADM].[SHAPE_LENG].&[3.33884705325E4],"33388,4705325",10251
[DIVADM].[SHAPE_LENG].&[3.34019434891E4],"33401,9434891",27787
[DIVADM].[SHAPE_LENG].&[3.34218490161E4],"33421,8490161",7873
[DIVADM].[SHAPE_LENG].&[3.34284836031E4],"33428,4836031",664
[DIVADM].[SHAPE_LENG].&[3.35712356653E4],"33571,2356653",3212
[DIVADM].[SHAPE_LENG].&[3.3640664455E4],"33640,664455",6811
[DIVADM].[SHAPE_LENG].&[3.3701694726E4],"33701,694726",14724
[DIVADM].[SHAPE_LENG].&[3.38012779076E4],"33801,2779076",74
[DIVADM].[SHAPE_LENG].&[3.38351791275E4],"33835,1791275",5567
[DIVADM].[SHAPE_LENG].&[3.38780004199E4],"33878,0004199",16363
[DIVADM].[SHAPE_LENG].&[3.4210460938E4],"34210,460938",12601
[DIVADM].[SHAPE_LENG].&[3.4292169631E4],"34292,169631",5448
[DIVADM].[SHAPE_LENG].&[3.45013372419E4],"34501,3372419",24411
[DIVADM].[SHAPE_LENG].&[3.45718375538E4],"34571,8375538",897
[DIVADM].[SHAPE_LENG].&[3.46488438515E4],"34648,8438515",1162
[DIVADM].[SHAPE_LENG].&[3.47961303485E4],"34796,1303485",2764
[DIVADM].[SHAPE_LENG].&[3.50511866593E4],"35051,1866593",1411
[DIVADM].[SHAPE_LENG].&[3.50556506612E4],"35055,6506612",4299
[DIVADM].[SHAPE_LENG].&[3.51084115201E4],"35108,4115201",491
[DIVADM].[SHAPE_LENG].&[3.53100821422E4],"35310,0821422",18245
[DIVADM].[SHAPE_LENG].&[3.53709400319E4],"35370,9400319",4711
[DIVADM].[SHAPE_LENG].&[3.54222938127E4],"35422,2938127",381
[DIVADM].[SHAPE_LENG].&[3.54241823114E4],"35424,1823114",42404
[DIVADM].[SHAPE_LENG].&[3.54841232006E4],"35484,1232006",5243
[DIVADM].[SHAPE_LENG].&[3.55588175296E4],"35558,8175296",4165
[DIVADM].[SHAPE_LENG].&[3.58732477909E4],"35873,2477909",25725
[DIVADM].[SHAPE_LENG].&[3.58927215661E4],"35892,7215661",4511
[DIVADM].[SHAPE_LENG].&[3.5982372495E4],"35982,372495",10031
[DIVADM].[SHAPE_LENG].&[3.60237794459E4],"36023,7794459",368
[DIVADM].[SHAPE_LENG].&[3.60534376003E4],"36053,4376003",7931
[DIVADM].[SHAPE_LENG].&[3.61071916325E4],"36107,1916325",9280
[DIVADM].[SHAPE_LENG].&[3.6113310362E4],"36113,310362",15440
[DIVADM].[SHAPE_LENG].&[3.62471329837E4],"36247,1329837",21948
[DIVADM].[SHAPE_LENG].&[3.6445864392E4],"36445,864392",8823
[DIVADM].[SHAPE_LENG].&[3.67389968892E4],"36738,9968892",28120
[DIVADM].[SHAPE_LENG].&[3.6782885644E4],"36782,885644",393
[DIVADM].[SHAPE_LENG].&[3.68707151054E4],"36870,7151054",2818
[DIVADM].[SHAPE_LENG].&[3.68924808562E4],"36892,4808562",11148
[DIVADM].[SHAPE_LENG].&[3.70031436039E4],"37003,1436039",11571
[DIVADM].[SHAPE_LENG].&[3.70936963789E4],"37093,6963789",13723
[DIVADM].[SHAPE_LENG].&[3.71103948926E4],"37110,3948926",17487
[DIVADM].[SHAPE_LENG].&[3.72535688609E4],"37253,5688609",2204
[DIVADM].[SHAPE_LENG].&[3.72587885702E4],"37258,7885702",4715
[DIVADM].[SHAPE_LENG].&[3.72835413919E4],"37283,5413919",6242
[DIVADM].[SHAPE_LENG].&[3.74787749734E4],"37478,7749734",2003
[DIVADM].[SHAPE_LENG].&[3.76172424349E4],"37617,2424349",2766
[DIVADM].[SHAPE_LENG].&[3.77852421121E4],"37785,2421121",1227
[DIVADM].[SHAPE_LENG].&[3.77874616844E4],"37787,4616844",30792
[DIVADM].[SHAPE_LENG].&[3.80164744601E4],"38016,4744601",323
[DIVADM].[SHAPE_LENG].&[3.80307426997E4],"38030,7426997",7295
[DIVADM].[SHAPE_LENG].&[3.8042125269E4],"38042,125269",11713
[DIVADM].[SHAPE_LENG].&[3.82685399529E4],"38268,5399529",3611
[DIVADM].[SHAPE_LENG].&[3.82967832352E4],"38296,7832352",871
[DIVADM].[SHAPE_LENG].&[3.83280282262E4],"38328,0282262",1424
[DIVADM].[SHAPE_LENG].&[3.84032787002E4],"38403,2787002",25091
[DIVADM].[SHAPE_LENG].&[3.8596193493E4],"38596,193493",21594
[DIVADM].[SHAPE_LENG].&[3.87139833278E4],"38713,9833278",5071
[DIVADM].[SHAPE_LENG].&[3.88818442152E4],"38881,8442152",7682
[DIVADM].[SHAPE_LENG].&[3.89683028102E4],"38968,3028102",7629
[DIVADM].[SHAPE_LENG].&[3.90837649852E4],"39083,7649852",118
[DIVADM].[SHAPE_LENG].&[3.910774253E4],"39107,74253",6310
[DIVADM].[SHAPE_LENG].&[3.92278323456E4],"39227,8323456",7401
[DIVADM].[SHAPE_LENG].&[3.92675760108E4],"39267,5760108",18135
[DIVADM].[SHAPE_LENG].&[3.93982627464E4],"39398,2627464",4800
