[DIVADM].[OBJECTID_1].[OBJECTID_1].[MEMBER_UNIQUE_NAME],[DIVADM].[OBJECTID_1].[OBJECTID_1].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[OBJECTID_1].&[1545],1545,10280
[DIVADM].[OBJECTID_1].&[1546],1546,18135
[DIVADM].[OBJECTID_1].&[1547],1547,4940
[DIVADM].[OBJECTID_1].&[1548],1548,4711
[DIVADM].[OBJECTID_1].&[1549],1549,798
[DIVADM].[OBJECTID_1].&[1550],1550,20047
[DIVADM].[OBJECTID_1].&[1551],1551,587
[DIVADM].[OBJECTID_1].&[1552],1552,551
[DIVADM].[OBJECTID_1].&[1553],1553,12040
[DIVADM].[OBJECTID_1].&[1554],1554,8137
[DIVADM].[OBJECTID_1].&[1555],1555,10821
[DIVADM].[OBJECTID_1].&[1556],1556,2286
[DIVADM].[OBJECTID_1].&[1557],1557,12660
[DIVADM].[OBJECTID_1].&[1558],1558,3676
[DIVADM].[OBJECTID_1].&[1559],1559,15563
[DIVADM].[OBJECTID_1].&[1560],1560,30806
[DIVADM].[OBJECTID_1].&[1561],1561,26882
[DIVADM].[OBJECTID_1].&[1562],1562,25205
[DIVADM].[OBJECTID_1].&[1563],1563,32711
[DIVADM].[OBJECTID_1].&[1564],1564,11717
[DIVADM].[OBJECTID_1].&[1565],1565,25691
[DIVADM].[OBJECTID_1].&[1566],1566,1808
[DIVADM].[OBJECTID_1].&[1567],1567,1198
[DIVADM].[OBJECTID_1].&[1568],1568,2325
[DIVADM].[OBJECTID_1].&[1569],1569,1525
[DIVADM].[OBJECTID_1].&[1570],1570,1029
[DIVADM].[OBJECTID_1].&[1571],1571,12172
[DIVADM].[OBJECTID_1].&[1572],1572,5277
[DIVADM].[OBJECTID_1].&[1573],1573,9025
[DIVADM].[OBJECTID_1].&[1574],1574,425
[DIVADM].[OBJECTID_1].&[1575],1575,3170
[DIVADM].[OBJECTID_1].&[1576],1576,11571
[DIVADM].[OBJECTID_1].&[1577],1577,15421
[DIVADM].[OBJECTID_1].&[1578],1578,4008
[DIVADM].[OBJECTID_1].&[1579],1579,3006
[DIVADM].[OBJECTID_1].&[1580],1580,7418
[DIVADM].[OBJECTID_1].&[1581],1581,2136
[DIVADM].[OBJECTID_1].&[1582],1582,25210
[DIVADM].[OBJECTID_1].&[1583],1583,12413
[DIVADM].[OBJECTID_1].&[1584],1584,6991
[DIVADM].[OBJECTID_1].&[1585],1585,9866
[DIVADM].[OBJECTID_1].&[1586],1586,1276
[DIVADM].[OBJECTID_1].&[1587],1587,11057
[DIVADM].[OBJECTID_1].&[1588],1588,2523
[DIVADM].[OBJECTID_1].&[1589],1589,21760
[DIVADM].[OBJECTID_1].&[1590],1590,14360
[DIVADM].[OBJECTID_1].&[1591],1591,2466
[DIVADM].[OBJECTID_1].&[1592],1592,38907
[DIVADM].[OBJECTID_1].&[1593],1593,31913
[DIVADM].[OBJECTID_1].&[1594],1594,20880
[DIVADM].[OBJECTID_1].&[1595],1595,29052
[DIVADM].[OBJECTID_1].&[1596],1596,47694
[DIVADM].[OBJECTID_1].&[1597],1597,35739
[DIVADM].[OBJECTID_1].&[1598],1598,17083
[DIVADM].[OBJECTID_1].&[1599],1599,15219
[DIVADM].[OBJECTID_1].&[1600],1600,19134
[DIVADM].[OBJECTID_1].&[1601],1601,28155
[DIVADM].[OBJECTID_1].&[1602],1602,2869
[DIVADM].[OBJECTID_1].&[1603],1603,2439
[DIVADM].[OBJECTID_1].&[1604],1604,326
[DIVADM].[OBJECTID_1].&[1605],1605,3599
[DIVADM].[OBJECTID_1].&[1606],1606,4715
[DIVADM].[OBJECTID_1].&[1607],1607,22073
[DIVADM].[OBJECTID_1].&[1608],1608,710
[DIVADM].[OBJECTID_1].&[1609],1609,3069
[DIVADM].[OBJECTID_1].&[1610],1610,2944
[DIVADM].[OBJECTID_1].&[1611],1611,956
[DIVADM].[OBJECTID_1].&[1612],1612,2092
[DIVADM].[OBJECTID_1].&[1613],1613,220
[DIVADM].[OBJECTID_1].&[1614],1614,9223
[DIVADM].[OBJECTID_1].&[1615],1615,1186
[DIVADM].[OBJECTID_1].&[1616],1616,1156
[DIVADM].[OBJECTID_1].&[1617],1617,661
[DIVADM].[OBJECTID_1].&[1618],1618,354
[DIVADM].[OBJECTID_1].&[1619],1619,1069
[DIVADM].[OBJECTID_1].&[1620],1620,9647
[DIVADM].[OBJECTID_1].&[1621],1621,627
[DIVADM].[OBJECTID_1].&[1622],1622,809
[DIVADM].[OBJECTID_1].&[1623],1623,4489
[DIVADM].[OBJECTID_1].&[1624],1624,1597
[DIVADM].[OBJECTID_1].&[1625],1625,4838
[DIVADM].[OBJECTID_1].&[1626],1626,11038
[DIVADM].[OBJECTID_1].&[1627],1627,889
[DIVADM].[OBJECTID_1].&[1628],1628,1884
[DIVADM].[OBJECTID_1].&[1629],1629,3256
[DIVADM].[OBJECTID_1].&[1630],1630,1981
[DIVADM].[OBJECTID_1].&[1631],1631,4761
[DIVADM].[OBJECTID_1].&[1632],1632,462
[DIVADM].[OBJECTID_1].&[1633],1633,1538
[DIVADM].[OBJECTID_1].&[1634],1634,2200
[DIVADM].[OBJECTID_1].&[1635],1635,9601
[DIVADM].[OBJECTID_1].&[1636],1636,1084
[DIVADM].[OBJECTID_1].&[1637],1637,901
[DIVADM].[OBJECTID_1].&[1638],1638,266
[DIVADM].[OBJECTID_1].&[1639],1639,1154
[DIVADM].[OBJECTID_1].&[1640],1640,9052
[DIVADM].[OBJECTID_1].&[1641],1641,27063
[DIVADM].[OBJECTID_1].&[1642],1642,363
[DIVADM].[OBJECTID_1].&[1643],1643,10142
[DIVADM].[OBJECTID_1].&[1644],1644,640
[DIVADM].[OBJECTID_1].&[1645],1645,8972
[DIVADM].[OBJECTID_1].&[1646],1646,4818
[DIVADM].[OBJECTID_1].&[1647],1647,4501
[DIVADM].[OBJECTID_1].&[1648],1648,2197
[DIVADM].[OBJECTID_1].&[1649],1649,2472
[DIVADM].[OBJECTID_1].&[1650],1650,16457
[DIVADM].[OBJECTID_1].&[1651],1651,475
[DIVADM].[OBJECTID_1].&[1652],1652,1025
[DIVADM].[OBJECTID_1].&[1653],1653,6777
[DIVADM].[OBJECTID_1].&[1654],1654,18128
[DIVADM].[OBJECTID_1].&[1655],1655,748
[DIVADM].[OBJECTID_1].&[1656],1656,2220
[DIVADM].[OBJECTID_1].&[1657],1657,4220
[DIVADM].[OBJECTID_1].&[1658],1658,2177
[DIVADM].[OBJECTID_1].&[1659],1659,7397
[DIVADM].[OBJECTID_1].&[1660],1660,3212
[DIVADM].[OBJECTID_1].&[1661],1661,30792
[DIVADM].[OBJECTID_1].&[1662],1662,9983
[DIVADM].[OBJECTID_1].&[1663],1663,3700
[DIVADM].[OBJECTID_1].&[1664],1664,9087
[DIVADM].[OBJECTID_1].&[1665],1665,29439
[DIVADM].[OBJECTID_1].&[1666],1666,21885
[DIVADM].[OBJECTID_1].&[1667],1667,16411
[DIVADM].[OBJECTID_1].&[1668],1668,22666
[DIVADM].[OBJECTID_1].&[1669],1669,24063
[DIVADM].[OBJECTID_1].&[1670],1670,2474
[DIVADM].[OBJECTID_1].&[1671],1671,7518
[DIVADM].[OBJECTID_1].&[1672],1672,573
[DIVADM].[OBJECTID_1].&[1673],1673,617
[DIVADM].[OBJECTID_1].&[1674],1674,13443
[DIVADM].[OBJECTID_1].&[1675],1675,14419
[DIVADM].[OBJECTID_1].&[1676],1676,2648
[DIVADM].[OBJECTID_1].&[1677],1677,4812
[DIVADM].[OBJECTID_1].&[1678],1678,12152
[DIVADM].[OBJECTID_1].&[1679],1679,238
[DIVADM].[OBJECTID_1].&[1680],1680,529
[DIVADM].[OBJECTID_1].&[1681],1681,8124
[DIVADM].[OBJECTID_1].&[1682],1682,9118
[DIVADM].[OBJECTID_1].&[1683],1683,24411
[DIVADM].[OBJECTID_1].&[1684],1684,14291
[DIVADM].[OBJECTID_1].&[1685],1685,35972
[DIVADM].[OBJECTID_1].&[1686],1686,39031
[DIVADM].[OBJECTID_1].&[1687],1687,31562
[DIVADM].[OBJECTID_1].&[1688],1688,27826
[DIVADM].[OBJECTID_1].&[1689],1689,21236
[DIVADM].[OBJECTID_1].&[1690],1690,33038
[DIVADM].[OBJECTID_1].&[1691],1691,5912
[DIVADM].[OBJECTID_1].&[1692],1692,7138
[DIVADM].[OBJECTID_1].&[1693],1693,2953
[DIVADM].[OBJECTID_1].&[1694],1694,4800
[DIVADM].[OBJECTID_1].&[1695],1695,4252
[DIVADM].[OBJECTID_1].&[1696],1696,9791
[DIVADM].[OBJECTID_1].&[1697],1697,16934
[DIVADM].[OBJECTID_1].&[1698],1698,11465
[DIVADM].[OBJECTID_1].&[1699],1699,1975
[DIVADM].[OBJECTID_1].&[1700],1700,478
[DIVADM].[OBJECTID_1].&[1701],1701,18987
[DIVADM].[OBJECTID_1].&[1702],1702,22270
[DIVADM].[OBJECTID_1].&[1703],1703,8830
[DIVADM].[OBJECTID_1].&[1704],1704,11713
[DIVADM].[OBJECTID_1].&[1705],1705,1829
[DIVADM].[OBJECTID_1].&[1706],1706,21017
[DIVADM].[OBJECTID_1].&[1707],1707,4957
[DIVADM].[OBJECTID_1].&[1708],1708,30081
[DIVADM].[OBJECTID_1].&[1709],1709,2497
[DIVADM].[OBJECTID_1].&[1710],1710,7879
[DIVADM].[OBJECTID_1].&[1711],1711,6440
[DIVADM].[OBJECTID_1].&[1712],1712,10031
[DIVADM].[OBJECTID_1].&[1713],1713,4084
[DIVADM].[OBJECTID_1].&[1714],1714,78
[DIVADM].[OBJECTID_1].&[1715],1715,4589
[DIVADM].[OBJECTID_1].&[1716],1716,238
[DIVADM].[OBJECTID_1].&[1717],1717,7629
[DIVADM].[OBJECTID_1].&[1718],1718,5203
[DIVADM].[OBJECTID_1].&[1719],1719,705
[DIVADM].[OBJECTID_1].&[1720],1720,1451
[DIVADM].[OBJECTID_1].&[1721],1721,2597
[DIVADM].[OBJECTID_1].&[1722],1722,1074
[DIVADM].[OBJECTID_1].&[1723],1723,15018
[DIVADM].[OBJECTID_1].&[1724],1724,15567
[DIVADM].[OBJECTID_1].&[1725],1725,32553
[DIVADM].[OBJECTID_1].&[1726],1726,2154
[DIVADM].[OBJECTID_1].&[1727],1727,1680
[DIVADM].[OBJECTID_1].&[1728],1728,5351
[DIVADM].[OBJECTID_1].&[1729],1729,4831
[DIVADM].[OBJECTID_1].&[1730],1730,57596
[DIVADM].[OBJECTID_1].&[1731],1731,3509
[DIVADM].[OBJECTID_1].&[1732],1732,23277
[DIVADM].[OBJECTID_1].&[1733],1733,28499
[DIVADM].[OBJECTID_1].&[1734],1734,13505
[DIVADM].[OBJECTID_1].&[1735],1735,1794
[DIVADM].[OBJECTID_1].&[1736],1736,381
[DIVADM].[OBJECTID_1].&[1737],1737,20242
[DIVADM].[OBJECTID_1].&[1738],1738,3697
[DIVADM].[OBJECTID_1].&[1739],1739,5957
[DIVADM].[OBJECTID_1].&[1740],1740,1883
[DIVADM].[OBJECTID_1].&[1741],1741,18055
[DIVADM].[OBJECTID_1].&[1742],1742,14972
[DIVADM].[OBJECTID_1].&[1743],1743,20980
[DIVADM].[OBJECTID_1].&[1744],1744,17825
[DIVADM].[OBJECTID_1].&[1745],1745,14163
[DIVADM].[OBJECTID_1].&[1746],1746,671
[DIVADM].[OBJECTID_1].&[1747],1747,5327
[DIVADM].[OBJECTID_1].&[1748],1748,4973
[DIVADM].[OBJECTID_1].&[1749],1749,16322
[DIVADM].[OBJECTID_1].&[1750],1750,24098
[DIVADM].[OBJECTID_1].&[1751],1751,12163
[DIVADM].[OBJECTID_1].&[1752],1752,14811
[DIVADM].[OBJECTID_1].&[1753],1753,45054
[DIVADM].[OBJECTID_1].&[1754],1754,16683
[DIVADM].[OBJECTID_1].&[1755],1755,39901
[DIVADM].[OBJECTID_1].&[1756],1756,6806
[DIVADM].[OBJECTID_1].&[1757],1757,5295
[DIVADM].[OBJECTID_1].&[1758],1758,450
[DIVADM].[OBJECTID_1].&[1759],1759,2457
[DIVADM].[OBJECTID_1].&[1760],1760,37450
[DIVADM].[OBJECTID_1].&[1761],1761,2708
[DIVADM].[OBJECTID_1].&[1762],1762,3246
[DIVADM].[OBJECTID_1].&[1763],1763,14463
[DIVADM].[OBJECTID_1].&[1764],1764,1162
[DIVADM].[OBJECTID_1].&[1765],1765,3227
[DIVADM].[OBJECTID_1].&[1766],1766,2520
[DIVADM].[OBJECTID_1].&[1767],1767,2464
[DIVADM].[OBJECTID_1].&[1768],1768,464
[DIVADM].[OBJECTID_1].&[1769],1769,1227
[DIVADM].[OBJECTID_1].&[1770],1770,468
[DIVADM].[OBJECTID_1].&[1771],1771,1665
[DIVADM].[OBJECTID_1].&[1772],1772,1991
[DIVADM].[OBJECTID_1].&[1773],1773,11752
[DIVADM].[OBJECTID_1].&[1774],1774,7778
[DIVADM].[OBJECTID_1].&[1775],1775,2360
[DIVADM].[OBJECTID_1].&[1776],1776,29554
[DIVADM].[OBJECTID_1].&[1777],1777,2943
[DIVADM].[OBJECTID_1].&[1778],1778,13956
[DIVADM].[OBJECTID_1].&[1779],1779,22970
[DIVADM].[OBJECTID_1].&[1780],1780,14724
[DIVADM].[OBJECTID_1].&[1781],1781,17872
[DIVADM].[OBJECTID_1].&[1782],1782,27787
[DIVADM].[OBJECTID_1].&[1783],1783,9640
[DIVADM].[OBJECTID_1].&[1784],1784,37386
[DIVADM].[OBJECTID_1].&[1785],1785,47124
[DIVADM].[OBJECTID_1].&[1786],1786,17313
[DIVADM].[OBJECTID_1].&[1787],1787,20350
[DIVADM].[OBJECTID_1].&[1788],1788,18332
[DIVADM].[OBJECTID_1].&[1789],1789,22801
[DIVADM].[OBJECTID_1].&[1790],1790,23276
[DIVADM].[OBJECTID_1].&[1791],1791,15622
[DIVADM].[OBJECTID_1].&[1792],1792,6060
[DIVADM].[OBJECTID_1].&[1793],1793,2817
[DIVADM].[OBJECTID_1].&[1794],1794,589
[DIVADM].[OBJECTID_1].&[1795],1795,587
[DIVADM].[OBJECTID_1].&[1796],1796,2411
[DIVADM].[OBJECTID_1].&[1797],1797,2236
[DIVADM].[OBJECTID_1].&[1798],1798,407
[DIVADM].[OBJECTID_1].&[1799],1799,4995
[DIVADM].[OBJECTID_1].&[1800],1800,5176
[DIVADM].[OBJECTID_1].&[1801],1801,526
[DIVADM].[OBJECTID_1].&[1802],1802,1064
[DIVADM].[OBJECTID_1].&[1803],1803,23464
[DIVADM].[OBJECTID_1].&[1804],1804,766
[DIVADM].[OBJECTID_1].&[1805],1805,14457
[DIVADM].[OBJECTID_1].&[1806],1806,9313
[DIVADM].[OBJECTID_1].&[1807],1807,8360
[DIVADM].[OBJECTID_1].&[1808],1808,3314
[DIVADM].[OBJECTID_1].&[1809],1809,28447
[DIVADM].[OBJECTID_1].&[1810],1810,2048
[DIVADM].[OBJECTID_1].&[1811],1811,2764
[DIVADM].[OBJECTID_1].&[1812],1812,2036
[DIVADM].[OBJECTID_1].&[1813],1813,17692
[DIVADM].[OBJECTID_1].&[1814],1814,18900
[DIVADM].[OBJECTID_1].&[1815],1815,1211
[DIVADM].[OBJECTID_1].&[1816],1816,19067
[DIVADM].[OBJECTID_1].&[1817],1817,606
[DIVADM].[OBJECTID_1].&[1818],1818,4315
[DIVADM].[OBJECTID_1].&[1819],1819,929
[DIVADM].[OBJECTID_1].&[1820],1820,1673
[DIVADM].[OBJECTID_1].&[1821],1821,4141
[DIVADM].[OBJECTID_1].&[1822],1822,7023
[DIVADM].[OBJECTID_1].&[1823],1823,28006
[DIVADM].[OBJECTID_1].&[1824],1824,6001
[DIVADM].[OBJECTID_1].&[1825],1825,21188
[DIVADM].[OBJECTID_1].&[1826],1826,4485
[DIVADM].[OBJECTID_1].&[1827],1827,14418
[DIVADM].[OBJECTID_1].&[1828],1828,16403
[DIVADM].[OBJECTID_1].&[1829],1829,8100
[DIVADM].[OBJECTID_1].&[1830],1830,22121
[DIVADM].[OBJECTID_1].&[1831],1831,8528
[DIVADM].[OBJECTID_1].&[1832],1832,8303
[DIVADM].[OBJECTID_1].&[1833],1833,9285
[DIVADM].[OBJECTID_1].&[1834],1834,31429
[DIVADM].[OBJECTID_1].&[1835],1835,9964
[DIVADM].[OBJECTID_1].&[1836],1836,66906
[DIVADM].[OBJECTID_1].&[1837],1837,31853
[DIVADM].[OBJECTID_1].&[1838],1838,469
[DIVADM].[OBJECTID_1].&[1839],1839,7666
[DIVADM].[OBJECTID_1].&[1840],1840,1991
[DIVADM].[OBJECTID_1].&[1841],1841,4923
[DIVADM].[OBJECTID_1].&[1842],1842,3302
[DIVADM].[OBJECTID_1].&[1843],1843,215
[DIVADM].[OBJECTID_1].&[1844],1844,54019
[DIVADM].[OBJECTID_1].&[1845],1845,14236
[DIVADM].[OBJECTID_1].&[1846],1846,4518
[DIVADM].[OBJECTID_1].&[1847],1847,12021
[DIVADM].[OBJECTID_1].&[1848],1848,1918
[DIVADM].[OBJECTID_1].&[1849],1849,4559
[DIVADM].[OBJECTID_1].&[1850],1850,24532
[DIVADM].[OBJECTID_1].&[1851],1851,34053
[DIVADM].[OBJECTID_1].&[1852],1852,11391
[DIVADM].[OBJECTID_1].&[1853],1853,33447
[DIVADM].[OBJECTID_1].&[1854],1854,11791
[DIVADM].[OBJECTID_1].&[1855],1855,8288
[DIVADM].[OBJECTID_1].&[1856],1856,4165
[DIVADM].[OBJECTID_1].&[1857],1857,13345
[DIVADM].[OBJECTID_1].&[1858],1858,5128
[DIVADM].[OBJECTID_1].&[1859],1859,10515
[DIVADM].[OBJECTID_1].&[1860],1860,368
[DIVADM].[OBJECTID_1].&[1861],1861,723
[DIVADM].[OBJECTID_1].&[1862],1862,3503
[DIVADM].[OBJECTID_1].&[1863],1863,6742
[DIVADM].[OBJECTID_1].&[1864],1864,4159
[DIVADM].[OBJECTID_1].&[1865],1865,5569
[DIVADM].[OBJECTID_1].&[1866],1866,25896
[DIVADM].[OBJECTID_1].&[1867],1867,34924
[DIVADM].[OBJECTID_1].&[1868],1868,8669
[DIVADM].[OBJECTID_1].&[1869],1869,2441
[DIVADM].[OBJECTID_1].&[1870],1870,5620
[DIVADM].[OBJECTID_1].&[1871],1871,18254
[DIVADM].[OBJECTID_1].&,,4347
