[DIVPOL].[OBJECTID_1].[OBJECTID_1].[MEMBER_UNIQUE_NAME],[DIVPOL].[OBJECTID_1].[OBJECTID_1].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVPOL].[OBJECTID_1].&[1022],1022,3840
[DIVPOL].[OBJECTID_1].&[1023],1023,62472
[DIVPOL].[OBJECTID_1].&[1024],1024,71846
[DIVPOL].[OBJECTID_1].&[1025],1025,2087
[DIVPOL].[OBJECTID_1].&[1026],1026,1656
[DIVPOL].[OBJECTID_1].&[1027],1027,2523
[DIVPOL].[OBJECTID_1].&[1028],1028,4079
[DIVPOL].[OBJECTID_1].&[1029],1029,1233
[DIVPOL].[OBJECTID_1].&[1030],1030,1014
[DIVPOL].[OBJECTID_1].&[1031],1031,839
[DIVPOL].[OBJECTID_1].&[1032],1032,673
[DIVPOL].[OBJECTID_1].&[1033],1033,134
[DIVPOL].[OBJECTID_1].&[1034],1034,21896
[DIVPOL].[OBJECTID_1].&[1035],1035,48
[DIVPOL].[OBJECTID_1].&[1036],1036,3118
[DIVPOL].[OBJECTID_1].&[1037],1037,6464
[DIVPOL].[OBJECTID_1].&[1038],1038,468
[DIVPOL].[OBJECTID_1].&[1039],1039,277
[DIVPOL].[OBJECTID_1].&[1040],1040,882926
[DIVPOL].[OBJECTID_1].&[1041],1041,4617
[DIVPOL].[OBJECTID_1].&,,4343
