[DIVADM].[AREAKM].[AREAKM].[MEMBER_UNIQUE_NAME],[DIVADM].[AREAKM].[AREAKM].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVADM].[AREAKM].&[2.6485101318E2],"264,85101318",5153
[DIVADM].[AREAKM].&[2.6488900757E2],"264,88900757",8738
[DIVADM].[AREAKM].&[2.6736700439E2],"267,36700439",1725
[DIVADM].[AREAKM].&[2.6770901489E2],"267,70901489",1183
[DIVADM].[AREAKM].&[2.6845700073E2],"268,45700073",4923
[DIVADM].[AREAKM].&[2.6957699585E2],"269,57699585",1276
[DIVADM].[AREAKM].&[2.6982000732E2],"269,82000732",456
[DIVADM].[AREAKM].&[2.7187701416E2],"271,87701416",19728
[DIVADM].[AREAKM].&[2.7335501099E2],"273,35501099",10580
[DIVADM].[AREAKM].&[2.7345999146E2],"273,45999146",2635
[DIVADM].[AREAKM].&[2.7795599365E2],"277,95599365",3829
[DIVADM].[AREAKM].&[2.7810198975E2],"278,10198975",363
[DIVADM].[AREAKM].&[2.7852700806E2],"278,52700806",661
[DIVADM].[AREAKM].&[2.7955099487E2],"279,55099487",3302
[DIVADM].[AREAKM].&[2.8057199097E2],"280,57199097",1391
[DIVADM].[AREAKM].&[2.8073300171E2],"280,73300171",1411
[DIVADM].[AREAKM].&[2.8088699341E2],"280,88699341",29444
[DIVADM].[AREAKM].&[2.8113101196E2],"281,13101196",13659
[DIVADM].[AREAKM].&[2.8172399902E2],"281,72399902",2791
[DIVADM].[AREAKM].&[2.828710022E2],"282,8710022",529
[DIVADM].[AREAKM].&[2.8298400879E2],"282,98400879",14313
[DIVADM].[AREAKM].&[2.8411099243E2],"284,11099243",738
[DIVADM].[AREAKM].&[2.8438699341E2],"284,38699341",2620
[DIVADM].[AREAKM].&[2.8616900635E2],"286,16900635",2647
[DIVADM].[AREAKM].&[2.8623400879E2],"286,23400879",1851
[DIVADM].[AREAKM].&[2.8723098755E2],"287,23098755",24
[DIVADM].[AREAKM].&[2.8826599121E2],"288,26599121",1154
[DIVADM].[AREAKM].&[2.8996200562E2],"289,96200562",155
[DIVADM].[AREAKM].&[2.902749939E2],"290,2749939",596
[DIVADM].[AREAKM].&[2.9048599243E2],"290,48599243",1363
[DIVADM].[AREAKM].&[2.9126800537E2],"291,26800537",176
[DIVADM].[AREAKM].&[2.9216000366E2],"292,16000366",11364
[DIVADM].[AREAKM].&[2.9220001221E2],"292,20001221",2200
[DIVADM].[AREAKM].&[2.9329400635E2],"293,29400635",289
[DIVADM].[AREAKM].&[2.9390600586E2],"293,90600586",3269
[DIVADM].[AREAKM].&[2.9911401367E2],"299,11401367",3642
[DIVADM].[AREAKM].&[2.9994100952E2],"299,94100952",1407
[DIVADM].[AREAKM].&[3.0069500732E2],"300,69500732",1981
[DIVADM].[AREAKM].&[3.0365499878E2],"303,65499878",1597
[DIVADM].[AREAKM].&[3.0620999146E2],"306,20999146",2058
[DIVADM].[AREAKM].&[3.0774798584E2],"307,74798584",728
[DIVADM].[AREAKM].&[3.0937399292E2],"309,37399292",1107
[DIVADM].[AREAKM].&[3.1001000977E2],"310,01000977",7731
[DIVADM].[AREAKM].&[3.1070498657E2],"310,70498657",5901
[DIVADM].[AREAKM].&[3.1275201416E2],"312,75201416",2953
[DIVADM].[AREAKM].&[3.1282199097E2],"312,82199097",1221
[DIVADM].[AREAKM].&[3.1286700439E2],"312,86700439",2325
[DIVADM].[AREAKM].&[3.1298001099E2],"312,98001099",239
[DIVADM].[AREAKM].&[3.1314898682E2],"313,14898682",87
[DIVADM].[AREAKM].&[3.132210083E2],"313,2210083",3636
[DIVADM].[AREAKM].&[3.1508401489E2],"315,08401489",5798
[DIVADM].[AREAKM].&[3.1622900391E2],"316,22900391",11502
[DIVADM].[AREAKM].&[3.1665499878E2],"316,65499878",1170
[DIVADM].[AREAKM].&[3.1842199707E2],"318,42199707",8654
[DIVADM].[AREAKM].&[3.1895498657E2],"318,95498657",4903
[DIVADM].[AREAKM].&[3.1954299927E2],"319,54299927",1747
[DIVADM].[AREAKM].&[3.2004501343E2],"320,04501343",537
[DIVADM].[AREAKM].&[3.2017700195E2],"320,17700195",834
[DIVADM].[AREAKM].&[3.2195498657E2],"321,95498657",1029
[DIVADM].[AREAKM].&[3.2446499634E2],"324,46499634",15713
[DIVADM].[AREAKM].&[3.2685198975E2],"326,85198975",19993
[DIVADM].[AREAKM].&[3.2825E2],"328,25",332
[DIVADM].[AREAKM].&[3.3127600098E2],"331,27600098",2759
[DIVADM].[AREAKM].&[3.3135101318E2],"331,35101318",1515
[DIVADM].[AREAKM].&[3.329119873E2],"332,9119873",4973
[DIVADM].[AREAKM].&[3.3550799561E2],"335,50799561",1538
[DIVADM].[AREAKM].&[3.3881201172E2],"338,81201172",184
[DIVADM].[AREAKM].&[3.3892001343E2],"338,92001343",349
[DIVADM].[AREAKM].&[3.4167498779E2],"341,67498779",219
[DIVADM].[AREAKM].&[3.4200201416E2],"342,00201416",2455
[DIVADM].[AREAKM].&[3.4311999512E2],"343,11999512",5581
[DIVADM].[AREAKM].&[3.4454998779E2],"344,54998779",10206
[DIVADM].[AREAKM].&[3.4596200562E2],"345,96200562",1054
[DIVADM].[AREAKM].&[3.4898001099E2],"348,98001099",2408
[DIVADM].[AREAKM].&[3.5099200439E2],"350,99200439",5270
[DIVADM].[AREAKM].&[3.5167599487E2],"351,67599487",7977
[DIVADM].[AREAKM].&[3.5192599487E2],"351,92599487",5157
[DIVADM].[AREAKM].&[3.5352700806E2],"353,52700806",2383
[DIVADM].[AREAKM].&[3.5522198486E2],"355,22198486",1579
[DIVADM].[AREAKM].&[3.5574899292E2],"355,74899292",497
[DIVADM].[AREAKM].&[3.6056201172E2],"360,56201172",4309
[DIVADM].[AREAKM].&[3.6193499756E2],"361,93499756",2028
[DIVADM].[AREAKM].&[3.655E2],"365,5",13315
[DIVADM].[AREAKM].&[3.6567999268E2],"365,67999268",950
[DIVADM].[AREAKM].&[3.6594000244E2],"365,94000244",4220
[DIVADM].[AREAKM].&[3.6658401489E2],"366,58401489",6142
[DIVADM].[AREAKM].&[3.6706100464E2],"367,06100464",62
[DIVADM].[AREAKM].&[3.6808499146E2],"368,08499146",304
[DIVADM].[AREAKM].&[3.7053500366E2],"370,53500366",460
[DIVADM].[AREAKM].&[3.7156600952E2],"371,56600952",798
[DIVADM].[AREAKM].&[3.7791400146E2],"377,91400146",16
[DIVADM].[AREAKM].&[3.779460144E2],"377,9460144",1818
[DIVADM].[AREAKM].&[3.7983401489E2],"379,83401489",11062
[DIVADM].[AREAKM].&[3.8335800171E2],"383,35800171",111
[DIVADM].[AREAKM].&[3.8398901367E2],"383,98901367",3846
[DIVADM].[AREAKM].&[3.8594699097E2],"385,94699097",3589
[DIVADM].[AREAKM].&[3.9513198853E2],"395,13198853",1595
[DIVADM].[AREAKM].&[3.9726300049E2],"397,26300049",1680
[DIVADM].[AREAKM].&[4.0118798828E2],"401,18798828",4344
[DIVADM].[AREAKM].&[4.0345300293E2],"403,45300293",13609
[DIVADM].[AREAKM].&[4.0760998535E2],"407,60998535",4603
[DIVADM].[AREAKM].&[4.0770599365E2],"407,70599365",814
[DIVADM].[AREAKM].&[4.1277700806E2],"412,77700806",2737
[DIVADM].[AREAKM].&[4.1364300537E2],"413,64300537",16709
[DIVADM].[AREAKM].&[4.1715301514E2],"417,15301514",1276
[DIVADM].[AREAKM].&[4.1755700684E2],"417,55700684",2118
[DIVADM].[AREAKM].&[4.2069400024E2],"420,69400024",4715
[DIVADM].[AREAKM].&[4.2146798706E2],"421,46798706",2344
[DIVADM].[AREAKM].&[4.2162600708E2],"421,62600708",1405
[DIVADM].[AREAKM].&[4.235369873E2],"423,5369873",9025
[DIVADM].[AREAKM].&[4.2628399658E2],"426,28399658",7229
[DIVADM].[AREAKM].&[4.2640701294E2],"426,40701294",14186
[DIVADM].[AREAKM].&[4.2804299927E2],"428,04299927",2885
[DIVADM].[AREAKM].&[4.2974301147E2],"429,74301147",3747
[DIVADM].[AREAKM].&[4.2990100098E2],"429,90100098",5202
[DIVADM].[AREAKM].&[4.3044500732E2],"430,44500732",11728
[DIVADM].[AREAKM].&[4.3202200317E2],"432,02200317",6251
[DIVADM].[AREAKM].&[4.3590600586E2],"435,90600586",478
[DIVADM].[AREAKM].&[4.3681799316E2],"436,81799316",6246
[DIVADM].[AREAKM].&[4.3818499756E2],"438,18499756",9513
[DIVADM].[AREAKM].&[4.4122198486E2],"441,22198486",9223
[DIVADM].[AREAKM].&[4.4200698853E2],"442,00698853",390
[DIVADM].[AREAKM].&[4.4339300537E2],"443,39300537",16934
[DIVADM].[AREAKM].&[4.437749939E2],"443,7749939",5780
[DIVADM].[AREAKM].&[4.4574499512E2],"445,74499512",1991
[DIVADM].[AREAKM].&[4.4613000488E2],"446,13000488",2205
[DIVADM].[AREAKM].&[4.4710699463E2],"447,10699463",5701
[DIVADM].[AREAKM].&[4.484750061E2],"448,4750061",1642
[DIVADM].[AREAKM].&[4.4933599854E2],"449,33599854",4956
[DIVADM].[AREAKM].&[4.5011499023E2],"450,11499023",73
[DIVADM].[AREAKM].&[4.5521398926E2],"455,21398926",4539
[DIVADM].[AREAKM].&[4.5979800415E2],"459,79800415",6888
[DIVADM].[AREAKM].&[4.607869873E2],"460,7869873",1152
[DIVADM].[AREAKM].&[4.7368499756E2],"473,68499756",1451
[DIVADM].[AREAKM].&[4.7511898804E2],"475,11898804",8172
[DIVADM].[AREAKM].&[4.7592001343E2],"475,92001343",7347
[DIVADM].[AREAKM].&[4.7631600952E2],"476,31600952",3970
[DIVADM].[AREAKM].&[4.8036099243E2],"480,36099243",13505
[DIVADM].[AREAKM].&[4.8312399292E2],"483,12399292",458
[DIVADM].[AREAKM].&[4.8416699219E2],"484,16699219",2569
[DIVADM].[AREAKM].&[4.8439099121E2],"484,39099121",2755
[DIVADM].[AREAKM].&[4.8747000122E2],"487,47000122",10928
[DIVADM].[AREAKM].&[4.9732199097E2],"497,32199097",1436
[DIVADM].[AREAKM].&[4.9808099365E2],"498,08099365",576
[DIVADM].[AREAKM].&[5.0224398804E2],"502,24398804",2416
[DIVADM].[AREAKM].&[5.0414898682E2],"504,14898682",175
[DIVADM].[AREAKM].&[5.185E2],"518,5",18727
[DIVADM].[AREAKM].&[5.1978302002E2],"519,78302002",7760
[DIVADM].[AREAKM].&[5.2701202393E2],"527,01202393",1040
[DIVADM].[AREAKM].&[5.28684021E2],"528,684021",253
[DIVADM].[AREAKM].&[5.4028198242E2],"540,28198242",6010
[DIVADM].[AREAKM].&[5.6233300781E2],"562,33300781",1807
[DIVADM].[AREAKM].&[5.707119751E2],"570,7119751",954
[DIVADM].[AREAKM].&[5.7077398682E2],"570,77398682",2864
[DIVADM].[AREAKM].&[5.7324401855E2],"573,24401855",688
[DIVADM].[AREAKM].&[5.7657098389E2],"576,57098389",6549
[DIVADM].[AREAKM].&[5.8499597168E2],"584,99597168",5992
[DIVADM].[AREAKM].&[6.0428601074E2],"604,28601074",20025
[DIVADM].[AREAKM].&[6.1222998047E2],"612,22998047",1724
[DIVADM].[AREAKM].&[6.2743701172E2],"627,43701172",3682
[DIVADM].[AREAKM].&[6.3187799072E2],"631,87799072",3548
[DIVADM].[AREAKM].&[6.3628997803E2],"636,28997803",76
[DIVADM].[AREAKM].&[6.3901599121E2],"639,01599121",4475
[DIVADM].[AREAKM].&[6.6460900879E2],"664,60900879",15850
[DIVADM].[AREAKM].&[6.7199798584E2],"671,99798584",3104
[DIVADM].[AREAKM].&[6.7738098145E2],"677,38098145",16
[DIVADM].[AREAKM].&[6.8435498047E2],"684,35498047",4341
[DIVADM].[AREAKM].&[6.8563201904E2],"685,63201904",2220
[DIVADM].[AREAKM].&[6.9511297607E2],"695,11297607",1143
[DIVADM].[AREAKM].&[6.9731097412E2],"697,31097412",1074
[DIVADM].[AREAKM].&[6.9929199219E2],"699,29199219",2317
[DIVADM].[AREAKM].&[7.2222998047E2],"722,22998047",352
[DIVADM].[AREAKM].&[7.3201702881E2],"732,01702881",32332
[DIVADM].[AREAKM].&[7.399619751E2],"739,9619751",1854
[DIVADM].[AREAKM].&[7.6161499023E2],"761,61499023",21657
[DIVADM].[AREAKM].&[7.6781896973E2],"767,81896973",360
[DIVADM].[AREAKM].&[7.7730499268E2],"777,30499268",6694
[DIVADM].[AREAKM].&[7.8545898438E2],"785,45898438",969
[DIVADM].[AREAKM].&[8.3520898438E2],"835,20898438",403
[DIVADM].[AREAKM].&[8.564119873E2],"856,4119873",236
[DIVADM].[AREAKM].&[8.5823797607E2],"858,23797607",62
[DIVADM].[AREAKM].&[8.7594396973E2],"875,94396973",3774
[DIVADM].[AREAKM].&[8.7896398926E2],"878,96398926",5228
[DIVADM].[AREAKM].&[8.8593798828E2],"885,93798828",3513
[DIVADM].[AREAKM].&[8.9491497803E2],"894,91497803",491
[DIVADM].[AREAKM].&[9.1430603027E2],"914,30603027",9011
[DIVADM].[AREAKM].&[9.1580200195E2],"915,80200195",544
[DIVADM].[AREAKM].&[9.200869751E2],"920,0869751",196
[DIVADM].[AREAKM].&[9.5322601318E2],"953,22601318",1237
[DIVADM].[AREAKM].&[9.7256201172E2],"972,56201172",1098
[DIVADM].[AREAKM].&[9.7396002197E2],"973,96002197",1730
[DIVADM].[AREAKM].&[9.7432202148E2],"974,32202148",1262
[DIVADM].[AREAKM].&[9.7707000732E2],"977,07000732",6146
[DIVADM].[AREAKM].&[1.0214699707E3],"1021,4699707",6088
[DIVADM].[AREAKM].&[1.0437199707E3],"1043,7199707",12751
[DIVADM].[AREAKM].&[1.06554003906E3],"1065,54003906",1216
[DIVADM].[AREAKM].&[1.07379003906E3],"1073,79003906",6961
[DIVADM].[AREAKM].&[1.08908996582E3],"1089,08996582",10538
[DIVADM].[AREAKM].&[1.0937800293E3],"1093,7800293",540
[DIVADM].[AREAKM].&[1.10906005859E3],"1109,06005859",12470
[DIVADM].[AREAKM].&[1.12134997559E3],"1121,34997559",15
[DIVADM].[AREAKM].&[1.13511999512E3],"1135,11999512",881
[DIVADM].[AREAKM].&[1.17204003906E3],"1172,04003906",4315
[DIVADM].[AREAKM].&[1.18375E3],"1183,75",4131
[DIVADM].[AREAKM].&[1.19263000488E3],"1192,63000488",8095
[DIVADM].[AREAKM].&[1.20519995117E3],"1205,19995117",8151
[DIVADM].[AREAKM].&[1.23657995605E3],"1236,57995605",3803
[DIVADM].[AREAKM].&[1.24969995117E3],"1249,69995117",6244
[DIVADM].[AREAKM].&[1.26170996094E3],"1261,70996094",13985
[DIVADM].[AREAKM].&[1.2827800293E3],"1282,7800293",244
[DIVADM].[AREAKM].&[1.38931994629E3],"1389,31994629",4527
[DIVADM].[AREAKM].&[1.47356005859E3],"1473,56005859",363
[DIVADM].[AREAKM].&[1.51275E3],"1512,75",38
[DIVADM].[AREAKM].&[1.54435998535E3],"1544,35998535",720
[DIVADM].[AREAKM].&[1.59918994141E3],"1599,18994141",7246
[DIVADM].[AREAKM].&[1.67956994629E3],"1679,56994629",4792
[DIVADM].[AREAKM].&[1.70383996582E3],"1703,83996582",1996
[DIVADM].[AREAKM].&[1.71295996094E3],"1712,95996094",59391
[DIVADM].[AREAKM].&[1.72757995605E3],"1727,57995605",5967
[DIVADM].[AREAKM].&[1.84968005371E3],"1849,68005371",173
[DIVADM].[AREAKM].&[1.91908996582E3],"1919,08996582",8582
[DIVADM].[AREAKM].&[2.24437011719E3],"2244,37011719",3138
[DIVADM].[AREAKM].&[2.30157006836E3],"2301,57006836",396
[DIVADM].[AREAKM].&[2.86136010742E3],"2861,36010742",302
[DIVADM].[AREAKM].&[3.12329003906E3],"3123,29003906",500
[DIVADM].[AREAKM].&[3.47975E3],"3479,75",561
[DIVADM].[AREAKM].&[5.52331982422E3],"5523,31982422",300
[DIVADM].[AREAKM].&[5.69329003906E3],"5693,29003906",75
[DIVADM].[AREAKM].&[6.60702001953E3],"6607,02001953",297
[DIVADM].[AREAKM].&[7.85318994141E3],"7853,18994141",1214
[DIVADM].[AREAKM].&[8.22528027344E3],"8225,28027344",570
[DIVADM].[AREAKM].&,,4347
