[DIVPOL].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_UNIQUE_NAME],[DIVPOL].[SHAPE_LENG].[SHAPE_LENG].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVPOL].[SHAPE_LENG].&[7.5648298E-1],"0,75648298",5177
[DIVPOL].[SHAPE_LENG].&[7.5819562E-1],"0,75819562",5277
[DIVPOL].[SHAPE_LENG].&[7.602461E-1],"0,7602461",812
[DIVPOL].[SHAPE_LENG].&[7.6100486E-1],"0,76100486",1701
[DIVPOL].[SHAPE_LENG].&[7.6367542E-1],"0,76367542",1644
[DIVPOL].[SHAPE_LENG].&[7.6489156E-1],"0,76489156",2823
[DIVPOL].[SHAPE_LENG].&[7.652334E-1],"0,7652334",27858
[DIVPOL].[SHAPE_LENG].&[7.65734E-1],"0,765734",143573
[DIVPOL].[SHAPE_LENG].&[7.6601079E-1],"0,76601079",1283
[DIVPOL].[SHAPE_LENG].&[7.7008535E-1],"0,77008535",2520
[DIVPOL].[SHAPE_LENG].&[7.7192386E-1],"0,77192386",3825
[DIVPOL].[SHAPE_LENG].&[7.7257015E-1],"0,77257015",332
[DIVPOL].[SHAPE_LENG].&[7.7261394E-1],"0,77261394",854
[DIVPOL].[SHAPE_LENG].&[7.7451893E-1],"0,77451893",185
[DIVPOL].[SHAPE_LENG].&[7.7489944E-1],"0,77489944",820
[DIVPOL].[SHAPE_LENG].&[7.78621E-1],"0,778621",35460
[DIVPOL].[SHAPE_LENG].&[7.786708E-1],"0,7786708",2181
[DIVPOL].[SHAPE_LENG].&[7.8070607E-1],"0,78070607",1374
[DIVPOL].[SHAPE_LENG].&[7.8092957E-1],"0,78092957",22066
[DIVPOL].[SHAPE_LENG].&[7.8309404E-1],"0,78309404",7506
[DIVPOL].[SHAPE_LENG].&[7.8474446E-1],"0,78474446",4923
[DIVPOL].[SHAPE_LENG].&[7.854454E-1],"0,7854454",23230
[DIVPOL].[SHAPE_LENG].&[7.8603847E-1],"0,78603847",10893
[DIVPOL].[SHAPE_LENG].&[7.8784959E-1],"0,78784959",1140
[DIVPOL].[SHAPE_LENG].&[7.8787649E-1],"0,78787649",176
[DIVPOL].[SHAPE_LENG].&[7.8880644E-1],"0,78880644",25600
[DIVPOL].[SHAPE_LENG].&[7.8901486E-1],"0,78901486",289
[DIVPOL].[SHAPE_LENG].&[7.8931046E-1],"0,78931046",107
[DIVPOL].[SHAPE_LENG].&[7.953461E-1],"0,7953461",1183
[DIVPOL].[SHAPE_LENG].&[7.9562023E-1],"0,79562023",37182
[DIVPOL].[SHAPE_LENG].&[7.9570947E-1],"0,79570947",882926
[DIVPOL].[SHAPE_LENG].&[7.9720398E-1],"0,79720398",296912
[DIVPOL].[SHAPE_LENG].&[7.9726487E-1],"0,79726487",412
[DIVPOL].[SHAPE_LENG].&[7.982218E-1],"0,7982218",1937
[DIVPOL].[SHAPE_LENG].&[7.9921669E-1],"0,79921669",596
[DIVPOL].[SHAPE_LENG].&[7.9936333E-1],"0,79936333",239
[DIVPOL].[SHAPE_LENG].&[8.0127658E-1],"0,80127658",1416
[DIVPOL].[SHAPE_LENG].&[8.0192465E-1],"0,80192465",87
[DIVPOL].[SHAPE_LENG].&[8.0305796E-1],"0,80305796",922
[DIVPOL].[SHAPE_LENG].&[8.0563749E-1],"0,80563749",397
[DIVPOL].[SHAPE_LENG].&[8.0714585E-1],"0,80714585",25736
[DIVPOL].[SHAPE_LENG].&[8.0871378E-1],"0,80871378",2920
[DIVPOL].[SHAPE_LENG].&[8.1174716E-1],"0,81174716",1835
[DIVPOL].[SHAPE_LENG].&[8.1283228E-1],"0,81283228",2294
[DIVPOL].[SHAPE_LENG].&[8.1838146E-1],"0,81838146",2970
[DIVPOL].[SHAPE_LENG].&[8.1914109E-1],"0,81914109",9166
[DIVPOL].[SHAPE_LENG].&[8.2214577E-1],"0,82214577",7246
[DIVPOL].[SHAPE_LENG].&[8.2218585E-1],"0,82218585",2555
[DIVPOL].[SHAPE_LENG].&[8.238507E-1],"0,8238507",3489
[DIVPOL].[SHAPE_LENG].&[8.2496626E-1],"0,82496626",249
[DIVPOL].[SHAPE_LENG].&[8.267913E-1],"0,8267913",2325
[DIVPOL].[SHAPE_LENG].&[8.2767129E-1],"0,82767129",418303
[DIVPOL].[SHAPE_LENG].&[8.2768627E-1],"0,82768627",8498
[DIVPOL].[SHAPE_LENG].&[8.3138861E-1],"0,83138861",2647
[DIVPOL].[SHAPE_LENG].&[8.3202197E-1],"0,83202197",887
[DIVPOL].[SHAPE_LENG].&[8.3263046E-1],"0,83263046",208729
[DIVPOL].[SHAPE_LENG].&[8.3627218E-1],"0,83627218",217135
[DIVPOL].[SHAPE_LENG].&[8.3963877E-1],"0,83963877",923
[DIVPOL].[SHAPE_LENG].&[8.3971771E-1],"0,83971771",3686
[DIVPOL].[SHAPE_LENG].&[8.3978699E-1],"0,83978699",665
[DIVPOL].[SHAPE_LENG].&[8.4982106E-1],"0,84982106",9647
[DIVPOL].[SHAPE_LENG].&[8.5123394E-1],"0,85123394",10998
[DIVPOL].[SHAPE_LENG].&[8.5193694E-1],"0,85193694",127
[DIVPOL].[SHAPE_LENG].&[8.5366773E-1],"0,85366773",50996
[DIVPOL].[SHAPE_LENG].&[8.5429919E-1],"0,85429919",46645
[DIVPOL].[SHAPE_LENG].&[8.5559363E-1],"0,85559363",74
[DIVPOL].[SHAPE_LENG].&[8.560869E-1],"0,8560869",22289
[DIVPOL].[SHAPE_LENG].&[8.563097E-1],"0,8563097",11062
[DIVPOL].[SHAPE_LENG].&[8.5976459E-1],"0,85976459",605
[DIVPOL].[SHAPE_LENG].&[8.6373158E-1],"0,86373158",36
[DIVPOL].[SHAPE_LENG].&[8.6462789E-1],"0,86462789",3112
[DIVPOL].[SHAPE_LENG].&[8.6817841E-1],"0,86817841",3589
[DIVPOL].[SHAPE_LENG].&[8.7046129E-1],"0,87046129",11269
[DIVPOL].[SHAPE_LENG].&[8.7225405E-1],"0,87225405",1428
[DIVPOL].[SHAPE_LENG].&[8.7297134E-1],"0,87297134",61243
[DIVPOL].[SHAPE_LENG].&[8.7327758E-1],"0,87327758",1515
[DIVPOL].[SHAPE_LENG].&[8.7439272E-1],"0,87439272",1141
[DIVPOL].[SHAPE_LENG].&[8.7823599E-1],"0,87823599",23846
[DIVPOL].[SHAPE_LENG].&[8.8266668E-1],"0,88266668",19728
[DIVPOL].[SHAPE_LENG].&[8.8495411E-1],"0,88495411",3842
[DIVPOL].[SHAPE_LENG].&[8.8833295E-1],"0,88833295",475461
[DIVPOL].[SHAPE_LENG].&[8.9106739E-1],"0,89106739",6246
[DIVPOL].[SHAPE_LENG].&[8.9379962E-1],"0,89379962",959
[DIVPOL].[SHAPE_LENG].&[8.9424185E-1],"0,89424185",2201
[DIVPOL].[SHAPE_LENG].&[8.9565113E-1],"0,89565113",7098
[DIVPOL].[SHAPE_LENG].&[8.9755051E-1],"0,89755051",63052
[DIVPOL].[SHAPE_LENG].&[8.9920137E-1],"0,89920137",537
[DIVPOL].[SHAPE_LENG].&[9.0029546E-1],"0,90029546",34067
[DIVPOL].[SHAPE_LENG].&[9.0082384E-1],"0,90082384",2953
[DIVPOL].[SHAPE_LENG].&[9.0255672E-1],"0,90255672",1218
[DIVPOL].[SHAPE_LENG].&[9.0694723E-1],"0,90694723",7949
[DIVPOL].[SHAPE_LENG].&[9.0745957E-1],"0,90745957",1066
[DIVPOL].[SHAPE_LENG].&[9.0842554E-1],"0,90842554",18384
[DIVPOL].[SHAPE_LENG].&[9.1117757E-1],"0,91117757",2917
[DIVPOL].[SHAPE_LENG].&[9.1299796E-1],"0,91299796",18679
[DIVPOL].[SHAPE_LENG].&[9.1317168E-1],"0,91317168",13315
[DIVPOL].[SHAPE_LENG].&[9.1805507E-1],"0,91805507",28
[DIVPOL].[SHAPE_LENG].&[9.1835978E-1],"0,91835978",46750
[DIVPOL].[SHAPE_LENG].&[9.185384E-1],"0,9185384",14217
[DIVPOL].[SHAPE_LENG].&[9.193728E-1],"0,9193728",73
[DIVPOL].[SHAPE_LENG].&[9.1973195E-1],"0,91973195",21
[DIVPOL].[SHAPE_LENG].&[9.2188129E-1],"0,92188129",184
[DIVPOL].[SHAPE_LENG].&[9.2287641E-1],"0,92287641",276422
[DIVPOL].[SHAPE_LENG].&[9.258833E-1],"0,9258833",7288
[DIVPOL].[SHAPE_LENG].&[9.4139929E-1],"0,94139929",468
[DIVPOL].[SHAPE_LENG].&[9.4141459E-1],"0,94141459",4307
[DIVPOL].[SHAPE_LENG].&[9.4428568E-1],"0,94428568",1597
[DIVPOL].[SHAPE_LENG].&[9.4517866E-1],"0,94517866",661
[DIVPOL].[SHAPE_LENG].&[9.4878129E-1],"0,94878129",4716
[DIVPOL].[SHAPE_LENG].&[9.4909563E-1],"0,94909563",860
[DIVPOL].[SHAPE_LENG].&[9.5124714E-1],"0,95124714",1363
[DIVPOL].[SHAPE_LENG].&[9.5314273E-1],"0,95314273",2597
[DIVPOL].[SHAPE_LENG].&[9.5341209E-1],"0,95341209",2049
[DIVPOL].[SHAPE_LENG].&[9.5414733E-1],"0,95414733",19763
[DIVPOL].[SHAPE_LENG].&[9.6433178E-1],"0,96433178",240839
[DIVPOL].[SHAPE_LENG].&[9.6617238E-1],"0,96617238",1960
[DIVPOL].[SHAPE_LENG].&[9.6688884E-1],"0,96688884",92
[DIVPOL].[SHAPE_LENG].&[9.6901418E-1],"0,96901418",9513
[DIVPOL].[SHAPE_LENG].&[9.6907377E-1],"0,96907377",497
[DIVPOL].[SHAPE_LENG].&[9.7582262E-1],"0,97582262",7321
[DIVPOL].[SHAPE_LENG].&[9.7635958E-1],"0,97635958",9531
[DIVPOL].[SHAPE_LENG].&[9.7682675E-1],"0,97682675",2620
[DIVPOL].[SHAPE_LENG].&[9.7733463E-1],"0,97733463",192
[DIVPOL].[SHAPE_LENG].&[9.8084222E-1],"0,98084222",460
[DIVPOL].[SHAPE_LENG].&[9.8246058E-1],"0,98246058",29
[DIVPOL].[SHAPE_LENG].&[9.8619399E-1],"0,98619399",3829
[DIVPOL].[SHAPE_LENG].&[9.9014909E-1],"0,99014909",9489
[DIVPOL].[SHAPE_LENG].&[9.9175042E-1],"0,99175042",4309
[DIVPOL].[SHAPE_LENG].&[9.9209744E-1],"0,99209744",2920
[DIVPOL].[SHAPE_LENG].&[9.9227417E-1],"0,99227417",728
[DIVPOL].[SHAPE_LENG].&[9.9317229E-1],"0,99317229",70833
[DIVPOL].[SHAPE_LENG].&[9.9395979E-1],"0,99395979",456
[DIVPOL].[SHAPE_LENG].&[9.9476487E-1],"0,99476487",19055
[DIVPOL].[SHAPE_LENG].&[9.9492638E-1],"0,99492638",3815
[DIVPOL].[SHAPE_LENG].&[9.9873349E-1],"0,99873349",33115
[DIVPOL].[SHAPE_LENG].&[1.0026386],"1,0026386",21309
[DIVPOL].[SHAPE_LENG].&[1.00291188],"1,00291188",1349
[DIVPOL].[SHAPE_LENG].&[1.00500332],"1,00500332",2897
[DIVPOL].[SHAPE_LENG].&[1.00739114],"1,00739114",478
[DIVPOL].[SHAPE_LENG].&[1.00869329],"1,00869329",7704
[DIVPOL].[SHAPE_LENG].&[1.01040955],"1,01040955",454
[DIVPOL].[SHAPE_LENG].&[1.0157228],"1,0157228",14398
[DIVPOL].[SHAPE_LENG].&[1.01819672],"1,01819672",2569
[DIVPOL].[SHAPE_LENG].&[1.02446972],"1,02446972",374
[DIVPOL].[SHAPE_LENG].&[1.02480677],"1,02480677",100263
[DIVPOL].[SHAPE_LENG].&[1.03359699],"1,03359699",725
[DIVPOL].[SHAPE_LENG].&[1.03517759],"1,03517759",4973
[DIVPOL].[SHAPE_LENG].&[1.03580239],"1,03580239",17442
[DIVPOL].[SHAPE_LENG].&[1.03586893],"1,03586893",1054
[DIVPOL].[SHAPE_LENG].&[1.04521107],"1,04521107",1595
[DIVPOL].[SHAPE_LENG].&[1.05217097],"1,05217097",2533
[DIVPOL].[SHAPE_LENG].&[1.05232448],"1,05232448",19993
[DIVPOL].[SHAPE_LENG].&[1.05246413],"1,05246413",41798
[DIVPOL].[SHAPE_LENG].&[1.05267069],"1,05267069",38867
[DIVPOL].[SHAPE_LENG].&[1.05393842],"1,05393842",1579
[DIVPOL].[SHAPE_LENG].&[1.05456955],"1,05456955",250
[DIVPOL].[SHAPE_LENG].&[1.06050058],"1,06050058",18079
[DIVPOL].[SHAPE_LENG].&[1.06097666],"1,06097666",17813
[DIVPOL].[SHAPE_LENG].&[1.06307728],"1,06307728",796
[DIVPOL].[SHAPE_LENG].&[1.06573652],"1,06573652",377282
[DIVPOL].[SHAPE_LENG].&[1.0686662],"1,0686662",310597
[DIVPOL].[SHAPE_LENG].&[1.07008541],"1,07008541",75523
[DIVPOL].[SHAPE_LENG].&[1.07074705],"1,07074705",9223
[DIVPOL].[SHAPE_LENG].&[1.07122621],"1,07122621",6024
[DIVPOL].[SHAPE_LENG].&[1.07495736],"1,07495736",7919
[DIVPOL].[SHAPE_LENG].&[1.07735214],"1,07735214",14072
[DIVPOL].[SHAPE_LENG].&[1.08367341],"1,08367341",16
[DIVPOL].[SHAPE_LENG].&[1.08954853],"1,08954853",4804
[DIVPOL].[SHAPE_LENG].&[1.09753523],"1,09753523",10494
[DIVPOL].[SHAPE_LENG].&[1.10051963],"1,10051963",9025
[DIVPOL].[SHAPE_LENG].&[1.10401402],"1,10401402",529
[DIVPOL].[SHAPE_LENG].&[1.10505116],"1,10505116",1418
[DIVPOL].[SHAPE_LENG].&[1.10656163],"1,10656163",16709
[DIVPOL].[SHAPE_LENG].&[1.10820924],"1,10820924",2028
[DIVPOL].[SHAPE_LENG].&[1.10969593],"1,10969593",21729
[DIVPOL].[SHAPE_LENG].&[1.10993287],"1,10993287",5153
[DIVPOL].[SHAPE_LENG].&[1.11024967],"1,11024967",64
[DIVPOL].[SHAPE_LENG].&[1.1140595],"1,1140595",6744
[DIVPOL].[SHAPE_LENG].&[1.11617696],"1,11617696",2383
[DIVPOL].[SHAPE_LENG].&[1.11677558],"1,11677558",3970
[DIVPOL].[SHAPE_LENG].&[1.11875749],"1,11875749",10972
[DIVPOL].[SHAPE_LENG].&[1.12208702],"1,12208702",738
[DIVPOL].[SHAPE_LENG].&[1.12210109],"1,12210109",5330
[DIVPOL].[SHAPE_LENG].&[1.13495002],"1,13495002",6010
[DIVPOL].[SHAPE_LENG].&[1.13597433],"1,13597433",7760
[DIVPOL].[SHAPE_LENG].&[1.13710881],"1,13710881",75244
[DIVPOL].[SHAPE_LENG].&[1.14561126],"1,14561126",4932
[DIVPOL].[SHAPE_LENG].&[1.15346993],"1,15346993",24
[DIVPOL].[SHAPE_LENG].&[1.15385441],"1,15385441",7229
[DIVPOL].[SHAPE_LENG].&[1.16731622],"1,16731622",1642
[DIVPOL].[SHAPE_LENG].&[1.1679694],"1,1679694",42652
[DIVPOL].[SHAPE_LENG].&[1.16994675],"1,16994675",3841162
[DIVPOL].[SHAPE_LENG].&[1.17988921],"1,17988921",787
[DIVPOL].[SHAPE_LENG].&[1.18673585],"1,18673585",6571
[DIVPOL].[SHAPE_LENG].&[1.1929893],"1,1929893",1152
[DIVPOL].[SHAPE_LENG].&[1.20134836],"1,20134836",98330
[DIVPOL].[SHAPE_LENG].&[1.20371445],"1,20371445",4
[DIVPOL].[SHAPE_LENG].&[1.20452744],"1,20452744",29427
[DIVPOL].[SHAPE_LENG].&[1.20737244],"1,20737244",6591
[DIVPOL].[SHAPE_LENG].&[1.20744502],"1,20744502",688
[DIVPOL].[SHAPE_LENG].&[1.20794608],"1,20794608",25127
[DIVPOL].[SHAPE_LENG].&[1.21246291],"1,21246291",1300
[DIVPOL].[SHAPE_LENG].&[1.21254817],"1,21254817",1818
[DIVPOL].[SHAPE_LENG].&[1.21302192],"1,21302192",175
[DIVPOL].[SHAPE_LENG].&[1.21809478],"1,21809478",2974
[DIVPOL].[SHAPE_LENG].&[1.22579593],"1,22579593",28056
[DIVPOL].[SHAPE_LENG].&[1.22841653],"1,22841653",20181
[DIVPOL].[SHAPE_LENG].&[1.22851164],"1,22851164",236
[DIVPOL].[SHAPE_LENG].&[1.23867035],"1,23867035",2346
[DIVPOL].[SHAPE_LENG].&[1.23871663],"1,23871663",1439
[DIVPOL].[SHAPE_LENG].&[1.246682],"1,246682",15350
[DIVPOL].[SHAPE_LENG].&[1.24741],"1,24741",1680
[DIVPOL].[SHAPE_LENG].&[1.25268088],"1,25268088",13995
[DIVPOL].[SHAPE_LENG].&[1.26069301],"1,26069301",156729
[DIVPOL].[SHAPE_LENG].&[1.26899822],"1,26899822",9786
[DIVPOL].[SHAPE_LENG].&[1.27310353],"1,27310353",504339
[DIVPOL].[SHAPE_LENG].&[1.27709647],"1,27709647",2317
[DIVPOL].[SHAPE_LENG].&[1.29522924],"1,29522924",96994
[DIVPOL].[SHAPE_LENG].&[1.3013963],"1,3013963",1074
[DIVPOL].[SHAPE_LENG].&[1.30346777],"1,30346777",46
[DIVPOL].[SHAPE_LENG].&[1.30401988],"1,30401988",13505
[DIVPOL].[SHAPE_LENG].&[1.30759164],"1,30759164",2416
[DIVPOL].[SHAPE_LENG].&[1.31219453],"1,31219453",14313
[DIVPOL].[SHAPE_LENG].&[1.31347304],"1,31347304",600
[DIVPOL].[SHAPE_LENG].&[1.32996828],"1,32996828",472
[DIVPOL].[SHAPE_LENG].&[1.33133685],"1,33133685",253
[DIVPOL].[SHAPE_LENG].&[1.34215169],"1,34215169",10928
[DIVPOL].[SHAPE_LENG].&[1.34310119],"1,34310119",2205
[DIVPOL].[SHAPE_LENG].&[1.34372191],"1,34372191",9598
[DIVPOL].[SHAPE_LENG].&[1.35037557],"1,35037557",2406
[DIVPOL].[SHAPE_LENG].&[1.36093702],"1,36093702",29107
[DIVPOL].[SHAPE_LENG].&[1.36125413],"1,36125413",3747
[DIVPOL].[SHAPE_LENG].&[1.36426103],"1,36426103",1747
[DIVPOL].[SHAPE_LENG].&[1.36734087],"1,36734087",278
[DIVPOL].[SHAPE_LENG].&[1.36804164],"1,36804164",2118
[DIVPOL].[SHAPE_LENG].&[1.37751728],"1,37751728",65999
[DIVPOL].[SHAPE_LENG].&[1.37901314],"1,37901314",4326
[DIVPOL].[SHAPE_LENG].&[1.37991619],"1,37991619",3015
[DIVPOL].[SHAPE_LENG].&[1.38345433],"1,38345433",1237
[DIVPOL].[SHAPE_LENG].&[1.39030736],"1,39030736",8119
[DIVPOL].[SHAPE_LENG].&[1.39782277],"1,39782277",339
[DIVPOL].[SHAPE_LENG].&[1.40533439],"1,40533439",5701
[DIVPOL].[SHAPE_LENG].&[1.41114939],"1,41114939",10698
[DIVPOL].[SHAPE_LENG].&[1.41369077],"1,41369077",16
[DIVPOL].[SHAPE_LENG].&[1.41615965],"1,41615965",184712
[DIVPOL].[SHAPE_LENG].&[1.42541786],"1,42541786",9998
[DIVPOL].[SHAPE_LENG].&[1.42816312],"1,42816312",954
[DIVPOL].[SHAPE_LENG].&[1.42832525],"1,42832525",2864
[DIVPOL].[SHAPE_LENG].&[1.43806056],"1,43806056",544
[DIVPOL].[SHAPE_LENG].&[1.43820351],"1,43820351",21896
[DIVPOL].[SHAPE_LENG].&[1.43886815],"1,43886815",2058
[DIVPOL].[SHAPE_LENG].&[1.44440591],"1,44440591",1228
[DIVPOL].[SHAPE_LENG].&[1.47960096],"1,47960096",4341
[DIVPOL].[SHAPE_LENG].&[1.49688691],"1,49688691",17
[DIVPOL].[SHAPE_LENG].&[1.49894586],"1,49894586",289
[DIVPOL].[SHAPE_LENG].&[1.50447474],"1,50447474",76
[DIVPOL].[SHAPE_LENG].&[1.51079976],"1,51079976",16192
[DIVPOL].[SHAPE_LENG].&[1.52109679],"1,52109679",30454
[DIVPOL].[SHAPE_LENG].&[1.52319335],"1,52319335",12754
[DIVPOL].[SHAPE_LENG].&[1.52380728],"1,52380728",758
[DIVPOL].[SHAPE_LENG].&[1.53158039],"1,53158039",22240
[DIVPOL].[SHAPE_LENG].&[1.53715354],"1,53715354",4539
[DIVPOL].[SHAPE_LENG].&[1.54256132],"1,54256132",1194
[DIVPOL].[SHAPE_LENG].&[1.54379121],"1,54379121",1730
[DIVPOL].[SHAPE_LENG].&[1.54531519],"1,54531519",2369
[DIVPOL].[SHAPE_LENG].&[1.55032139],"1,55032139",12211
[DIVPOL].[SHAPE_LENG].&[1.55279627],"1,55279627",3384
[DIVPOL].[SHAPE_LENG].&[1.55479768],"1,55479768",6694
[DIVPOL].[SHAPE_LENG].&[1.55591719],"1,55591719",1807
[DIVPOL].[SHAPE_LENG].&[1.57321163],"1,57321163",42
[DIVPOL].[SHAPE_LENG].&[1.57885884],"1,57885884",54995
[DIVPOL].[SHAPE_LENG].&[1.58334297],"1,58334297",9474
[DIVPOL].[SHAPE_LENG].&[1.59858196],"1,59858196",9007
[DIVPOL].[SHAPE_LENG].&[1.60700376],"1,60700376",81690
[DIVPOL].[SHAPE_LENG].&[1.60763039],"1,60763039",54017
[DIVPOL].[SHAPE_LENG].&[1.60870065],"1,60870065",22
[DIVPOL].[SHAPE_LENG].&[1.6094359],"1,6094359",8109
[DIVPOL].[SHAPE_LENG].&[1.61488697],"1,61488697",5571
[DIVPOL].[SHAPE_LENG].&[1.63948077],"1,63948077",196
[DIVPOL].[SHAPE_LENG].&[1.64534879],"1,64534879",62
[DIVPOL].[SHAPE_LENG].&[1.64996325],"1,64996325",746
[DIVPOL].[SHAPE_LENG].&[1.66170482],"1,66170482",143
[DIVPOL].[SHAPE_LENG].&[1.67457818],"1,67457818",58981
[DIVPOL].[SHAPE_LENG].&[1.68302575],"1,68302575",4475
[DIVPOL].[SHAPE_LENG].&[1.70019108],"1,70019108",127
[DIVPOL].[SHAPE_LENG].&[1.70693489],"1,70693489",4449
[DIVPOL].[SHAPE_LENG].&[1.71601176],"1,71601176",41455
[DIVPOL].[SHAPE_LENG].&[1.73714977],"1,73714977",16
[DIVPOL].[SHAPE_LENG].&[1.75336905],"1,75336905",673
[DIVPOL].[SHAPE_LENG].&[1.7821853],"1,7821853",38943
[DIVPOL].[SHAPE_LENG].&[1.81246312],"1,81246312",1795
[DIVPOL].[SHAPE_LENG].&[1.82210571],"1,82210571",635
[DIVPOL].[SHAPE_LENG].&[1.82631761],"1,82631761",516
[DIVPOL].[SHAPE_LENG].&[1.83297515],"1,83297515",6146
[DIVPOL].[SHAPE_LENG].&[1.84528985],"1,84528985",12941
[DIVPOL].[SHAPE_LENG].&[1.8644178],"1,8644178",33
[DIVPOL].[SHAPE_LENG].&[1.88331384],"1,88331384",403
[DIVPOL].[SHAPE_LENG].&[1.95295086],"1,95295086",2343
[DIVPOL].[SHAPE_LENG].&[1.95378606],"1,95378606",23
[DIVPOL].[SHAPE_LENG].&[1.96083213],"1,96083213",540
[DIVPOL].[SHAPE_LENG].&[1.96414116],"1,96414116",5228
[DIVPOL].[SHAPE_LENG].&[1.96485972],"1,96485972",58183
[DIVPOL].[SHAPE_LENG].&[1.97448598],"1,97448598",545
[DIVPOL].[SHAPE_LENG].&[1.98945122],"1,98945122",1451
[DIVPOL].[SHAPE_LENG].&[2.00149275],"2,00149275",15
[DIVPOL].[SHAPE_LENG].&[2.01580588],"2,01580588",8217
[DIVPOL].[SHAPE_LENG].&[2.0430192],"2,0430192",393
[DIVPOL].[SHAPE_LENG].&[2.06625984],"2,06625984",34
[DIVPOL].[SHAPE_LENG].&[2.11068939],"2,11068939",56079
[DIVPOL].[SHAPE_LENG].&[2.11753037],"2,11753037",145
[DIVPOL].[SHAPE_LENG].&[2.1196925],"2,1196925",4527
[DIVPOL].[SHAPE_LENG].&[2.13196944],"2,13196944",10538
[DIVPOL].[SHAPE_LENG].&[2.15673673],"2,15673673",140
[DIVPOL].[SHAPE_LENG].&[2.16099829],"2,16099829",244
[DIVPOL].[SHAPE_LENG].&[2.16854411],"2,16854411",3104
[DIVPOL].[SHAPE_LENG].&[2.21013738],"2,21013738",34
[DIVPOL].[SHAPE_LENG].&[2.21815375],"2,21815375",134
[DIVPOL].[SHAPE_LENG].&[2.26221211],"2,26221211",1098
[DIVPOL].[SHAPE_LENG].&[2.28384016],"2,28384016",37653
[DIVPOL].[SHAPE_LENG].&[2.28949684],"2,28949684",6643
[DIVPOL].[SHAPE_LENG].&[2.32061583],"2,32061583",4746
[DIVPOL].[SHAPE_LENG].&[2.33433193],"2,33433193",6603
[DIVPOL].[SHAPE_LENG].&[2.34631915],"2,34631915",68382
[DIVPOL].[SHAPE_LENG].&[2.38989571],"2,38989571",31984
[DIVPOL].[SHAPE_LENG].&[2.45377842],"2,45377842",6611
[DIVPOL].[SHAPE_LENG].&[2.45738378],"2,45738378",1262
[DIVPOL].[SHAPE_LENG].&[2.50135751],"2,50135751",677633
[DIVPOL].[SHAPE_LENG].&[2.52709119],"2,52709119",8114
[DIVPOL].[SHAPE_LENG].&[2.54398647],"2,54398647",8151
[DIVPOL].[SHAPE_LENG].&[2.54703163],"2,54703163",363
[DIVPOL].[SHAPE_LENG].&[2.67979641],"2,67979641",2284
[DIVPOL].[SHAPE_LENG].&[2.73220009],"2,73220009",58942
[DIVPOL].[SHAPE_LENG].&[2.74134545],"2,74134545",11330
[DIVPOL].[SHAPE_LENG].&[2.77801119],"2,77801119",5967
[DIVPOL].[SHAPE_LENG].&[2.97546375],"2,97546375",3803
[DIVPOL].[SHAPE_LENG].&[3.04645041],"3,04645041",3498
[DIVPOL].[SHAPE_LENG].&[3.05161752],"3,05161752",1525
[DIVPOL].[SHAPE_LENG].&[3.25676483],"3,25676483",22377
[DIVPOL].[SHAPE_LENG].&[3.62812283],"3,62812283",4131
[DIVPOL].[SHAPE_LENG].&[3.65365198],"3,65365198",302
[DIVPOL].[SHAPE_LENG].&[3.74507873],"3,74507873",396
[DIVPOL].[SHAPE_LENG].&[4.40129447],"4,40129447",9004
[DIVPOL].[SHAPE_LENG].&[5.04177373],"5,04177373",75
[DIVPOL].[SHAPE_LENG].&[5.89506995],"5,89506995",1214
[DIVPOL].[SHAPE_LENG].&[6.17631583],"6,17631583",297
[DIVPOL].[SHAPE_LENG].&[7.5927052],"7,5927052",300
[DIVPOL].[SHAPE_LENG].&[9.6225144],"9,6225144",570
[DIVPOL].[SHAPE_LENG].&[1.49650483E1],"14,9650483",3952576
[DIVPOL].[SHAPE_LENG].&,,4343
