[DIVPOL].[OBJECTID].[OBJECTID].[MEMBER_UNIQUE_NAME],[DIVPOL].[OBJECTID].[OBJECTID].[MEMBER_CAPTION],[Measures].[SumaIncidentes]
[DIVPOL].[OBJECTID].&[9.62E2],962,25127
[DIVPOL].[OBJECTID].&[9.63E2],963,3857
[DIVPOL].[OBJECTID].&[9.64E2],964,1934
[DIVPOL].[OBJECTID].&[9.65E2],965,184
[DIVPOL].[OBJECTID].&[9.66E2],966,728
[DIVPOL].[OBJECTID].&[9.67E2],967,2186
[DIVPOL].[OBJECTID].&[9.68E2],968,1567
[DIVPOL].[OBJECTID].&[9.69E2],969,7229
[DIVPOL].[OBJECTID].&[9.7E2],970,497
[DIVPOL].[OBJECTID].&[9.71E2],971,53
[DIVPOL].[OBJECTID].&[9.72E2],972,120
[DIVPOL].[OBJECTID].&[9.73E2],973,150
[DIVPOL].[OBJECTID].&[9.74E2],974,87
[DIVPOL].[OBJECTID].&[9.75E2],975,3686
[DIVPOL].[OBJECTID].&[9.76E2],976,544
[DIVPOL].[OBJECTID].&[9.77E2],977,196
[DIVPOL].[OBJECTID].&[9.78E2],978,2569
[DIVPOL].[OBJECTID].&[9.79E2],979,537
[DIVPOL].[OBJECTID].&[9.8E2],980,73
[DIVPOL].[OBJECTID].&[9.81E2],981,19728
[DIVPOL].[OBJECTID].&[9.82E2],982,1183
[DIVPOL].[OBJECTID].&[9.83E2],983,3970
[DIVPOL].[OBJECTID].&[9.84E2],984,12393
[DIVPOL].[OBJECTID].&[9.85E2],985,1200
[DIVPOL].[OBJECTID].&[9.86E2],986,1266
[DIVPOL].[OBJECTID].&[9.87E2],987,922
[DIVPOL].[OBJECTID].&[9.88E2],988,5005
[DIVPOL].[OBJECTID].&[9.89E2],989,5330
[DIVPOL].[OBJECTID].&[9.9E2],990,253
[DIVPOL].[OBJECTID].&[9.91E2],991,298
[DIVPOL].[OBJECTID].&[9.92E2],992,758
[DIVPOL].[OBJECTID].&[9.93E2],993,92
[DIVPOL].[OBJECTID].&[9.94E2],994,5178
[DIVPOL].[OBJECTID].&[9.95E2],995,148
[DIVPOL].[OBJECTID].&[9.96E2],996,178
[DIVPOL].[OBJECTID].&[9.97E2],997,1807
[DIVPOL].[OBJECTID].&[9.98E2],998,17
[DIVPOL].[OBJECTID].&[9.99E2],999,300
[DIVPOL].[OBJECTID].&[1.E3],1000,4131
[DIVPOL].[OBJECTID].&[1.001E3],1001,3104
[DIVPOL].[OBJECTID].&[1.002E3],1002,75244
[DIVPOL].[OBJECTID].&[1.003E3],1003,4678
[DIVPOL].[OBJECTID].&[1.004E3],1004,12941
[DIVPOL].[OBJECTID].&[1.005E3],1005,8109
[DIVPOL].[OBJECTID].&[1.006E3],1006,28056
[DIVPOL].[OBJECTID].&[1.007E3],1007,688
[DIVPOL].[OBJECTID].&[1.008E3],1008,4158
[DIVPOL].[OBJECTID].&[1.009E3],1009,66078
[DIVPOL].[OBJECTID].&[1.01E3],1010,11694
[DIVPOL].[OBJECTID].&[1.011E3],1011,23338
[DIVPOL].[OBJECTID].&[1.012E3],1012,2369
[DIVPOL].[OBJECTID].&[1.013E3],1013,7098
[DIVPOL].[OBJECTID].&[1.014E3],1014,29427
[DIVPOL].[OBJECTID].&[1.015E3],1015,26590
[DIVPOL].[OBJECTID].&[1.016E3],1016,7311
[DIVPOL].[OBJECTID].&[1.017E3],1017,118755
[DIVPOL].[OBJECTID].&[1.018E3],1018,1300
[DIVPOL].[OBJECTID].&[1.019E3],1019,30566
[DIVPOL].[OBJECTID].&[1.02E3],1020,8047
[DIVPOL].[OBJECTID].&[1.021E3],1021,5674
[DIVPOL].[OBJECTID].&[1.022E3],1022,3840
[DIVPOL].[OBJECTID].&[1.023E3],1023,62472
[DIVPOL].[OBJECTID].&[1.024E3],1024,71846
[DIVPOL].[OBJECTID].&[1.025E3],1025,2087
[DIVPOL].[OBJECTID].&[1.026E3],1026,1656
[DIVPOL].[OBJECTID].&[1.027E3],1027,2523
[DIVPOL].[OBJECTID].&[1.028E3],1028,4079
[DIVPOL].[OBJECTID].&[1.029E3],1029,1233
[DIVPOL].[OBJECTID].&[1.03E3],1030,1014
[DIVPOL].[OBJECTID].&[1.031E3],1031,839
[DIVPOL].[OBJECTID].&[1.032E3],1032,673
[DIVPOL].[OBJECTID].&[1.033E3],1033,134
[DIVPOL].[OBJECTID].&[1.034E3],1034,21896
[DIVPOL].[OBJECTID].&[1.035E3],1035,48
[DIVPOL].[OBJECTID].&[1.036E3],1036,3118
[DIVPOL].[OBJECTID].&[1.037E3],1037,6464
[DIVPOL].[OBJECTID].&[1.038E3],1038,468
[DIVPOL].[OBJECTID].&[1.039E3],1039,277
[DIVPOL].[OBJECTID].&[1.04E3],1040,882926
[DIVPOL].[OBJECTID].&[1.041E3],1041,4617
[DIVPOL].[OBJECTID].&,,4343
